compound_name,Concentration uM,morphology score,infection rate (%),Cell model,chembl_id,is_CP_hit,is_324_hit,top_74_rank,is_74_hit,is_5_hit,HIT_antiviral_AB_Y/N,HIT_CPE_Y/N,HIT_cellpaiting_Y/N,is_AB_hit,is_CPE_hit,Concentration CPE (nM),Inhibition of cytopathicity (%)
eletriptan,10.0,0.21,102.5,Vero E6,CHEMBL1510,False,False,,False,False,N,N,N,False,False,100.0,2.14
eliglustat,10.0,0.2,92.5,Vero E6,CHEMBL2110588,False,False,,False,False,N,N,N,False,False,833.33,4.02
elinogrel,10.0,0.24,87.5,Vero E6,CHEMBL2103828,False,False,,False,False,N,N,N,False,False,833.33,3.74
eliprodil,10.0,0.22,87.0,Vero E6,CHEMBL28564,False,False,,False,False,N,N,N,False,False,833.33,2.59
ellagic-acid,10.0,0.11,94.0,Vero E6,CHEMBL6246,False,False,,False,False,N,N,N,False,False,100.0,4.12
eltoprazine,10.0,0.04,94.5,Vero E6,CHEMBL282614,False,False,,False,False,N,N,N,False,False,1.0,3.51
eltrombopag,10.0,0.14,99.0,Vero E6,CHEMBL3186485,False,False,,False,False,N,N,N,False,False,1.0,2.51
eluxadoline,10.0,0.15,117.0,Vero E6,CHEMBL2159122,False,False,,False,False,N,N,N,False,False,1.0,2.78
elvitegravir,10.0,0.06,107.0,Vero E6,CHEMBL204656,False,False,,False,False,N,N,N,False,False,1.0,2.45
embelin,10.0,-0.04,106.5,Vero E6,CHEMBL221137,False,False,,False,False,N,N,N,False,False,1.0,0.27
emedastine,10.0,0.14,100.0,Vero E6,CHEMBL594,False,False,,False,False,N,N,N,False,False,833.33,1.46
emetine,0.83,-0.19,108.0,Vero E6,CHEMBL50588,False,True,13.0,True,True,N,Y,N,False,True,100.0,36.23
emodin,10.0,0.15,106.0,Vero E6,CHEMBL289277,False,False,,False,False,N,N,N,False,False,10000.0,2.24
emorfazone,10.0,0.18,100.0,Vero E6,CHEMBL2103954,False,False,,False,False,N,N,N,False,False,10000.0,0.67
emoxipin,10.0,0.14,99.5,Vero E6,CHEMBL3338326,False,False,,False,False,N,N,N,False,False,8.33,3.95
empagliflozin,10.0,-0.16,105.5,Vero E6,CHEMBL2107830,False,False,,False,False,N,N,N,False,False,833.33,1.13
emtricitabine,10.0,0.15,113.5,Vero E6,CHEMBL885,False,False,,False,False,N,N,N,False,False,100.0,4.2
enalapril,10.0,0.2,96.5,Vero E6,CHEMBL578,False,False,,False,False,N,N,N,False,False,833.33,2.42
enalaprilat,10.0,-0.04,107.0,Vero E6,CHEMBL577,False,False,,False,False,N,N,N,False,False,10000.0,2.39
enasidenib,10.0,0.24,100.0,Vero E6,CHEMBL3989908,False,False,,False,False,N,N,N,False,False,8.33,-0.28
enciprazine,10.0,0.07,110.5,Vero E6,CHEMBL101284,False,False,,False,False,N,N,N,False,False,8.33,1.14
endo-IWR-1,10.0,-0.08,98.5,Vero E6,CHEMBL562310,False,False,,False,False,N,N,N,False,False,8.33,2.17
enflurane,10.0,0.19,98.5,Vero E6,CHEMBL1257,False,False,,False,False,N,N,N,False,False,100.0,1.56
enisamium-iodide,10.0,0.17,90.0,Vero E6,CHEMBL1740071,False,False,,False,False,N,N,N,False,False,8.33,7.37
enocitabine,10.0,0.13,94.5,Vero E6,CHEMBL2106589,False,False,,False,False,N,N,N,False,False,100.0,-1.69
enoxacin,10.0,0.12,105.0,Vero E6,CHEMBL826,False,False,,False,False,N,N,N,False,False,1.0,4.58
enoximone,10.0,0.1,88.5,Vero E6,CHEMBL249856,False,False,,False,False,N,N,N,False,False,10000.0,-2.39
enoxolone,10.0,0.01,109.5,Vero E6,CHEMBL230006,False,False,,False,False,N,N,N,False,False,833.33,2.65
enprofylline,10.0,0.19,94.0,Vero E6,CHEMBL279898,False,False,,False,False,N,N,N,False,False,10000.0,4.03
enrofloxacin,10.0,0.06,111.5,Vero E6,CHEMBL15511,False,False,,False,False,N,N,N,False,False,10000.0,5.39
entacapone,10.0,0.15,102.5,Vero E6,CHEMBL953,False,False,,False,False,N,N,N,False,False,1.0,-0.37
entrectinib,0.83,0.13,96.5,Vero E6,CHEMBL1983268,False,False,,False,False,N,N,N,False,False,1.0,4.0
enzastaurin,10.0,-0.01,112.5,Vero E6,CHEMBL300138,False,False,,False,False,N,N,N,False,False,10000.0,3.94
epalrestat,10.0,0.19,106.5,Vero E6,CHEMBL56337,False,False,,False,False,N,N,N,False,False,833.33,1.15
eperezolid,10.0,0.04,112.5,Vero E6,CHEMBL47955,False,False,,False,False,N,N,N,False,False,833.33,0.64
eperisone,10.0,0.37,80.0,Vero E6,CHEMBL1902981,False,False,,False,False,N,N,N,False,False,833.33,4.7
ephedrine,10.0,-0.04,106.0,Vero E6,CHEMBL211456,False,False,,False,False,N,N,N,False,False,833.33,3.01
epicatechin-gallate-(-),10.0,0.11,100.0,Vero E6,CHEMBL36327,False,False,,False,False,N,N,N,False,False,100.0,5.77
epigallocatechin-gallate-(-),10.0,0.16,100.0,Vero E6,CHEMBL297453,False,False,,False,False,N,N,N,False,False,8.33,2.17
epinastine,10.0,0.04,113.5,Vero E6,CHEMBL1106,False,False,,False,False,N,N,N,False,False,833.33,7.29
epinephrine,10.0,0.04,104.0,Vero E6,CHEMBL679,False,False,,False,False,N,N,N,False,False,1.0,3.04
epirizole,10.0,0.05,111.0,Vero E6,CHEMBL1411693,False,False,,False,False,N,N,N,False,False,8.33,3.82
eplerenone,0.0,0.09,102.0,Vero E6,CHEMBL1095097,False,False,,False,False,N,N,N,False,False,8.33,2.8
epomediol,10.0,0.17,100.5,Vero E6,CHEMBL3707255,False,False,,False,False,N,N,N,False,False,1.0,7.71
epothilone-B,0.83,0.0,115.0,Vero E6,CHEMBL94657,False,False,,False,False,N,N,N,False,False,10000.0,-0.53
epothilone-D,0.83,-0.1,107.0,Vero E6,CHEMBL96172,False,False,,False,False,N,N,N,False,False,1.0,2.13
eprazinone,10.0,0.35,96.0,Vero E6,CHEMBL1885437,False,False,,False,False,N,N,N,False,False,833.33,1.64
eprobemide,10.0,-0.04,108.5,Vero E6,CHEMBL2104298,False,False,,False,False,N,N,N,False,False,100.0,4.31
eprosartan,10.0,0.09,106.0,Vero E6,CHEMBL813,False,False,,False,False,N,N,N,False,False,10000.0,2.22
eptifibatide,10.0,-0.13,117.5,Vero E6,CHEMBL1174,False,False,,False,False,N,N,N,False,False,8.33,8.08
equol,10.0,-0.12,113.5,Vero E6,CHEMBL198877,False,False,,False,False,N,N,N,False,False,833.33,3.83
erastin,0.83,-0.05,86.0,Vero E6,CHEMBL401989,False,False,,False,False,N,N,N,False,False,10000.0,7.21
erbstatin-analog,10.0,-0.21,115.5,Vero E6,CHEMBL17329,False,False,,False,False,N,N,N,False,False,1.0,3.51
ercalcitriol,10.0,0.03,97.5,Vero E6,CHEMBL4303615,False,False,,False,False,N,N,N,False,False,10000.0,3.34
erdafitinib,0.83,0.15,108.5,Vero E6,CHEMBL3545376,False,False,,False,False,N,N,N,False,False,10000.0,11.65
erdosteine,10.0,-0.04,103.5,Vero E6,CHEMBL1697744,False,False,,False,False,N,N,N,False,False,8.33,2.17
ergocalciferol,10.0,0.06,93.5,Vero E6,CHEMBL1536,False,False,,False,False,N,N,N,False,False,100.0,0.95
ergosterol,10.0,0.07,104.0,Vero E6,CHEMBL1232562,False,False,,False,False,N,N,N,False,False,10000.0,2.85
erlotinib,10.0,-0.16,115.5,Vero E6,CHEMBL553,False,False,,False,False,N,N,N,False,False,8.33,-0.26
ertapenem,10.0,0.13,106.5,Vero E6,CHEMBL1359,False,False,,False,False,N,N,N,False,False,8.33,3.19
erteberel,10.0,0.1,113.0,Vero E6,CHEMBL278703,False,False,,False,False,N,N,N,False,False,10000.0,2.31
ertugliflozin,10.0,-0.06,107.0,Vero E6,CHEMBL1770248,False,False,,False,False,N,N,N,False,False,10000.0,0.59
erythritol,10.0,0.14,87.5,Vero E6,CHEMBL349605,False,False,,False,False,N,N,N,False,False,833.33,0.56
erythromycin,10.0,-0.17,101.5,Vero E6,CHEMBL532,False,False,,False,False,N,N,N,False,False,833.33,2.65
erythromycin-estolate,10.0,0.07,114.0,Vero E6,CHEMBL2220427,False,False,,False,False,N,N,N,False,False,833.33,2.85
erythromycin-ethylsuccinate,10.0,-0.21,117.5,Vero E6,CHEMBL1200688,False,False,,False,False,N,N,N,False,False,100.0,0.57
erythrosine,0.83,0.09,115.5,Vero E6,CHEMBL1332616,False,False,,False,False,N,N,N,False,False,8.33,-1.04
esaprazole,10.0,0.03,104.5,Vero E6,CHEMBL1983100,False,False,,False,False,N,N,N,False,False,100.0,-0.45
escin,0.83,-0.08,117.5,Vero E6,CHEMBL4594473,False,False,,False,False,N,N,N,False,False,100.0,-0.38
esculin,10.0,0.15,111.0,Vero E6,CHEMBL482581,False,False,,False,False,N,N,N,False,False,8.33,-0.49
eseroline-(-),10.0,0.14,97.0,Vero E6,CHEMBL310934,False,False,,False,False,N,N,N,False,False,10000.0,6.49
eslicarbazepine-acetate,10.0,0.14,105.5,Vero E6,CHEMBL87992,False,False,,False,False,N,N,N,False,False,1.0,3.04
esmolol,10.0,-0.01,115.5,Vero E6,CHEMBL768,False,False,,False,False,N,N,N,False,False,8.33,0.64
esomeprazole,10.0,-0.18,110.5,Vero E6,CHEMBL1201320,False,False,,False,False,N,N,N,False,False,10000.0,0.21
estradiol,10.0,-0.09,116.5,Vero E6,CHEMBL135,False,False,,False,False,N,N,N,False,False,8.33,2.24
estradiol-benzoate,10.0,-0.19,111.0,Vero E6,CHEMBL282575,False,False,,False,False,N,N,N,False,False,8.33,-2.11
estradiol-cypionate,10.0,-0.0,99.0,Vero E6,CHEMBL1200973,False,False,,False,False,N,N,N,False,False,10000.0,1.69
estramustine-phosphate,10.0,0.07,100.5,Vero E6,CHEMBL1756,False,False,,False,False,N,N,N,False,False,8.33,0.03
estriol,10.0,-0.01,108.5,Vero E6,CHEMBL193482,False,False,,False,False,N,N,N,False,False,1.0,2.04
estrone,10.0,-0.15,108.5,Vero E6,CHEMBL1405,False,False,,False,False,N,N,N,False,False,10000.0,2.53
estropipate,10.0,0.23,99.0,Vero E6,CHEMBL1200980,False,False,,False,False,N,N,N,False,False,833.33,1.96
etacrynic-acid,10.0,-0.02,98.5,Vero E6,CHEMBL456,False,False,,False,False,N,N,N,False,False,833.33,4.17
etafenone,10.0,0.15,97.5,Vero E6,CHEMBL1736151,False,False,,False,False,N,N,N,False,False,1.0,1.2
etamsylate,10.0,0.09,94.5,Vero E6,CHEMBL1514715,False,False,,False,False,N,N,N,False,False,10000.0,1.8
etanidazole,10.0,0.07,94.5,Vero E6,CHEMBL47405,False,False,,False,False,N,N,N,False,False,100.0,4.88
etazolate,10.0,0.25,100.5,Vero E6,CHEMBL356388,False,False,,False,False,N,N,N,False,False,8.33,4.04
etebenecid,10.0,0.12,105.0,Vero E6,CHEMBL1705586,False,False,,False,False,N,N,N,False,False,10000.0,2.73
eterobarb,10.0,-0.1,105.5,Vero E6,CHEMBL327407,False,False,,False,False,N,N,N,False,False,10000.0,0.84
ethacizin,10.0,0.01,112.0,Vero E6,CHEMBL1997663,False,False,,False,False,N,N,N,False,False,10000.0,2.9
ethacridine-lactate-monohydrate,10.0,0.09,95.5,Vero E6,CHEMBL2355915,False,False,,False,False,N,N,N,False,False,100.0,0.77
ethambutol,10.0,-0.12,109.0,Vero E6,CHEMBL44884,False,False,,False,False,N,N,N,False,False,833.33,5.12
ethaverine,10.0,0.2,100.5,Vero E6,CHEMBL1555736,False,False,,False,False,N,N,N,False,False,833.33,-7.91
ethenzamide,10.0,-0.01,118.5,Vero E6,CHEMBL1483877,False,False,,False,False,N,N,N,False,False,1.0,5.35
ethimizol,10.0,0.11,96.5,Vero E6,CHEMBL4303294,False,False,,False,False,N,N,N,False,False,833.33,1.42
ethionamide,10.0,0.16,101.5,Vero E6,CHEMBL1441,False,False,,False,False,N,N,N,False,False,10000.0,2.79
ethisterone,10.0,-0.07,107.0,Vero E6,CHEMBL241694,False,False,,False,False,N,N,N,False,False,8.33,3.61
ethosuximide,10.0,0.05,104.5,Vero E6,CHEMBL696,False,False,,False,False,N,N,N,False,False,8.33,1.45
ethotoin,10.0,0.22,97.0,Vero E6,CHEMBL1095,False,False,,False,False,N,N,N,False,False,8.33,4.06
ethoxzolamide,10.0,0.2,97.5,Vero E6,CHEMBL18,False,False,,False,False,N,N,N,False,False,10000.0,1.11
ethyl-2-(carbamoyloxy)benzoate,10.0,-0.1,107.5,Vero E6,CHEMBL4303377,False,False,,False,False,N,N,N,False,False,833.33,-2.39
ethyl-paraben,10.0,-0.04,104.5,Vero E6,CHEMBL15841,False,False,,False,False,N,N,N,False,False,8.33,3.38
ethyl-vanillin,10.0,0.19,100.0,Vero E6,CHEMBL508676,False,False,,False,False,N,N,N,False,False,8.33,2.03
ethylenediaminetetraacetic-acid,10.0,0.06,109.0,Vero E6,CHEMBL858,False,False,,False,False,N,N,N,False,False,1.0,-0.05
ethylnorepinephrine,10.0,-0.11,105.5,Vero E6,CHEMBL31159,False,False,,False,False,N,N,N,False,False,8.33,0.7
ethynodiol-diacetate,10.0,-0.04,113.0,Vero E6,CHEMBL1200624,False,False,,False,False,N,N,N,False,False,8.33,3.73
eticlopride,10.0,0.43,63.5,Vero E6,CHEMBL8946,False,False,,False,False,N,N,N,False,False,10000.0,3.78
etidronic-acid,10.0,0.12,103.0,Vero E6,CHEMBL871,False,False,,False,False,N,N,N,False,False,833.33,0.77
etifenin,10.0,0.11,109.0,Vero E6,CHEMBL1323453,False,False,,False,False,N,N,N,False,False,10000.0,3.26
etifoxine,10.0,0.16,106.5,Vero E6,CHEMBL2106227,False,False,,False,False,N,N,N,False,False,1.0,2.81
etilefrine,10.0,0.13,100.0,Vero E6,CHEMBL86882,False,False,,False,False,N,N,N,False,False,8.33,2.79
etilevodopa,10.0,-0.15,110.0,Vero E6,CHEMBL1823681,False,False,,False,False,N,N,N,False,False,1.0,3.02
etizolam,10.0,-0.03,103.0,Vero E6,CHEMBL1289779,False,False,,False,False,N,N,N,False,False,833.33,3.16
etodolac,10.0,-0.01,115.0,Vero E6,CHEMBL622,False,False,,False,False,N,N,N,False,False,10000.0,-0.69
etofenamate,10.0,-0.06,112.0,Vero E6,CHEMBL1451633,False,False,,False,False,N,N,N,False,False,1.0,1.16
etofibrate,10.0,0.1,105.0,Vero E6,CHEMBL358150,False,False,,False,False,N,N,N,False,False,8.33,2.82
etofylline,10.0,0.1,104.0,Vero E6,CHEMBL699,False,False,,False,False,N,N,N,False,False,1.0,0.6
etofylline-clofibrate,10.0,-0.16,113.5,Vero E6,CHEMBL1318939,False,False,,False,False,N,N,N,False,False,1.0,4.94
etomidate,10.0,-0.05,110.5,Vero E6,CHEMBL681,False,False,,False,False,N,N,N,False,False,833.33,1.97
etomoxir,10.0,-0.05,109.0,Vero E6,CHEMBL2051959,False,False,,False,False,N,N,N,False,False,833.33,2.79
etonogestrel,10.0,0.25,90.5,Vero E6,CHEMBL1531,False,False,,False,False,N,N,N,False,False,1.0,-0.26
etoposide,10.0,-0.11,104.5,Vero E6,CHEMBL44657,False,False,,False,False,N,N,N,False,False,1.0,6.79
etoposide-phosphate,10.0,0.1,94.5,Vero E6,CHEMBL1200645,False,False,,False,False,N,N,N,False,False,10000.0,1.67
etoricoxib,10.0,-0.14,114.5,Vero E6,CHEMBL416146,False,False,,False,False,N,N,N,False,False,1.0,2.49
etosalamide,10.0,0.07,104.5,Vero E6,CHEMBL2104260,False,False,,False,False,N,N,N,False,False,8.33,-0.59
etravirine,10.0,0.36,98.0,Vero E6,CHEMBL308954,False,False,,False,False,N,N,N,False,False,8.33,-0.81
etretinate,10.0,-0.11,92.5,Vero E6,CHEMBL464,False,False,,False,False,N,N,N,False,False,10000.0,3.85
eucatropine,10.0,-0.1,115.0,Vero E6,CHEMBL1618660,False,False,,False,False,N,N,N,False,False,8.33,3.45
eupatilin,10.0,-0.01,109.0,Vero E6,CHEMBL312750,False,False,,False,False,N,N,N,False,False,10000.0,2.58
evacetrapib,10.0,0.05,97.0,Vero E6,CHEMBL2017179,False,False,,False,False,N,N,N,False,False,10000.0,3.85
evans-blue,0.83,-0.05,110.5,Vero E6,CHEMBL1015,False,False,,False,False,N,N,N,False,False,100.0,2.16
evatanepag,10.0,-0.01,97.5,Vero E6,CHEMBL563646,False,False,,False,False,N,N,N,False,False,8.33,-0.63
evodiamine,10.0,-0.09,100.5,Vero E6,CHEMBL463165,False,False,,False,False,N,N,N,False,False,833.33,4.34
exalamide,10.0,0.1,107.5,Vero E6,CHEMBL1405973,False,False,,False,False,N,N,N,False,False,833.33,-0.34
exatecan-mesylate,0.83,0.05,110.0,Vero E6,CHEMBL1614650,False,False,,False,False,N,N,N,False,False,8.33,-0.39
exenatide,10.0,-0.03,112.5,Vero E6,CHEMBL5316203,False,False,,False,False,N,N,N,False,False,100.0,1.73
exisulind,10.0,0.1,109.0,Vero E6,CHEMBL488025,False,False,,False,False,N,N,N,False,False,833.33,0.09
exo-IWR-1,10.0,0.0,102.0,Vero E6,CHEMBL551505,False,False,,False,False,N,N,N,False,False,100.0,1.21
ezatiostat,10.0,0.2,78.5,Vero E6,CHEMBL2110585,False,False,,False,False,N,N,N,False,False,833.33,2.71
ezetimibe,10.0,0.14,110.0,Vero E6,CHEMBL1138,False,False,,False,False,N,N,N,False,False,10000.0,5.44
ezutromid,10.0,0.17,98.5,Vero E6,CHEMBL1773683,False,False,,False,False,N,N,N,False,False,1.0,3.38
fadrozole,10.0,0.11,102.5,Vero E6,CHEMBL9298,False,False,,False,False,N,N,N,False,False,1.0,1.9
fagomine,10.0,-0.01,105.0,Vero E6,CHEMBL108084,False,False,,False,False,N,N,N,False,False,833.33,2.42
falecalcitriol,10.0,0.02,95.5,Vero E6,CHEMBL2106158,False,False,,False,False,N,N,N,False,False,833.33,0.88
famciclovir,10.0,0.14,101.5,Vero E6,CHEMBL880,False,False,,False,False,N,N,N,False,False,833.33,-0.25
famotidine,10.0,-0.09,105.5,Vero E6,CHEMBL902,False,False,,False,False,N,N,N,False,False,833.33,4.59
fananserin,10.0,-0.04,107.5,Vero E6,CHEMBL83894,False,False,,False,False,N,N,N,False,False,10000.0,-0.89
fanetizole,10.0,-0.02,99.5,Vero E6,CHEMBL1993793,False,False,,False,False,N,N,N,False,False,8.33,1.7
farnesyl-thiosalicylic-acid-amide,10.0,0.01,110.0,Vero E6,CHEMBL496557,False,False,,False,False,N,N,N,False,False,1.0,-1.77
faropenem,10.0,0.12,92.5,Vero E6,CHEMBL556262,False,False,,False,False,N,N,N,False,False,100.0,1.66
faropenem-medoxomil,10.0,-0.12,114.5,Vero E6,CHEMBL1257070,False,False,,False,False,N,N,N,False,False,833.33,2.96
fasudil,10.0,0.47,100.5,Vero E6,CHEMBL38380,True,True,,False,False,N,N,Y,False,False,100.0,-2.08
favipiravir,10.0,0.09,103.5,Vero E6,CHEMBL221722,False,False,,False,False,N,N,N,False,False,833.33,0.84
fdcyd,10.0,-0.2,97.5,Vero E6,CHEMBL1076257,False,False,,False,False,N,N,N,False,False,833.33,8.53
febuxostat,10.0,0.04,117.5,Vero E6,CHEMBL1164729,False,False,,False,False,N,N,N,False,False,833.33,2.99
fedratinib,0.83,-0.05,99.5,Vero E6,CHEMBL1287853,False,False,,False,False,N,N,N,False,False,8.33,1.42
felbamate,10.0,-0.01,99.0,Vero E6,CHEMBL1094,False,False,,False,False,N,N,N,False,False,8.33,3.53
felodipine,10.0,0.22,112.0,Vero E6,CHEMBL1480,False,False,,False,False,N,N,N,False,False,100.0,5.39
fenaclon,10.0,0.07,102.5,Vero E6,CHEMBL2106620,False,False,,False,False,N,N,N,False,False,1.0,4.5
fenbendazole,0.83,0.13,106.5,Vero E6,CHEMBL37161,False,False,,False,False,N,N,N,False,False,833.33,0.61
fenbufen,10.0,-0.05,104.0,Vero E6,CHEMBL277522,False,False,,False,False,N,N,N,False,False,8.33,2.58
fenclonine-(+/-),10.0,0.0,109.0,Vero E6,CHEMBL1256351,False,False,,False,False,N,N,N,False,False,833.33,4.29
fendiline,10.0,0.77,44.0,Vero E6,CHEMBL254832,True,True,,False,False,Y,N,Y,True,False,10000.0,11.91
fenigam,10.0,0.26,89.0,Vero E6,CHEMBL315818,False,False,,False,False,N,N,N,False,False,10000.0,1.87
fenobam,10.0,-0.11,107.0,Vero E6,CHEMBL2103779,False,False,,False,False,N,N,N,False,False,8.33,2.12
fenofibrate,10.0,0.04,101.0,Vero E6,CHEMBL672,False,False,,False,False,N,N,N,False,False,8.33,5.16
fenofibric-acid,10.0,0.14,97.0,Vero E6,CHEMBL981,False,False,,False,False,N,N,N,False,False,833.33,1.29
fenoldopam,10.0,0.23,95.0,Vero E6,CHEMBL588,False,False,,False,False,N,N,N,False,False,1.0,5.49
fenoprofen,10.0,0.02,108.0,Vero E6,CHEMBL1297,False,False,,False,False,N,N,N,False,False,100.0,0.97
fenoterol,10.0,-0.01,105.5,Vero E6,CHEMBL32800,False,False,,False,False,N,N,N,False,False,833.33,2.52
fenoverine,10.0,0.02,109.5,Vero E6,CHEMBL1512949,False,False,,False,False,N,N,N,False,False,100.0,4.98
fenoxaprop-p-ethyl,10.0,-0.08,106.0,Vero E6,CHEMBL2251729,False,False,,False,False,N,N,N,False,False,833.33,2.13
fenretinide,10.0,-0.44,116.5,Vero E6,CHEMBL7301,False,False,,False,False,N,N,N,False,False,10000.0,2.45
fenspiride,10.0,0.21,101.0,Vero E6,CHEMBL576127,False,False,,False,False,N,N,N,False,False,100.0,2.18
fentiazac,10.0,0.08,100.0,Vero E6,CHEMBL589092,False,False,,False,False,N,N,N,False,False,10000.0,1.91
fenticonazole,10.0,-0.01,114.0,Vero E6,CHEMBL1651990,False,False,,False,False,N,N,N,False,False,8.33,3.19
ferrostatin-1,10.0,0.12,94.0,Vero E6,CHEMBL3633556,False,False,,False,False,N,N,N,False,False,8.33,3.56
ferulic-acid,10.0,-0.04,110.5,Vero E6,CHEMBL32749,False,False,,False,False,N,N,N,False,False,833.33,3.0
fesoterodine,10.0,0.1,108.0,Vero E6,CHEMBL1201764,False,False,,False,False,N,N,N,False,False,10000.0,0.84
fexaramine,10.0,0.27,86.0,Vero E6,CHEMBL192966,False,False,,False,False,N,N,N,False,False,833.33,2.29
fexinidazole,10.0,-0.04,113.5,Vero E6,CHEMBL1631694,False,False,,False,False,N,N,N,False,False,10000.0,-0.36
fexofenadine,10.0,-0.36,121.5,Vero E6,CHEMBL914,False,False,,False,False,N,N,N,False,False,10000.0,2.18
fiacitabine,10.0,-0.06,111.0,Vero E6,CHEMBL272557,False,False,,False,False,N,N,N,False,False,100.0,2.03
filanesib,0.83,-0.31,99.0,Vero E6,CHEMBL2347655,False,False,,False,False,N,N,N,False,False,833.33,-0.01
filgotinib,10.0,0.15,97.0,Vero E6,CHEMBL3301607,False,False,,False,False,N,N,N,False,False,100.0,4.15
fimasartan,10.0,0.1,111.5,Vero E6,CHEMBL1951143,False,False,,False,False,N,N,N,False,False,833.33,1.46
fingolimod,10.0,0.72,26.5,Vero E6,CHEMBL314854,True,True,,False,False,Y,Y,Y,True,True,10000.0,15.15
fipexide,10.0,-0.16,112.0,Vero E6,CHEMBL254857,False,False,,False,False,N,N,N,False,False,100.0,1.92
fipronil,10.0,0.07,102.5,Vero E6,CHEMBL101326,False,False,,False,False,N,N,N,False,False,833.33,3.8
firategrast,10.0,-0.05,105.0,Vero E6,CHEMBL2104967,False,False,,False,False,N,N,N,False,False,1.0,2.19
firocoxib,10.0,0.22,84.5,Vero E6,CHEMBL69998,False,False,,False,False,N,N,N,False,False,100.0,0.34
fisetin,10.0,0.11,111.0,Vero E6,CHEMBL31574,False,False,,False,False,N,N,N,False,False,100.0,0.7
flavoxate,10.0,0.4,88.0,Vero E6,CHEMBL1493,False,False,,False,False,N,N,N,False,False,100.0,0.93
flecainide,10.0,0.19,87.5,Vero E6,CHEMBL652,False,False,,False,False,N,N,N,False,False,833.33,3.98
fleroxacin,10.0,-0.04,115.0,Vero E6,CHEMBL6273,False,False,,False,False,N,N,N,False,False,100.0,1.24
flindokalner,10.0,0.17,99.5,Vero E6,CHEMBL266510,False,False,,False,False,N,N,N,False,False,1.0,2.54
floctafenine,10.0,-0.16,105.5,Vero E6,CHEMBL2105075,False,False,,False,False,N,N,N,False,False,8.33,6.76
florfenicol,10.0,-0.0,96.5,Vero E6,CHEMBL1241590,False,False,,False,False,N,N,N,False,False,833.33,0.63
flosequinan,10.0,0.2,96.5,Vero E6,CHEMBL1908307,False,False,,False,False,N,N,N,False,False,833.33,2.01
floxuridine,0.83,-0.06,99.0,Vero E6,CHEMBL917,False,False,,False,False,N,N,N,False,False,1.0,1.42
flubendazole,10.0,0.13,98.0,Vero E6,CHEMBL1454946,False,False,,False,False,N,N,N,False,False,8.33,0.53
flucytosine,10.0,-0.02,107.0,Vero E6,CHEMBL1463,False,False,,False,False,N,N,N,False,False,833.33,2.44
fludarabine,10.0,-0.04,107.0,Vero E6,CHEMBL1568,False,False,,False,False,N,N,N,False,False,833.33,1.66
fludarabine-phosphate,10.0,0.1,82.5,Vero E6,CHEMBL1096882,False,False,,False,False,N,N,N,False,False,833.33,1.79
flufenamic-acid,10.0,0.16,99.5,Vero E6,CHEMBL23588,False,False,,False,False,N,N,N,False,False,833.33,0.82
flumatinib,10.0,0.31,25.5,Vero E6,CHEMBL3545413,False,True,,False,False,Y,Y,N,True,True,10000.0,66.12
flumazenil,10.0,0.09,88.5,Vero E6,CHEMBL407,False,False,,False,False,N,N,N,False,False,10000.0,-1.96
flumequine,10.0,-0.15,115.5,Vero E6,CHEMBL370252,False,False,,False,False,N,N,N,False,False,8.33,0.46
flumethasone,10.0,-0.05,110.0,Vero E6,CHEMBL1201392,False,False,,False,False,N,N,N,False,False,100.0,1.45
flumethasone-pivalate,10.0,0.32,80.0,Vero E6,CHEMBL1200877,False,False,,False,False,N,N,N,False,False,10000.0,6.04
flunarizine,10.0,0.36,69.5,Vero E6,CHEMBL30008,False,False,,False,False,N,N,N,False,False,8.33,-0.01
flunisolide,10.0,0.1,109.0,Vero E6,CHEMBL1512,False,False,,False,False,N,N,N,False,False,8.33,0.14
fluocinonide,10.0,0.18,101.5,Vero E6,CHEMBL1501,False,False,,False,False,N,N,N,False,False,100.0,1.64
fluocinonide,10.0,0.0,107.5,Vero E6,CHEMBL1501,False,False,,False,False,N,N,N,False,False,100.0,1.64
