chembl_id,drug_name,targets_x,diseases,min_phase,max_phase,any_status,smiles,n_target_links,drug_name_path,pathways,pathway_ids,n_pathway_links,max_phase_path,drug_name_mech,mechanisms_x,smiles_mech,n_mech_links,preferred_name,trade_names,url,targets_y,mechanisms_y,drug_name_final,smiles_final,name_upper,exclude_approved_aml,in_known_drugs_kg
CHEMBL1159650,,,,,,,,,,,,,,CLOBETASOL PROPIONATE,['Glucocorticoid receptor agonist'],CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0,,,,,,CLOBETASOL PROPIONATE,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CLOBETASOL PROPIONATE,False,False
CHEMBL1161,,,,,,,,,,,,,,MOMETASONE FUROATE,['Glucocorticoid receptor agonist'],C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,1.0,,,,,,MOMETASONE FUROATE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,MOMETASONE FUROATE,False,False
CHEMBL1169,,,,,,,,,,,,,,AMINOSALICYLIC ACID,['Dihydrofolate reductase inhibitor'],Nc1ccc(C(=O)O)c(O)c1,1.0,,,,,,AMINOSALICYLIC ACID,Nc1ccc(C(=O)O)c(O)c1,AMINOSALICYLIC ACID,False,False
CHEMBL1171837,PONATINIB,"['ABL1', 'BCR']",['acute lymphoblastic leukemia'],3.0,3.0,"['Active, not recruiting', 'Recruiting']",Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,2.0,PONATINIB,"['CDC42 GTPase cycl', 'Cyclin D associated events in G', 'Cyclin D associated events in G1', 'FCGR3A-mediated phagocytosi', 'FCGR3A-mediated phagocytosis', 'Factors involved in megakaryocyte development and platelet productio', 'Factors involved in megakaryocyte development and platelet production', 'HDR through Single Strand Annealing (SSA', 'HDR through Single Strand Annealing (SSA)', 'MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosi', 'MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis', 'Myogenesi', 'Myogenesis', 'RAC1 GTPase cycl', 'RAC2 GTPase cycl', 'RAC3 GTPase cycl', 'RHO GTPases Activate WASPs and WAVE', 'RHO GTPases Activate WASPs and WAVEs', 'RHOA GTPase cycl', 'RHOB GTPase cycl', 'RHOC GTPase cycl', 'RUNX1 regulates transcription of genes involved in differentiation of HSC', 'RUNX1 regulates transcription of genes involved in differentiation of HSCs', 'RUNX2 regulates osteoblast differentiatio', 'RUNX2 regulates osteoblast differentiation', 'Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand break', 'Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks', 'Regulation of actin dynamics for phagocytic cup formatio', 'Regulation of actin dynamics for phagocytic cup formation', 'Role of ABL in ROBO-SLIT signalin', 'Role of ABL in ROBO-SLIT signaling', 'Signaling by FGFR1 in diseas', 'Signaling by cytosolic FGFR1 fusion mutant', 'Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cell', 'Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells']","['R-HSA-1839117', 'R-HSA-2029482', 'R-HSA-428890', 'R-HSA-525793', 'R-HSA-5654736', 'R-HSA-5663213', 'R-HSA-5685938', 'R-HSA-5693565', 'R-HSA-69231', 'R-HSA-8939236', 'R-HSA-8940973', 'R-HSA-8980692', 'R-HSA-9013026', 'R-HSA-9013106', 'R-HSA-9013148', 'R-HSA-9013149', 'R-HSA-9013404', 'R-HSA-9013423', 'R-HSA-9664422', 'R-HSA-983231', 'R-HSA-9841922', 'R-HSA-9860927']",35.0,3.0,,,,,,,,,,PONATINIB,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,PONATINIB,False,False
CHEMBL118218,,,,,,,,,,,,,,IROFULVEN,['DNA inhibitor'],CC1=C(CO)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,1.0,,,,,,IROFULVEN,CC1=C(CO)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,IROFULVEN,False,False
CHEMBL1186894,AMRUBICIN,['TOP2A'],['neoplasm'],3.0,3.0,[],CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O,1.0,AMRUBICIN,"['SUMOylation of DNA replication protein', 'SUMOylation of DNA replication proteins', 'Transcription of E2F targets under negative control by DREAM comple', 'Transcription of E2F targets under negative control by DREAM complex']","['R-HSA-1362277', 'R-HSA-4615885']",4.0,3.0,AMRUBICIN,['DNA topoisomerase II alpha inhibitor'],CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O,1.0,,,,,,AMRUBICIN,CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O,AMRUBICIN,False,False
CHEMBL1200342,,,,,,,,,,,,,,PARAMETHASONE ACETATE,['Glucocorticoid receptor agonist'],CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1.0,,,,,,PARAMETHASONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,PARAMETHASONE ACETATE,False,False
CHEMBL1200376,,,,,,,,,,,,,,BETAMETHASONE BENZOATE,['Glucocorticoid receptor agonist'],C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO,1.0,,,,,,BETAMETHASONE BENZOATE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO,BETAMETHASONE BENZOATE,False,False
CHEMBL1200384,,,,,,,,,,,,,,BETAMETHASONE DIPROPIONATE,['Glucocorticoid receptor agonist'],CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0,,,,,,BETAMETHASONE DIPROPIONATE,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,BETAMETHASONE DIPROPIONATE,False,False
CHEMBL1200386,,,,,,,,,,,,,,PREDNICARBATE,['Glucocorticoid receptor agonist'],CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1.0,,,,,,PREDNICARBATE,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,PREDNICARBATE,False,False
CHEMBL1200400,,,,,,,,,,,,,,AZATHIOPRINE SODIUM,"['Amidophosphoribosyltransferase inhibitor', 'DNA inhibitor']",Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[n-]c12.[Na+],1.0,,,,,,AZATHIOPRINE SODIUM,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[n-]c12.[Na+],AZATHIOPRINE SODIUM,False,False
CHEMBL1200410,,,,,,,,,,,,,,PROCARBAZINE HYDROCHLORIDE,['DNA inhibitor'],CNNCc1ccc(C(=O)NC(C)C)cc1.Cl,1.0,,,,,,PROCARBAZINE HYDROCHLORIDE,CNNCc1ccc(C(=O)NC(C)C)cc1.Cl,PROCARBAZINE HYDROCHLORIDE,False,False
CHEMBL1200449,,,,,,,,,,,,,,TRIAMCINOLONE DIACETATE,['Glucocorticoid receptor agonist'],CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0,,,,,,TRIAMCINOLONE DIACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,TRIAMCINOLONE DIACETATE,False,False
CHEMBL1200475,DAUNORUBICIN CITRATE,['TOP2A'],['leukemia'],2.0,2.0,['Completed'],COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.O=C(O)CC(O)(CC(=O)O)C(=O)O,1.0,DAUNORUBICIN CITRATE,"['SUMOylation of DNA replication protein', 'SUMOylation of DNA replication proteins', 'Transcription of E2F targets under negative control by DREAM comple', 'Transcription of E2F targets under negative control by DREAM complex']","['R-HSA-1362277', 'R-HSA-4615885']",4.0,2.0,DAUNORUBICIN CITRATE,"['DNA inhibitor', 'DNA topoisomerase II alpha inhibitor']",COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.O=C(O)CC(O)(CC(=O)O)C(=O)O,1.0,,,,,,DAUNORUBICIN CITRATE,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.O=C(O)CC(O)(CC(=O)O)C(=O)O,DAUNORUBICIN CITRATE,False,False
CHEMBL1200485,SORAFENIB TOSYLATE,"['BRAF', 'FLT3', 'FLT4', 'KDR', 'KIT', 'PDGFRB', 'RAF1', 'RET']","['renal cell carcinoma', 'thyroid carcinoma']",4.0,4.0,[],CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,8.0,SORAFENIB TOSYLATE,"['ARMS-mediated activatio', 'ARMS-mediated activation', 'CD209 (DC-SIGN) signalin', 'CD209 (DC-SIGN) signaling', 'Constitutive Signaling by Aberrant PI3K in Cance', 'Constitutive Signaling by Aberrant PI3K in Cancer', 'Dasatinib-resistant KIT mutant', 'Dasatinib-resistant KIT mutants', 'Downstream signal transductio', 'Downstream signal transduction', 'FLT3 Signalin', 'FLT3 Signaling', 'FLT3 mutants bind TKI', 'FLT3 mutants bind TKIs', 'FLT3 signaling by CBL mutant', 'FLT3 signaling by CBL mutants', 'FLT3 signaling through SRC family kinase', 'FLT3 signaling through SRC family kinases', 'Formation of the nephric duc', 'Formation of the nephric duct', 'Formation of the ureteric bu', 'Formation of the ureteric bud', 'Frs2-mediated activatio', 'Frs2-mediated activation', 'GP1b-IX-V activation signallin', 'GP1b-IX-V activation signalling', 'Gain-of-function MRAS complexes activate RAF signalin', 'Gain-of-function MRAS complexes activate RAF signaling', 'High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell', 'High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells', 'IFNG signaling activates MAPK', 'IFNG signaling activates MAPKs', 'Imatinib-resistant KIT mutant', 'Imatinib-resistant KIT mutants', 'Integrin cell surface interaction', 'Integrin cell surface interactions', 'KIT mutants bind TKI', 'KIT mutants bind TKIs', 'KW2449-resistant FLT3 mutant', 'KW2449-resistant FLT3 mutants', 'MAP2K and MAPK activatio', 'MAP2K and MAPK activation', 'Masitinib-resistant KIT mutant', 'Masitinib-resistant KIT mutants', 'NOTCH4 Intracellular Domain Regulates Transcriptio', 'NOTCH4 Intracellular Domain Regulates Transcription', 'NPAS4 regulates expression of target gene', 'NPAS4 regulates expression of target genes', 'Negative feedback regulation of MAPK pathwa', 'Negative feedback regulation of MAPK pathway', 'Negative regulation of FLT', 'Negative regulation of FLT3', 'Negative regulation of MAPK pathwa', 'Negative regulation of MAPK pathway', 'Neurophilin interactions with VEGF and VEGF', 'Neurophilin interactions with VEGF and VEGFR', 'Nilotinib-resistant KIT mutant', 'Nilotinib-resistant KIT mutants', 'PI3K Cascad', 'PI3K Cascade', 'PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin', 'PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling', 'PIP3 activates AKT signalin', 'PIP3 activates AKT signaling', 'Paradoxical activation of RAF signaling by kinase inactive BRA', 'Paradoxical activation of RAF signaling by kinase inactive BRAF', 'RAF activatio', 'RAF activation', 'RAF/MAP kinase cascad', 'RAF/MAP kinase cascade', 'RET signalin', 'RET signaling', 'Rap1 signallin', 'Rap1 signalling', 'Regorafenib-resistant KIT mutant', 'Regorafenib-resistant KIT mutants', 'Regulation of KIT signalin', 'Regulation of KIT signaling', 'SHOC2 M1731 mutant abolishes MRAS complex functio', 'SHOC2 M1731 mutant abolishes MRAS complex function', 'STAT5 Activatio', 'STAT5 Activation', 'STAT5 activation downstream of FLT3 ITD mutant', 'STAT5 activation downstream of FLT3 ITD mutants', 'Signaling by BRAF and RAF1 fusion', 'Signaling by BRAF and RAF1 fusions', 'Signaling by FLT3 ITD and TKD mutant', 'Signaling by FLT3 ITD and TKD mutants', 'Signaling by PDG', 'Signaling by PDGF', 'Signaling by RAF1 mutant', 'Signaling by RAF1 mutants', 'Signaling by SCF-KI', 'Signaling by SCF-KIT', 'Signaling by extracellular domain mutants of KI', 'Signaling by extracellular domain mutants of KIT', 'Signaling by high-kinase activity BRAF mutant', 'Signaling by high-kinase activity BRAF mutants', 'Signaling by juxtamembrane domain KIT mutant', 'Signaling by juxtamembrane domain KIT mutants', 'Signaling by kinase domain mutants of KI', 'Signaling by kinase domain mutants of KIT', 'Signaling by membrane-tethered fusions of PDGFRA or PDGFR', 'Signaling by membrane-tethered fusions of PDGFRA or PDGFRB', 'Signaling by moderate kinase activity BRAF mutant', 'Signaling by moderate kinase activity BRAF mutants', 'Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant', 'Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants', 'Signaling downstream of RAS mutant', 'Signaling downstream of RAS mutants', 'Signalling to p38 via RIT and RI', 'Signalling to p38 via RIT and RIN', 'Sorafenib-resistant KIT mutant', 'Sorafenib-resistant KIT mutants', 'Spry regulation of FGF signalin', 'Spry regulation of FGF signaling', 'Stimuli-sensing channel', 'Stimuli-sensing channels', 'Sunitinib-resistant KIT mutant', 'Sunitinib-resistant KIT mutants', 'TFAP2 (AP-2) family regulates transcription of growth factors and their receptor', 'TFAP2 (AP-2) family regulates transcription of growth factors and their receptors', 'Transcriptional and post-translational regulation of MITF-M expression and activit', 'Transcriptional and post-translational regulation of MITF-M expression and activity', 'VEGF binds to VEGFR leading to receptor dimerizatio', 'VEGF binds to VEGFR leading to receptor dimerization', 'VEGFA-VEGFR2 Pathwa', 'VEGFA-VEGFR2 Pathway', 'VEGFR2 mediated cell proliferatio', 'VEGFR2 mediated cell proliferation', 'crenolanib-resistant FLT3 mutant', 'crenolanib-resistant FLT3 mutants', 'gilteritinib-resistant FLT3 mutant', 'gilteritinib-resistant FLT3 mutants', 'lestaurtinib-resistant FLT3 mutant', 'lestaurtinib-resistant FLT3 mutants', 'linifanib-resistant FLT3 mutant', 'linifanib-resistant FLT3 mutants', 'midostaurin-resistant FLT3 mutant', 'midostaurin-resistant FLT3 mutants', 'pexidartinib-resistant FLT3 mutant', 'pexidartinib-resistant FLT3 mutants', 'ponatinib-resistant FLT3 mutant', 'ponatinib-resistant FLT3 mutants', 'quizartinib-resistant FLT3 mutant', 'quizartinib-resistant FLT3 mutants', 'semaxanib-resistant FLT3 mutant', 'semaxanib-resistant FLT3 mutants', 'sorafenib-resistant FLT3 mutant', 'sorafenib-resistant FLT3 mutants', 'sunitinib-resistant FLT3 mutant', 'sunitinib-resistant FLT3 mutants', 'tamatinib-resistant FLT3 mutant', 'tamatinib-resistant FLT3 mutants', 'tandutinib-resistant FLT3 mutant', 'tandutinib-resistant FLT3 mutants']","['R-HSA-109704', 'R-HSA-1257604', 'R-HSA-1295596', 'R-HSA-1433557', 'R-HSA-1433559', 'R-HSA-170968', 'R-HSA-170984', 'R-HSA-186763', 'R-HSA-186797', 'R-HSA-187706', 'R-HSA-194306', 'R-HSA-195399', 'R-HSA-2028269', 'R-HSA-216083', 'R-HSA-2219530', 'R-HSA-2672351', 'R-HSA-392517', 'R-HSA-430116', 'R-HSA-4420097', 'R-HSA-5218921', 'R-HSA-5621575', 'R-HSA-5673000', 'R-HSA-5673001', 'R-HSA-5674135', 'R-HSA-5674499', 'R-HSA-5675221', 'R-HSA-6802946', 'R-HSA-6802948', 'R-HSA-6802952', 'R-HSA-6802955', 'R-HSA-6811558', 'R-HSA-8853659', 'R-HSA-8866910', 'R-HSA-9013695', 'R-HSA-9607240', 'R-HSA-9645135', 'R-HSA-9649948', 'R-HSA-9656223', 'R-HSA-9669914', 'R-HSA-9669917', 'R-HSA-9669921', 'R-HSA-9669924', 'R-HSA-9669926', 'R-HSA-9669929', 'R-HSA-9669933', 'R-HSA-9669934', 'R-HSA-9669935', 'R-HSA-9669936', 'R-HSA-9670439', 'R-HSA-9673768', 'R-HSA-9673770', 'R-HSA-9680187', 'R-HSA-9702509', 'R-HSA-9702518', 'R-HSA-9702569', 'R-HSA-9702577', 'R-HSA-9702581', 'R-HSA-9702590', 'R-HSA-9702596', 'R-HSA-9702600', 'R-HSA-9702605', 'R-HSA-9702614', 'R-HSA-9702620', 'R-HSA-9702624', 'R-HSA-9702632', 'R-HSA-9702636', 'R-HSA-9702998', 'R-HSA-9703009', 'R-HSA-9703648', 'R-HSA-9706369', 'R-HSA-9706374', 'R-HSA-9706377', 'R-HSA-9726840', 'R-HSA-9726842', 'R-HSA-9732724', 'R-HSA-9768919', 'R-HSA-9830364', 'R-HSA-9830674', 'R-HSA-9856530', 'R-HSA-9856649']",202.0,4.0,SORAFENIB TOSYLATE,"['Platelet-derived growth factor receptor beta inhibitor', 'Serine/threonine-protein kinase B-raf inhibitor', 'Serine/threonine-protein kinase RAF inhibitor', 'Stem cell growth factor receptor inhibitor', 'Tyrosine-protein kinase receptor FLT3 inhibitor', 'Tyrosine-protein kinase receptor RET inhibitor', 'Vascular endothelial growth factor receptor inhibitor']",CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,1.0,SORAFENIB TOSYLATE,Nexavar; Sorafenib accord,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1200485,p(HGNC:RAF1); p(HGNC:PDGFRB); p(HGNC:KIT); p(HGNC:FLT3); p(HGNC:BRAF),"bp(MOA:""Serine/threonine-protein kinase RAF inhibitor""); bp(MOA:""Platelet-derived growth factor receptor beta inhibitor""); bp(MOA:""Stem cell growth factor receptor inhibitor"")",SORAFENIB TOSYLATE,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,SORAFENIB TOSYLATE,False,True
CHEMBL1200495,,,,,,,,,,,,,,HYDROCORTISONE SODIUM SUCCINATE,['Glucocorticoid receptor agonist'],C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-].[Na+],1.0,,,,,,HYDROCORTISONE SODIUM SUCCINATE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-].[Na+],HYDROCORTISONE SODIUM SUCCINATE,False,False
CHEMBL1200500,,,,,,,,,,,,,,BECLOMETHASONE DIPROPIONATE,['Glucocorticoid receptor agonist'],CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,1.0,,,,,,BECLOMETHASONE DIPROPIONATE,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,BECLOMETHASONE DIPROPIONATE,False,False
CHEMBL1200538,,,,,,,,,,,,,,BETAMETHASONE ACETATE,['Glucocorticoid receptor agonist'],CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0,,,,,,BETAMETHASONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,BETAMETHASONE ACETATE,False,False
CHEMBL1200545,,,,,,,,,,,,,,DIFLORASONE DIACETATE,['Glucocorticoid receptor agonist'],CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0,,,,,,DIFLORASONE DIACETATE,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,DIFLORASONE DIACETATE,False,False
CHEMBL1200561,,,,,,,,,,,,,,DOXAZOSIN MESYLATE,['Adrenergic receptor alpha-1 antagonist'],COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,1.0,,,,,,DOXAZOSIN MESYLATE,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,DOXAZOSIN MESYLATE,False,False
CHEMBL1200562,,,,,,,,,,,,,,HYDROCORTISONE VALERATE,['Glucocorticoid receptor agonist'],CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1.0,,,,,,HYDROCORTISONE VALERATE,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,HYDROCORTISONE VALERATE,False,False
CHEMBL1200582,,,,,,,,,,,,,,AMINOLEVULINIC ACID HYDROCHLORIDE,['DNA inhibitor'],Cl.NCC(=O)CCC(=O)O,1.0,,,,,,AMINOLEVULINIC ACID HYDROCHLORIDE,Cl.NCC(=O)CCC(=O)O,AMINOLEVULINIC ACID HYDROCHLORIDE,False,False
CHEMBL1200584,,,,,,,,,,,,,,AMINOSALICYLATE POTASSIUM,['Dihydrofolate reductase inhibitor'],Nc1ccc(C(=O)[O-])c(O)c1.[K+],1.0,,,,,,AMINOSALICYLATE POTASSIUM,Nc1ccc(C(=O)[O-])c(O)c1.[K+],AMINOSALICYLATE POTASSIUM,False,False
CHEMBL1200596,,,,,,,,,,,,,,CHLOROXINE,['DNA inhibitor'],Oc1c(Cl)cc(Cl)c2cccnc12,1.0,,,,,,CHLOROXINE,Oc1c(Cl)cc(Cl)c2cccnc12,CHLOROXINE,False,False
CHEMBL1200600,,,,,,,,,,,,,,FLUOROMETHOLONE,['Glucocorticoid receptor agonist'],CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0,,,,,,FLUOROMETHOLONE,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,FLUOROMETHOLONE,False,False
CHEMBL1200617,,,,,,,,,,,,,,RIMEXOLONE,['Glucocorticoid receptor agonist'],CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1.0,,,,,,RIMEXOLONE,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,RIMEXOLONE,False,False
CHEMBL1200635,,,,,,,,,,,,,,HYDROCORTAMATE HYDROCHLORIDE,['Glucocorticoid receptor agonist'],CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C.Cl,1.0,,,,,,HYDROCORTAMATE HYDROCHLORIDE,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C.Cl,HYDROCORTAMATE HYDROCHLORIDE,False,False
CHEMBL1200645,ETOPOSIDE PHOSPHATE,['TOP2A'],['acute lymphoblastic leukemia'],3.0,3.0,['Unknown status'],COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OP(=O)(O)O,1.0,ETOPOSIDE PHOSPHATE,"['SUMOylation of DNA replication protein', 'SUMOylation of DNA replication proteins', 'Transcription of E2F targets under negative control by DREAM comple', 'Transcription of E2F targets under negative control by DREAM complex']","['R-HSA-1362277', 'R-HSA-4615885']",4.0,3.0,ETOPOSIDE PHOSPHATE,['DNA topoisomerase II alpha inhibitor'],COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OP(=O)(O)O,1.0,,,,,,ETOPOSIDE PHOSPHATE,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OP(=O)(O)O,ETOPOSIDE PHOSPHATE,False,False
