compound_name,chembl_id,is_CPE_hit,Concentration CPE (nM),Inhibition of cytopathicity (%)
BRL-37344,CHEMBL284782,False,100.0,2.24
BRL-44408,CHEMBL216097,False,833.33,1.02
BRL-50481,CHEMBL484928,False,10000.0,-0.2
BRL-52537,CHEMBL71294,False,8.33,2.64
BRL-54443,CHEMBL1371156,False,833.33,3.92
BS-181,CHEMBL1801932,False,1.0,2.49
BTB06584,CHEMBL4303674,False,1.0,0.83
BTB1,CHEMBL1990168,False,10000.0,9.26
BTS,CHEMBL1625728,False,10000.0,2.24
BTS-54505,CHEMBL1597911,False,1.0,-0.06
BTS-72664,CHEMBL4303701,False,8.33,0.02
BTT-3033,CHEMBL4303254,False,8.33,2.39
BU-224,CHEMBL13698,False,833.33,3.75
BU-239,CHEMBL1368511,False,833.33,4.82
BU226,CHEMBL1518173,False,100.0,2.06
BVD-523,CHEMBL3590106,False,8.33,0.33
BVT-2733,CHEMBL463978,False,833.33,3.23
BVT-948,CHEMBL580421,False,833.33,1.58
BW-180C,CHEMBL340032,False,8.33,3.3
BW-373U86,CHEMBL25230,False,8.33,2.94
BW-616U,CHEMBL81099,False,100.0,1.63
BW-723C86,CHEMBL1600780,False,1.0,0.71
BW-A4C,CHEMBL314360,False,8.33,2.16
BX-795,CHEMBL577784,False,100.0,0.52
BX-912,CHEMBL3916849,False,100.0,-1.0
BYK-204165,CHEMBL4303397,False,10000.0,5.0
Bardoxolone Methyl,CHEMBL1762621,True,833.33,33.7
Betapar (Meprednisone),CHEMBL1201148,False,10000.0,4.2
Boceprevir,CHEMBL218394,False,8.33,1.1
Brivaracetam,CHEMBL607400,False,10000.0,1.45
C-021,CHEMBL508207,False,8.33,-3.98
C-1,CHEMBL75773,False,1.0,2.72
C-751,CHEMBL4303392,False,10000.0,0.91
C34,CHEMBL4303607,False,833.33,1.68
C646,CHEMBL1797936,False,10000.0,2.72
CARBENOXOLONE SODIUM,CHEMBL1697717,False,833.33,1.74
CARISOPRODOL,CHEMBL1233,False,833.33,4.43
CAY10505,CHEMBL590022,False,10000.0,1.47
CB-03-01,CHEMBL3590187,False,10000.0,2.45
CB-10-277,CHEMBL422037,False,100.0,2.63
CB-5083,CHEMBL3747513,False,833.33,11.16
CB-839,CHEMBL3639788,False,8.33,-0.26
CBiPES,CHEMBL4303163,False,10000.0,8.38
CC-115,CHEMBL3586573,False,833.33,2.77
CC-223,CHEMBL3586404,False,1.0,0.96
CC-401,CHEMBL1614713,False,10000.0,3.74
CC-930,CHEMBL1950289,False,8.33,2.79
CC4,CHEMBL4303499,False,8.33,3.13
CCG-1423,CHEMBL4303616,False,10000.0,5.49
CCG-50014,CHEMBL1917204,False,1.0,1.81
CCG-63802,CHEMBL1476646,False,833.33,3.43
CCG-63808,CHEMBL1604848,False,8.33,0.91
CCMI,CHEMBL271130,False,10000.0,0.28
CCMQ,CHEMBL25599,False,833.33,2.88
CCT-031374,CHEMBL4303205,False,10000.0,14.81
CCT018159,CHEMBL399530,False,100.0,-0.23
CCT128930,CHEMBL263664,False,833.33,0.89
CCT129202,CHEMBL392525,False,10000.0,13.87
CCT137690,CHEMBL1236904,False,100.0,-0.54
CD-1530,CHEMBL5277896,False,10000.0,5.63
CD-437,CHEMBL1180,False,8.33,1.61
CDBA,,False,10000.0,2.7
CDK1-5-inhibitor,CHEMBL259389,False,833.33,0.94
CDPPB,CHEMBL190270,False,8.33,4.71
CE3F4,CHEMBL4159565,False,1.0,-0.42
CEFTIOFUR HYDROCHLORIDE,CHEMBL2106486,False,833.33,-0.09
CEFUROXIME SODIUM,CHEMBL2146124,False,8.33,1.54
CEP-32496,CHEMBL2029988,False,100.0,2.72
CEP-33779,CHEMBL2062804,False,100.0,0.85
CF102,CHEMBL431733,False,100.0,4.18
CFM-2,CHEMBL279218,False,8.33,1.94
CFTRinh-172,CHEMBL1554655,False,1.0,-0.08
CG-400549,CHEMBL488937,False,100.0,1.31
CGH2466,CHEMBL1551336,False,8.33,1.18
CGK-733,CHEMBL1221601,False,100.0,0.28
CGM097,CHEMBL3601398,False,100.0,2.45
CGP-12177,CHEMBL420746,False,10000.0,-0.04
CGP-13501,CHEMBL1256746,False,1.0,3.54
CGP-20712A,CHEMBL280822,False,10000.0,1.34
CGP-37157,CHEMBL1495071,False,10000.0,7.2
CGP-37849,CHEMBL29811,False,833.33,5.33
CGP-52411,CHEMBL268868,False,10000.0,1.85
CGP-53353,CHEMBL7939,False,10000.0,10.3
CGP-54626,CHEMBL2391908,False,10000.0,0.91
CGP-55845,CHEMBL455185,False,10000.0,4.47
CGP-57380,CHEMBL1240885,False,833.33,-0.59
CGP-60474,CHEMBL300389,False,10000.0,11.25
CGP-71683,CHEMBL17645,True,10000.0,29.51
CGP-74514,CHEMBL367625,False,833.33,3.13
CGP-78608,CHEMBL86313,False,8.33,3.65
CGP-7930,CHEMBL1256697,False,833.33,4.34
CGS-15943,CHEMBL16687,False,1.0,3.02
CGS-20625,CHEMBL1395823,False,833.33,1.15
CGS-21680,CHEMBL331372,False,10000.0,1.23
CGS-9896,CHEMBL507327,False,833.33,3.3
CH-5183284,CHEMBL3907479,False,833.33,2.07
CH223191,CHEMBL1743245,False,833.33,2.03
CH5132799,CHEMBL1684984,False,100.0,1.27
CH55,CHEMBL285480,False,10000.0,9.09
CHC,CHEMBL76602,False,8.33,0.09
CHIR-124,CHEMBL377312,False,8.33,0.79
CHIR-98014,CHEMBL3185148,False,10000.0,11.91
CHIR-99021,CHEMBL412142,False,10000.0,12.05
CHLOROPHYLLIDE Cu COMPLEX Na SALT,CHEMBL4303560,False,1.0,1.45
CHLORTETRACYCLINE HYDROCHLORIDE,CHEMBL2146063,False,8.33,3.66
CHPG,CHEMBL345498,False,8.33,2.15
CI-844,CHEMBL333133,False,1.0,2.35
CI-923,CHEMBL161500,False,8.33,0.86
CI-966,CHEMBL77287,False,833.33,1.77
CI-976,CHEMBL22373,False,8.33,6.1
CID-16020046,CHEMBL1341792,False,10000.0,5.17
CID-2011756,CHEMBL1504776,False,833.33,0.72
CID-2745687,CHEMBL1708510,False,10000.0,6.39
CID-5458317,CHEMBL1241589,True,10000.0,45.52
CIM-0216,CHEMBL4303225,False,10000.0,3.91
CINPA-1,CHEMBL1622371,False,100.0,1.77
CIQ,CHEMBL2397100,False,833.33,2.06
CITCO,CHEMBL458603,False,10000.0,0.21
CJ-033466,CHEMBL1671898,False,833.33,3.33
CK-636,CHEMBL1234574,True,10000.0,16.0
CKD-712,CHEMBL5863227,False,1.0,1.2
CKI-7,CHEMBL489157,False,833.33,1.19
CL-218872,CHEMBL13662,False,8.33,3.68
CL-225385,CHEMBL3251047,False,8.33,4.15
CL316243,CHEMBL32590,False,8.33,3.71
CLINDAMYCIN HYDROCHLORIDE,CHEMBL1200588,False,1.0,0.61
CMPD-1,CHEMBL235658,False,1.0,-1.24
CNQX,CHEMBL222418,False,833.33,0.06
CNX-2006,CHEMBL3985592,False,100.0,7.9
CNX-774,CHEMBL2216827,False,10000.0,9.86
CO-101244,CHEMBL317229,False,100.0,3.16
CO-102862,CHEMBL287833,False,10000.0,3.26
COR-170,CHEMBL523577,False,100.0,-0.96
CP-316819,CHEMBL4303657,False,10000.0,4.39
CP-339818,CHEMBL281622,False,8.33,-0.49
CP-376395,CHEMBL270948,False,8.33,0.65
CP-471474,CHEMBL323612,False,1.0,3.55
CP-640186,CHEMBL208943,False,8.33,-0.08
CP-673451,CHEMBL4303508,False,8.33,2.04
CP-775146,CHEMBL4303229,False,833.33,1.87
CP-91149,CHEMBL319136,False,10000.0,4.47
CP-93129,CHEMBL304008,False,8.33,6.88
CP-94253,CHEMBL1570196,False,1.0,2.78
"CP-945,598",CHEMBL562668,False,833.33,7.17
CP-99994,CHEMBL441225,False,100.0,2.38
CPCCOEt,CHEMBL327783,False,1.0,1.49
CPI-0610,CHEMBL4303404,False,8.33,0.61
CPI-1189,CHEMBL4297369,False,10000.0,-0.2
CPI-169,CHEMBL3605457,False,8.33,2.34
CPI-203,CHEMBL4303293,False,100.0,0.16
CPI-360,CHEMBL3605456,False,100.0,0.4
CPI-613,CHEMBL3186849,False,100.0,3.04
CPP,CHEMBL4297273,False,833.33,2.29
CPSI-1306-(+/-),CHEMBL4303715,False,100.0,2.24
CR8-(R),CHEMBL518800,False,1.0,-3.46
CRT0044876,CHEMBL1870764,False,10000.0,1.27
CS-917,CHEMBL259771,False,100.0,2.61
CT-7758,CHEMBL4303708,False,10000.0,2.62
CTEP,CHEMBL3410223,False,1.0,-2.07
CTS-1027,CHEMBL440498,False,100.0,0.31
CU-CPT-4a,CHEMBL4303728,False,10000.0,3.31
CU-T12-9,CHEMBL4303210,False,8.33,1.42
CUDC-101,CHEMBL598797,False,8.33,5.38
CUDC-427,CHEMBL4297282,False,833.33,0.89
CUDC-907,CHEMBL3622533,False,1.0,-0.39
CUR-61414,CHEMBL480889,False,1.0,7.37
CV-1808,CHEMBL1256672,False,8.33,4.07
CVT-10216,CHEMBL4303226,False,8.33,1.73
CW-008,CHEMBL4303707,False,1.0,1.72
CX-4945,CHEMBL1230165,False,833.33,0.52
CX-516,CHEMBL136800,False,100.0,0.46
CX-5461,CHEMBL4303309,False,833.33,4.48
CY208-243,CHEMBL313737,False,10000.0,2.21
CYC116,CHEMBL482967,False,833.33,2.13
CYM-50260,CHEMBL1720563,False,8.33,2.42
CYM-50358,CHEMBL1779732,True,10000.0,66.2
CYM-50769,CHEMBL1972527,False,100.0,0.55
CYM-5442,CHEMBL3922179,False,10000.0,5.33
CYM-5541,CHEMBL1970071,False,8.33,0.66
CYPROTERONE,CHEMBL142130,False,10000.0,-4.41
CYT-997,CHEMBL552212,False,1.0,0.07
CZC-54252,CHEMBL4303382,False,8.33,2.59
CZC24832,CHEMBL2064571,False,1.0,3.23
CaCCinh-A01,CHEMBL4104747,False,8.33,3.15
CaMKII-IN-1,CHEMBL1270331,False,1.0,5.62
"Cabotegravir (GSK744, GSK1265744)",CHEMBL2403238,False,100.0,1.79
Calhex-231,CHEMBL4303565,False,833.33,5.65
Camostat mesylate,CHEMBL85164,False,833.33,1.08
Carmofur,CHEMBL460499,False,100.0,2.25
Cefonicid (sodium),CHEMBL1201005,False,10000.0,1.23
Cefoselis sulfate,CHEMBL4303186,False,10000.0,1.21
Cilastatin Sodium,CHEMBL1201057,False,8.33,3.44
Clindamycin phosphate,CHEMBL3184512,False,1.0,2.18
Cyclocytidine HCl,CHEMBL1255937,False,1.0,1.24
D-(+)-maltose,CHEMBL1908365,False,100.0,-0.09
D-4476,CHEMBL410456,False,1.0,3.96
D-64131,CHEMBL140220,False,8.33,1.49
D-7193,CHEMBL4303405,False,8.33,2.36
D-LACTITOL MONOHYDRATE,CHEMBL1200429,False,8.33,0.84
D-alpha-tocopheryl-succinate,CHEMBL81421,False,10000.0,-2.64
D-delta-tocopherol,CHEMBL1451395,False,100.0,2.25
D-phenylalanine,CHEMBL379630,False,1.0,2.99
D-serine,CHEMBL285123,False,10000.0,1.69
D609,CHEMBL404954,False,833.33,1.55
DAA-1106,CHEMBL63064,False,100.0,4.26
DAPT,CHEMBL255682,False,8.33,-0.92
DAU-5884,CHEMBL1316949,False,833.33,1.84
DBPR108,CHEMBL1082462,False,1.0,1.83
DBeQ,CHEMBL1624459,False,100.0,1.18
DC-260126,CHEMBL3931570,False,1.0,-1.42
DCC-2618,CHEMBL4216467,False,8.33,6.82
DCEBIO,CHEMBL1255655,False,8.33,1.8
DCPIB,CHEMBL152557,False,10000.0,2.61
DDR1-IN-1,CHEMBL3421914,True,10000.0,55.96
DEXAMETHASONE SODIUM PHOSPHATE,CHEMBL2021430,False,10000.0,0.77
DFB,CHEMBL371811,False,10000.0,1.9
DG-172,CHEMBL2030550,False,1.0,2.51
DH-97,CHEMBL1327247,False,10000.0,1.57
DHBP,CHEMBL1108,False,833.33,3.52
DIPT,CHEMBL4303330,False,1.0,3.79
DL-Adrenaline,CHEMBL1740,False,100.0,1.56
DMAB-anabaseine,CHEMBL1165368,False,833.33,4.31
DMH1,CHEMBL2385597,False,8.33,0.95
DMH4,CHEMBL331465,False,100.0,7.51
DMNB,CHEMBL1332518,False,1.0,0.62
DMP-543,CHEMBL343822,False,100.0,5.3
DMP-777,CHEMBL310871,False,833.33,1.96
DMPS,CHEMBL1569746,False,833.33,6.72
DMeOB,CHEMBL3334989,False,8.33,2.48
DNQX,CHEMBL155265,False,10000.0,0.49
DPC-681,CHEMBL4303478,False,833.33,2.01
DPCPX,CHEMBL183,False,8.33,2.47
DPI-201106,CHEMBL314639,False,833.33,4.21
DPO-1,CHEMBL1088844,False,10000.0,-0.95
DPPE,CHEMBL2107467,False,833.33,0.19
DQP-1105,CHEMBL2333944,False,833.33,3.61
DR-2313,CHEMBL483348,False,10000.0,4.1
DR-4485,CHEMBL348890,False,1.0,0.36
DRF053-(R),CHEMBL215919,False,833.33,1.09
DS2-(806622),CHEMBL4212818,False,10000.0,9.03
DSR-6434,CHEMBL2315158,False,100.0,2.36
DU-728,CHEMBL265628,True,833.33,16.34
DUP-697,CHEMBL42485,False,1.0,3.29
DVD-111,CHEMBL4303687,False,100.0,3.29
DY131,CHEMBL192509,False,8.33,2.18
Deflazacort (Calcort),CHEMBL1201891,False,1.0,2.25
Dihydrotestosterone,CHEMBL27769,False,1.0,-0.75
E-2012,CHEMBL1224151,False,8.33,3.55
E-4031,CHEMBL327980,False,1.0,2.34
E7449,CHEMBL3644587,False,10000.0,1.13
EB-47,CHEMBL1173120,False,10000.0,5.49
EBPC,CHEMBL269550,False,100.0,-0.02
EC-144,CHEMBL1230584,False,1.0,2.11
EC-23,CHEMBL451835,False,833.33,3.23
EDTMP,CHEMBL1208647,False,833.33,2.43
EED226,CHEMBL4065484,False,1.0,4.45
EG00229,CHEMBL1078974,False,10000.0,1.98
EGF816,CHEMBL3787344,False,10000.0,10.41
EHop-016,CHEMBL3237589,True,10000.0,69.33
EI1,CHEMBL3414574,False,100.0,2.06
EIPA,CHEMBL517986,False,833.33,10.29
EIT-hydrobromide,CHEMBL321691,False,1.0,0.03
ELN-441958,CHEMBL1254945,True,10000.0,37.03
EMD-1214063,CHEMBL3402762,False,10000.0,9.19
EMD-386088,CHEMBL364005,False,10000.0,10.08
EMD-53998,CHEMBL314612,False,10000.0,4.36
EMD-66684,CHEMBL289507,False,833.33,4.76
EN460,CHEMBL4303182,False,10000.0,3.69
EO-1428,CHEMBL347496,False,10000.0,3.01
EPPTB,CHEMBL1669669,False,1.0,0.59
EPZ-5676,CHEMBL3414626,False,10000.0,4.66
EPZ004777,CHEMBL2169919,False,1.0,4.48
EPZ005687,CHEMBL3360855,False,8.33,1.2
EPZ011989,CHEMBL3672841,False,100.0,3.36
EPZ015666,CHEMBL4060831,False,8.33,-1.3
EPZ020411,CHEMBL3589039,False,100.0,4.05
ER-27319,CHEMBL2170739,False,8.33,4.23
ER-50891,CHEMBL20066,False,833.33,5.27
ERK5-IN-1,CHEMBL2381340,False,8.33,0.81
ESI-09,CHEMBL3260990,False,10000.0,11.55
ESTRADIOL VALERATE,CHEMBL1511,False,8.33,0.74
ESZOPICLONE,CHEMBL1522,False,100.0,2.86
ETC-159,CHEMBL3633802,False,10000.0,7.55
ETHINYL ESTRADIOL,CHEMBL691,False,10000.0,7.74
ETP-45658,CHEMBL4303351,False,833.33,1.57
ETP-46464,CHEMBL3334621,False,1.0,4.95
EUK-134,CHEMBL4303172,False,10000.0,14.05
EVP-6124,CHEMBL2151572,False,100.0,2.35
EVP4593,CHEMBL522502,False,8.33,1.54
EW-7197,CHEMBL3260567,False,8.33,3.47
EX-527,CHEMBL420311,False,8.33,1.03
EXO-1,CHEMBL250428,False,10000.0,4.38
Ebselen,CHEMBL51085,False,1.0,2.29
Encorafenib (LGX818),CHEMBL3301612,False,833.33,6.46
Endoxifen HCl,CHEMBL1093458,True,10000.0,57.04
Epacadostat (INCB024360),CHEMBL3545369,False,833.33,3.1
Epirubicin Hydrochloride,CHEMBL1200981,False,833.33,2.88
Epirubicin Hydrochloride,CHEMBL1200981,False,833.33,2.88
F-11440,CHEMBL2104230,False,100.0,1.14
F351,CHEMBL4297288,False,833.33,2.81
FCE-22250,CHEMBL4303726,False,100.0,6.01
FERb-033,CHEMBL509051,False,833.33,-0.62
FG-2216,CHEMBL426560,False,100.0,4.78
FG-7142,CHEMBL1256141,False,10000.0,1.58
FGIN-1-27,CHEMBL63154,False,1.0,5.1
FGIN-1-43,CHEMBL98572,False,8.33,2.57
FH-535,CHEMBL2363137,False,10000.0,2.09
FH1,CHEMBL478306,False,10000.0,4.05
FIPI,CHEMBL398567,False,833.33,4.61
FK-33-824,CHEMBL4303387,False,10000.0,0.65
FK-3311,CHEMBL4303327,False,1.0,4.46
FK-866,CHEMBL566757,False,1.0,3.22
FK-888,CHEMBL1416993,False,8.33,4.31
FK-962,CHEMBL4303387,False,10000.0,0.98
FLI-06,CHEMBL3604460,True,10000.0,23.11
FLUDROCORTISONE ACETATE,CHEMBL1201010,False,100.0,0.97
FOSFOMYCIN CALCIUM,CHEMBL3188549,False,1.0,0.82
FPA-124,CHEMBL3191466,False,10000.0,2.4
FPH1-(BRD-6125),CHEMBL4303583,False,1.0,2.5
FPL-55712,CHEMBL267976,False,833.33,6.19
FPL-62064,CHEMBL4070705,False,10000.0,4.1
FPL-64176,CHEMBL93655,False,1.0,1.06
FPS-ZM1,CHEMBL4075936,False,100.0,1.24
FR-122047,CHEMBL275809,False,10000.0,0.19
FR-139317,CHEMBL352396,False,8.33,2.47
FR-180204,CHEMBL259551,False,833.33,1.74
FRAX486,CHEMBL3609326,False,1.0,-1.29
Famotidine,CHEMBL902,False,1.0,1.28
Favipiravir,CHEMBL221722,False,8.33,1.4
G-1,CHEMBL569766,False,1.0,4.01
G-15,CHEMBL4303158,False,8.33,3.03
G007-LK,CHEMBL2325503,False,10000.0,2.17
GABA-linoleamide,CHEMBL1513232,False,8.33,4.17
GANT-58,CHEMBL472994,False,8.33,-0.14
GANT-61,CHEMBL471728,True,10000.0,20.98
GBR-12783,CHEMBL1612198,False,10000.0,4.63
GBR-12935,CHEMBL26320,False,8.33,0.97
GBR-13069,CHEMBL112280,False,100.0,3.35
GDC-0068,CHEMBL2177390,False,833.33,2.69
GDC-0152,CHEMBL2063869,False,1.0,0.62
GDC-0349,CHEMBL2331680,False,1.0,0.65
GDC-0623,CHEMBL3330650,False,1.0,-1.68
GDC-0810,CHEMBL3581693,False,1.0,4.17
GDC-0834,CHEMBL2057915,False,10000.0,7.34
GDC-0879,CHEMBL525191,False,833.33,10.24
GDC-0941,CHEMBL521851,False,100.0,6.27
GDC-0980,CHEMBL1922094,False,100.0,0.57
GDC-0994,CHEMBL3544964,False,1.0,0.73
GDC-0994,CHEMBL3544964,False,1.0,0.73
GF109203X,CHEMBL7463,False,10000.0,13.22
GGTI-298,CHEMBL282748,False,8.33,4.63
GK921,CHEMBL1822336,True,10000.0,15.8
GKA-50,CHEMBL205627,False,8.33,2.26
GKT137831,CHEMBL4303187,False,10000.0,9.86
GLPG0492-R-enantiomer,CHEMBL2178101,False,10000.0,3.41
GLPG0492-R-enantiomer,CHEMBL2178101,False,10000.0,3.41
GMX1778,CHEMBL17289,False,1.0,0.77
GNF-2,CHEMBL483847,False,10000.0,4.34
GNF-5,CHEMBL1257423,False,833.33,3.22
GNF-5837,CHEMBL2037226,False,833.33,7.91
GNF-7,CHEMBL1214141,False,100.0,1.12
GNTI,CHEMBL485832,False,8.33,0.83
GP1a,CHEMBL216276,False,100.0,0.62
GP2a,CHEMBL216735,False,833.33,2.76
GPBAR-A,CHEMBL2181247,False,100.0,-0.49
GPI-1046,CHEMBL6367,False,100.0,1.28
GPP-78,CHEMBL568305,False,1.0,0.38
GPR120-modulator-1,CHEMBL4303269,False,8.33,2.43
GPi-688,CHEMBL394527,False,1.0,-0.59
GR-103691,CHEMBL294747,False,1.0,-1.49
GR-113808,CHEMBL33884,False,833.33,6.93
GR-127935,CHEMBL15928,True,10000.0,36.7
GR-135531,CHEMBL504585,False,8.33,-0.32
GR-144053,CHEMBL36326,False,10000.0,1.5
GR-159897,CHEMBL2110370,False,8.33,4.84
GR-235,CHEMBL1909379,False,10000.0,4.3
GR-79236,CHEMBL2163568,False,1.0,4.79
GR125487,CHEMBL471233,False,8.33,2.46
GR46611,CHEMBL344127,False,10000.0,2.86
GS-143,CHEMBL4303714,False,833.33,1.97
GS-39783,CHEMBL392394,False,100.0,1.31
GS-6201,CHEMBL260933,False,100.0,2.16
GS-9620,CHEMBL2424780,False,8.33,2.16
GS-9973,CHEMBL3265032,False,833.33,0.03
GSK-3-inhibitor-IX,CHEMBL2178734,False,833.33,13.81
GSK-J1,CHEMBL3188597,False,8.33,1.21
GSK-J2,CHEMBL4303308,False,100.0,1.71
GSK-J4,CHEMBL3183531,False,833.33,1.83
GSK-LSD-1,CHEMBL4301645,False,833.33,1.44
GSK0660,CHEMBL592652,False,10000.0,8.94
GSK1059615,CHEMBL3544966,False,833.33,2.78
GSK1070916,CHEMBL1090479,False,10000.0,1.16
GSK1292263,CHEMBL3187503,False,10000.0,-0.23
GSK1562590,CHEMBL4303706,False,10000.0,5.93
GSK163090,CHEMBL1631540,False,833.33,1.55
GSK1838705A,CHEMBL464552,False,1.0,1.18
GSK2110183,CHEMBL2219422,False,1.0,0.2
GSK2126458,CHEMBL1236962,False,10000.0,3.03
GSK2190915,CHEMBL1922660,False,1.0,1.07
GSK2193874,CHEMBL4073922,False,8.33,3.71
GSK2194069,CHEMBL3646801,False,833.33,-0.64
GSK2256294A,CHEMBL3818875,False,1.0,1.51
GSK2330672,CHEMBL2387408,False,100.0,5.12
GSK2334470,CHEMBL1765740,False,8.33,3.93
GSK256066,CHEMBL570015,False,8.33,3.12
GSK2578215A,CHEMBL2204495,False,100.0,4.16
GSK2606414,CHEMBL2171124,True,833.33,32.55
GSK2636771,CHEMBL3188551,False,8.33,4.39
GSK269962,CHEMBL220241,False,1.0,3.5
GSK2816126,CHEMBL3287735,False,8.33,2.76
GSK2830371,CHEMBL3613749,False,1.0,2.43
GSK2837808A,CHEMBL3335794,False,833.33,2.71
GSK2838232,CHEMBL4303141,False,8.33,1.17
GSK2879552,CHEMBL3786182,False,833.33,3.6
GSK37647,CHEMBL3311308,False,100.0,2.29
GSK3787,CHEMBL598608,False,100.0,5.99
GSK429286A,CHEMBL375312,False,1.0,1.8
GSK461364,CHEMBL1908394,True,10000.0,54.78
GSK503,CHEMBL3909511,False,833.33,-2.29
GSK650394,CHEMBL558642,False,8.33,5.26
GSK690693,CHEMBL494089,False,833.33,5.33
GSK9027,CHEMBL1086484,False,833.33,2.01
GTP-14564,CHEMBL406375,False,833.33,2.4
GTS21,CHEMBL134713,False,10000.0,2.4
GW-0742,CHEMBL38508,False,8.33,1.12
GW-1100,CHEMBL4303679,False,1.0,-0.02
GW-1929,CHEMBL434063,False,8.33,2.86
GW-2580,CHEMBL261849,False,10000.0,0.48
GW-311616,CHEMBL2367812,False,100.0,1.05
GW-3965,CHEMBL59030,False,10000.0,8.79
GW-4064,CHEMBL318457,False,1.0,0.86
GW-441756,CHEMBL176544,False,10000.0,4.71
GW-501516,CHEMBL38943,False,833.33,1.79
GW-5074,CHEMBL72365,False,10000.0,8.55
GW-542573X,CHEMBL4303385,False,100.0,1.48
GW-583340,CHEMBL1356199,False,8.33,3.81
GW-627368,CHEMBL1628527,False,1.0,2.87
GW-6471,CHEMBL500272,False,10000.0,5.34
GW-7647,CHEMBL21241,False,833.33,-3.65
GW-788388,CHEMBL202887,False,833.33,4.34
GW-803430,CHEMBL214957,True,10000.0,49.88
GW-842166,CHEMBL225411,False,10000.0,3.56
GW-843682X,CHEMBL514499,False,10000.0,-1.95
GW-9508,CHEMBL207881,False,1.0,1.33
GW-9662,CHEMBL375270,False,8.33,2.14
GYKI-52466,CHEMBL275006,False,833.33,2.88
GZD824,CHEMBL2316582,False,8.33,6.08
Geniposidic acid,CHEMBL460031,False,8.33,3.01
Ginkgolide A,CHEMBL465161,False,1.0,3.54
Golgicide A,CHEMBL1256685,False,8.33,0.7
Gue-1654,CHEMBL4303495,False,1.0,1.77
H-89,CHEMBL104264,False,100.0,2.08
H2L-5765834,CHEMBL604677,False,833.33,1.36
HA-130,CHEMBL1173670,False,833.33,3.95
HA-14-1,CHEMBL288542,False,10000.0,3.31
HA-14-1,CHEMBL288542,False,10000.0,3.31
HA-966-(S)-(-),CHEMBL1564377,False,10000.0,1.13
HA-966-(S)-(-),CHEMBL1564377,False,10000.0,1.13
HC-030031,CHEMBL1086310,False,10000.0,3.83
HEMADO,CHEMBL260563,False,100.0,0.37
HER2-Inhibitor-1,CHEMBL4303303,False,8.33,3.23
HJC-0350,CHEMBL2313646,False,100.0,2.14
HKI-357,CHEMBL178654,False,1.0,-1.73
HLCL-61,CHEMBL4303685,False,1.0,3.14
HMN-214,CHEMBL3991927,False,1.0,2.08
HTH-01-015,CHEMBL4303250,True,10000.0,48.4
HTMT,CHEMBL67601,False,1.0,-0.52
Homatropine Bromide,CHEMBL1319362,False,1.0,1.2
Hygromycin B,CHEMBL5308478,False,10000.0,1.46
Hyodeoxycholic acid (HDCA),CHEMBL272621,False,833.33,2.52
I-BET-762,CHEMBL1232461,False,100.0,0.74
I-BET151,CHEMBL2017291,False,833.33,1.38
I-BRD9,CHEMBL3769507,False,8.33,3.81
I-BZA,CHEMBL13564,False,100.0,4.91
I-BZA2,CHEMBL230302,False,10000.0,2.51
I-CBP-112,CHEMBL3774655,False,8.33,8.72
IB-MECA,CHEMBL119709,False,833.33,0.25
IBC-293,CHEMBL381638,False,1.0,2.69
IC261,CHEMBL489156,False,100.0,2.55
ICA-069673,CHEMBL2047521,False,100.0,2.59
ICA-110381,CHEMBL2046669,False,100.0,2.79
ICA-121431,CHEMBL3617053,False,8.33,3.67
ICG-001,CHEMBL2312139,False,100.0,2.23
"ICI-118,551",CHEMBL513389,False,833.33,-0.36
ICI-162846,CHEMBL1593717,False,8.33,2.16
ICI-192605,CHEMBL4751326,False,8.33,1.0
ICI-199441,CHEMBL38576,True,10000.0,34.84
"ICI-215,001",CHEMBL308150,False,10000.0,1.07
ICI-63197,CHEMBL1485629,False,1.0,3.43
ICI-89406,CHEMBL11268,False,8.33,0.87
ID-8,CHEMBL3185434,False,10000.0,0.77
IDO5L,CHEMBL584991,False,1.0,5.29
IDRA-21,CHEMBL77862,False,10000.0,2.76
IEM1460,CHEMBL1618199,False,10000.0,-4.67
IEM1754,CHEMBL4303647,False,833.33,2.97
IKK-16,CHEMBL200027,False,8.33,3.16
IKK-2-inhibitor,CHEMBL193093,False,10000.0,2.77
IKK-2-inhibitor-V,CHEMBL536151,False,833.33,10.69
IMREG-1,CHEMBL191422,False,1.0,1.38
INC-280,CHEMBL3188267,False,10000.0,7.85
INCA-6,CHEMBL1474701,False,10000.0,5.57
INCB-003284,CHEMBL1951790,False,8.33,1.1
INCB-003284,CHEMBL1951790,False,8.33,1.1
INH1,CHEMBL471411,False,8.33,3.19
INS316,CHEMBL336296,False,100.0,9.92
INS316,CHEMBL336296,False,100.0,9.92
INT-767,CHEMBL3306873,False,833.33,1.94
IOWH032,CHEMBL4297392,False,10000.0,0.36
IOX1,CHEMBL1230640,False,833.33,3.02
IOX2,CHEMBL3186774,False,100.0,0.41
IPA-3,CHEMBL472940,False,1.0,0.62
IPAG,CHEMBL1484738,True,10000.0,71.54
IRL-2500,CHEMBL72410,False,100.0,5.42
ISO-1,CHEMBL210858,False,1.0,1.89
ISRIB,CHEMBL4303573,True,10000.0,15.72
ISX-9,CHEMBL1222381,False,1.0,6.0
IT1t,CHEMBL460491,True,10000.0,20.46
ITD-1,CHEMBL2180273,False,8.33,8.74
