name,url,associated_proteins,associated_drugs
FCERI mediated Ca+2 mobilizatio,,p(HGNC:SYK); p(HGNC:LYN); p(HGNC:SOS1),
Integrin signalin,,p(HGNC:SYK),
Dectin-2 famil,,p(HGNC:SYK); p(HGNC:LYN),
FCGR3A-mediated IL10 synthesi,,p(HGNC:SYK); p(HGNC:LYN),
FCGR3A-mediated phagocytosi,,p(HGNC:ABL1); p(HGNC:SYK); p(HGNC:LYN),
Antigen activates B Cell Receptor (BCR) leading to generation of second messenger,,p(HGNC:SYK); p(HGNC:LYN); p(HGNC:SOS1),
Translocation of SLC2A4 (GLUT4) to the plasma membran,,p(HGNC:TUBB4B); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB8); p(HGNC:TUBB4A),
Microtubule-dependent trafficking of connexons from Golgi to the plasma membran,,p(HGNC:TUBB4B); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB8); p(HGNC:TUBB4A),
Gap junction assembl,,p(HGNC:TUBB4B); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB8); p(HGNC:TUBB4A),
MHC class II antigen presentatio,,p(HGNC:TUBB4B); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB8); p(HGNC:TUBB4A),
Prefoldin mediated transfer of substrate to CCT/Tri,,p(HGNC:TUBB4B); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB4A),
Formation of tubulin folding intermediates by CCT/Tri,,p(HGNC:TUBB4B); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB4A),
Post-chaperonin tubulin folding pathwa,,p(HGNC:TUBB4B); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB4A),
Recycling pathway of L,,p(HGNC:TUBB4B); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB8); p(HGNC:TUBB4A),
Cilium Assembl,,p(HGNC:TUBB4B); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB8); p(HGNC:TUBB4A),
Intraflagellar transpor,,p(HGNC:TUBB4B); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB4A),
RHO GTPases Activate Formin,,p(HGNC:XPO1); p(HGNC:TUBB4B); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:RPS27); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB8); p(HGNC:TUBB4A),
COPI-mediated anterograde transpor,,p(HGNC:TUBB4B); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB8); p(HGNC:TUBB4A),
COPI-dependent Golgi-to-ER retrograde traffi,,p(HGNC:TUBB4B); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB8); p(HGNC:TUBB4A),
COPI-independent Golgi-to-ER retrograde traffi,,p(HGNC:TUBB4B); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB8); p(HGNC:TUBB4A),
Mitotic Prometaphas,,p(HGNC:XPO1); p(HGNC:TUBB4B); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:RPS27); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB8); p(HGNC:TUBB4A),
Carboxyterminal post-translational modifications of tubuli,,p(HGNC:TUBB4B); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB8); p(HGNC:TUBB4A),
Assembly and cell surface presentation of NMDA receptor,,p(HGNC:TUBB4B); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB8); p(HGNC:TUBB4A),
Activation of AMPK downstream of NMDAR,,p(HGNC:TUBB4B); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB8); p(HGNC:TUBB4A),
EML4 and NUDC in mitotic spindle formatio,,p(HGNC:XPO1); p(HGNC:TUBB4B); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:RPS27); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB8); p(HGNC:TUBB4A),
Sealing of the nuclear envelope (NE) by ESCRT-II,,p(HGNC:TUBB4B); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB8); p(HGNC:TUBB4A),
Kinesin,,p(HGNC:TUBB4B); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB8); p(HGNC:TUBB4A),
Opioid Signallin,,p(HGNC:OPRM1),
G-protein activatio,,p(HGNC:OPRM1),
Peptide ligand-binding receptor,,p(HGNC:OPRM1),
MECP2 regulates neuronal receptors and channel,,p(HGNC:OPRM1); p(HGNC:MET),
MAPK3 (ERK1) activatio,,p(HGNC:JAK2); p(HGNC:JAK1); p(HGNC:PTPN11),
MAPK1 (ERK2) activatio,,p(HGNC:JAK2); p(HGNC:JAK1); p(HGNC:PTPN11),
IL-6-type cytokine receptor ligand interaction,,p(HGNC:JAK2); p(HGNC:JAK1),
Regulation of IFNG signalin,,p(HGNC:JAK2); p(HGNC:JAK1); p(HGNC:PTPN11),
Interleukin-35 Signallin,,p(HGNC:JAK2); p(HGNC:JAK1),
Signaling by Erythropoieti,,p(HGNC:JAK2); p(HGNC:LYN),
Interleukin-12 signalin,,p(HGNC:JAK2); p(HGNC:JAK1),
Interleukin-23 signalin,,p(HGNC:JAK2),
Interleukin-27 signalin,,p(HGNC:JAK2); p(HGNC:JAK1),
Erythropoietin activates Phosphoinositide-3-kinase (PI3K,,p(HGNC:JAK2); p(HGNC:LYN); p(HGNC:PIK3CA),
Erythropoietin activates Phospholipase C gamma (PLCG,,p(HGNC:JAK2); p(HGNC:LYN),
Receptor-type tyrosine-protein phosphatase,,p(HGNC:NTRK3),
NTF3 activates NTRK3 signalin,,p(HGNC:NTRK3),
Signaling by NTRK3 (TRKC,,p(HGNC:NTRK3),
Activated NTRK3 signals through PLCG,,p(HGNC:NTRK3),
Activated NTRK3 signals through PI3,,p(HGNC:NTRK3); p(HGNC:PIK3CA),
NTRK3 as a dependence recepto,,p(HGNC:NTRK3),
Detoxification of Reactive Oxygen Specie,,p(HGNC:NOX4); p(HGNC:TXNRD1),
Organic cation transpor,,p(HGNC:RUNX1),
RUNX1 regulates estrogen receptor mediated transcriptio,,p(HGNC:RUNX1),
Regulation of RUNX1 Expression and Activit,,p(HGNC:RUNX1); p(HGNC:PTPN11); p(HGNC:PML),
RUNX1 regulates expression of components of tight junction,,p(HGNC:RUNX1),
RUNX1 regulates transcription of genes involved in differentiation of keratinocyte,,p(HGNC:RUNX1),
RUNX1 regulates transcription of genes involved in BCR signalin,,p(HGNC:RUNX1),
RUNX1 regulates transcription of genes involved in differentiation of myeloid cell,,p(HGNC:RUNX1); p(HGNC:PRKCB),
RUNX1 regulates transcription of genes involved in interleukin signalin,,p(HGNC:RUNX1),
RUNX1 regulates transcription of genes involved in WNT signalin,,p(HGNC:RUNX1),
RUNX2 regulates genes involved in differentiation of myeloid cell,,p(HGNC:RUNX1),
Specification of primordial germ cell,,p(HGNC:TET2),
Syndecan interaction,,p(HGNC:PRKCA),
Acetylcholine regulates insulin secretio,,p(HGNC:PRKCA),
Ca2+ pathwa,,p(HGNC:PRKCA),
Depolymerization of the Nuclear Lamin,,p(HGNC:PRKCA); p(HGNC:PRKCB),
ROBO receptors bind AKAP,,p(HGNC:PRKCA),
Amplification of signal from unattached kinetochores via a MAD2 inhibitory signal. [P52948-,,p(HGNC:NUP98),
Transport of the SLBP independent Mature mRN,,p(HGNC:NUP98); p(HGNC:NUP214),
Transport of the SLBP Dependant Mature mRN,,p(HGNC:NUP98); p(HGNC:NUP214),
Transport of Mature mRNA Derived from an Intronless Transcrip,,p(HGNC:NUP98); p(HGNC:NUP214),
Rev-mediated nuclear export of HIV RN,,p(HGNC:XPO1); p(HGNC:NUP98); p(HGNC:NUP214),
Transport of Ribonucleoproteins into the Host Nucleu,,p(HGNC:NUP98); p(HGNC:NUP214),
NS1 Mediated Effects on Host Pathway,,p(HGNC:NUP98); p(HGNC:NUP214),
Viral Messenger RNA Synthesi,,p(HGNC:NUP98); p(HGNC:NUP214),
NEP/NS2 Interacts with the Cellular Export Machiner,,p(HGNC:XPO1); p(HGNC:NUP98); p(HGNC:NUP214),
Regulation of Glucokinase by Glucokinase Regulatory Protei,,p(HGNC:NUP98); p(HGNC:NUP214),
Vpr-mediated nuclear import of PIC,,p(HGNC:NUP98); p(HGNC:NUP214),
snRNP Assembl,,p(HGNC:NUP98); p(HGNC:NUP214),
Separation of Sister Chromatids. [P52948-,,p(HGNC:NUP98),
Resolution of Sister Chromatid Cohesion. [P52948-,,p(HGNC:NUP98),
Nuclear Pore Complex (NPC) Disassembl,,p(HGNC:NUP98); p(HGNC:NUP214),
SUMOylation of SUMOylation protein,,p(HGNC:NUP98); p(HGNC:NUP214),
SUMOylation of RNA binding protein,,p(HGNC:NUP98); p(HGNC:NUP214),
Transcriptional regulation by small RNA,,p(HGNC:NUP98); p(HGNC:NUP214),
Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC,,p(HGNC:NUP98); p(HGNC:NUP214),
RHO GTPases Activate Formins. [P52948-,,p(HGNC:NUP98),
tRNA processing in the nucleu,,p(HGNC:NUP98); p(HGNC:NUP214),
Mitotic Prometaphase. [P52948-,,p(HGNC:NUP98),
HCMV Late Event,,p(HGNC:NUP98); p(HGNC:NUP214),
Postmitotic nuclear pore complex (NPC) reformation. [P52948-,,p(HGNC:NUP98),
EML4 and NUDC in mitotic spindle formation. [P52948-,,p(HGNC:NUP98),
Transcriptional activation of mitochondrial biogenesi,,p(HGNC:IDH2),
Citric acid cycle (TCA cycle,,p(HGNC:IDH2),
Mitochondrial protein degradatio,,p(HGNC:IDH2),
Maturation of TCA enzymes and regulation of TCA cycl,,p(HGNC:IDH2),
Transcriptional Regulation by VENT,,p(HGNC:TP53); p(HGNC:CSF1R); p(HGNC:CDKN2A),
Regulation of MITF-M-dependent genes involved in cell cycle and proliferatio,,p(HGNC:MET); p(HGNC:CDKN2A),
PI3K Cascad,,p(HGNC:FLT3); p(HGNC:PIK3CA); p(HGNC:PTPN11),
FLT3 mutants bind TKI,,p(HGNC:FLT3),
KW2449-resistant FLT3 mutant,,p(HGNC:FLT3),
semaxanib-resistant FLT3 mutant,,p(HGNC:FLT3),
crenolanib-resistant FLT3 mutant,,p(HGNC:FLT3),
gilteritinib-resistant FLT3 mutant,,p(HGNC:FLT3),
lestaurtinib-resistant FLT3 mutant,,p(HGNC:FLT3),
midostaurin-resistant FLT3 mutant,,p(HGNC:FLT3),
pexidartinib-resistant FLT3 mutant,,p(HGNC:FLT3),
ponatinib-resistant FLT3 mutant,,p(HGNC:FLT3),
quizartinib-resistant FLT3 mutant,,p(HGNC:FLT3),
sorafenib-resistant FLT3 mutant,,p(HGNC:FLT3),
sunitinib-resistant FLT3 mutant,,p(HGNC:FLT3),
tandutinib-resistant FLT3 mutant,,p(HGNC:FLT3),
linifanib-resistant FLT3 mutant,,p(HGNC:FLT3),
tamatinib-resistant FLT3 mutant,,p(HGNC:FLT3),
Association of TriC/CCT with target proteins during biosynthesi,,p(HGNC:TP53); p(HGNC:WRAP53),
Interleukin-10 signalin,,p(HGNC:JAK1),
Regulation of IFNA/IFNB signalin,,p(HGNC:JAK1); p(HGNC:PTPN11),
Recognition and association of DNA glycosylase with site containing an affected pyrimidin,,p(HGNC:MBD4); p(HGNC:TINF2); p(HGNC:ACD),
Cleavage of the damaged pyrimidin,,p(HGNC:MBD4); p(HGNC:TINF2); p(HGNC:ACD),
Displacement of DNA glycosylase by APEX,,p(HGNC:MBD4),
Transcription of E2F targets under negative control by DREAM comple,,p(HGNC:TOP2A),
Recognition and association of DNA glycosylase with site containing an affected purin,,p(HGNC:TINF2); p(HGNC:ACD),
Cleavage of the damaged purin,,p(HGNC:TINF2); p(HGNC:ACD),
Packaging Of Telomere End,,p(HGNC:TINF2); p(HGNC:ACD),
Inhibition of DNA recombination at telomer,,p(HGNC:TINF2); p(HGNC:ACD),
ERBB2 Activates PTK6 Signalin,,p(HGNC:EGFR); p(HGNC:PTK6),
PTK6 Regulates Proteins Involved in RNA Processin,,p(HGNC:PTK6),
PTK6 Down-Regulatio,,p(HGNC:PTK6),
PTK6 Activates STAT,,p(HGNC:PTK6),
PTK6 promotes HIF1A stabilizatio,,p(HGNC:EGFR); p(HGNC:PTK6),
Cytoprotection by HMOX,,p(HGNC:PTK6),
Activation of NOXA and translocation to mitochondri,,p(HGNC:TP53),
Activation of PUMA and translocation to mitochondri,,p(HGNC:TP53),
Formation of Senescence-Associated Heterochromatin Foci (SAHF,,p(HGNC:TP53); p(HGNC:RB1),
TP53 Regulates Metabolic Gene,,p(HGNC:TP53); p(HGNC:PTEN); p(HGNC:TXNRD1),
TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertai,,p(HGNC:TP53),
TP53 Regulates Transcription of Death Receptors and Ligand,,p(HGNC:TP53),
Regulation of TP53 Expressio,,p(HGNC:TP53),
Regulation of TP53 Activity through Association with Co-factor,,p(HGNC:TP53),
Transcriptional activation of cell cycle inhibitor p2,,p(HGNC:TP53),
RUNX3 regulates CDKN1A transcriptio,,p(HGNC:TP53),
Loss of function of TP53 in cancer due to loss of tetramerization abilit,,p(HGNC:TP53),
Purine ribonucleoside monophosphate biosynthesi,,p(HGNC:IMPDH1); p(HGNC:PPAT); p(HGNC:IMPDH2),
Azathioprine ADM,,p(HGNC:IMPDH1); p(HGNC:IMPDH2),
IRS-mediated signallin,,p(HGNC:PIK3CA),
PI3K events in ERBB4 signalin,,p(HGNC:PIK3CA),
Synthesis of PIPs at the plasma membran,,p(HGNC:PIK3CA); p(HGNC:PTEN),
GAB1 signalosom,,p(HGNC:EGFR); p(HGNC:PIK3CA); p(HGNC:PTPN11),
PI3K events in ERBB2 signalin,,p(HGNC:EGFR); p(HGNC:PIK3CA),
PI3K/AKT activatio,,p(HGNC:PIK3CA),
Nephrin family interaction,,p(HGNC:PIK3CA),
G alpha (q) signalling event,,p(HGNC:PIK3CA),
VEGFA-VEGFR2 Pathwa,,p(HGNC:AXL); p(HGNC:KDR); p(HGNC:PIK3CA),
PI-3K cascade:FGFR,,p(HGNC:PIK3CA); p(HGNC:PTPN11),
Extra-nuclear estrogen signalin,,p(HGNC:EGFR); p(HGNC:PIK3CA),
Activated NTRK2 signals through PI3,,p(HGNC:PIK3CA),
Signaling by LTK in cance,,p(HGNC:PIK3CA),
Signaling by LT,,p(HGNC:PIK3CA); p(HGNC:SOS1),
Co-stimulation by ICO,,p(HGNC:PIK3CA),
Cell surface interactions at the vascular wal,,p(HGNC:SELE); p(HGNC:LYN),
EPH-Ephrin signalin,,p(HGNC:LYN),
EPHA-mediated growth cone collaps,,p(HGNC:LYN),
EPH-ephrin mediated repulsion of cell,,p(HGNC:LYN),
CD22 mediated BCR regulatio,,p(HGNC:LYN),
Platelet Adhesion to exposed collage,,p(HGNC:LYN),
Trafficking of AMPA receptor,,p(HGNC:MDM2),
Amplification of signal from unattached kinetochores via a MAD2 inhibitory signa,,p(HGNC:XPO1); p(HGNC:RPS27),
Cyclin A/B1/B2 associated events during G2/M transitio,,p(HGNC:XPO1),
Maturation of hRSV A protein,,p(HGNC:XPO1),
STING mediated induction of host immune response,,p(HGNC:DDX41),
IRF3-mediated induction of type I IF,,p(HGNC:DDX41),
Surfactant metabolis,,p(HGNC:CSF2RA),
Defective CSF2RB causes SMDP,,p(HGNC:CSF2RA),
Defective CSF2RA causes SMDP,,p(HGNC:CSF2RA),
"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulatio",,p(HGNC:DHFR),
Metabolism of folate and pterine,,p(HGNC:DHFR),
G1/S-Specific Transcriptio,,p(HGNC:DHFR); p(HGNC:POLA1),
Assembly of Viral Components at the Budding Sit,,p(HGNC:CALR),
Scavenging by Class A Receptor,,p(HGNC:CALR),
Scavenging by Class F Receptor,,p(HGNC:CALR),
ATF6 (ATF6-alpha) activates chaperone gene,,p(HGNC:CALR),
Calnexin/calreticulin cycl,,p(HGNC:CALR),
"Antigen Presentation: Folding, assembly and peptide loading of class I MH",,p(HGNC:CALR); p(HGNC:HLA-A),
Signaling by membrane-tethered fusions of PDGFRA or PDGFR,,p(HGNC:KDR); p(HGNC:ETV6),
Loss of Function of FBXW7 in Cancer and NOTCH1 Signalin,,p(HGNC:NOTCH1),
Constitutive Signaling by NOTCH1 t,,p(HGNC:NOTCH1),
Somitogenesi,,p(HGNC:NOTCH1),
Nuclear signaling by ERBB,,p(HGNC:STAT5A),
Signal regulatory protein family interaction,,p(HGNC:PTPN11),
Netrin mediated repulsion signal,,p(HGNC:PTPN11),
Platelet sensitization by LD,,p(HGNC:PTPN11),
Interleukin-37 signalin,,p(HGNC:PTPN11),
Co-inhibition by BTL,,p(HGNC:PTPN11),
Protein hydroxylatio,,p(HGNC:U2AF2),
Uncoating of the HIV Virio,,p(HGNC:PPIA),
Integration of proviru,,p(HGNC:PPIA),
Early Phase of HIV Life Cycl,,p(HGNC:PPIA),
Minus-strand DNA synthesi,,p(HGNC:PPIA),
Plus-strand DNA synthesi,,p(HGNC:PPIA),
Binding and entry of HIV virio,,p(HGNC:PPIA),
APOBEC3G mediated resistance to HIV-1 infectio,,p(HGNC:PPIA),
Basigin interaction,,p(HGNC:PPIA),
Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulatio,,p(HGNC:PPIA),
Signaling by ERBB,,p(HGNC:EGFR),
PLCG1 events in ERBB2 signalin,,p(HGNC:EGFR),
Signaling by EGF,,p(HGNC:EGFR),
EGFR interacts with phospholipase C-gamm,,p(HGNC:EGFR),
Signal transduction by L,,p(HGNC:EGFR),
Inhibition of Signaling by Overexpressed EGF,,p(HGNC:EGFR),
ERBB2 Regulates Cell Motilit,,p(HGNC:EGFR),
Respiratory syncytial virus (RSV) attachment and entr,,p(HGNC:EGFR),
Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK,,p(HGNC:CDKN2A),
Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK,,p(HGNC:CDKN2A),
Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK,,p(HGNC:CDKN2A),
Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK,,p(HGNC:CDKN2A),
Role of ABL in ROBO-SLIT signalin,,p(HGNC:ABL1),
Myogenesi,,p(HGNC:ABL1); p(HGNC:TCF3),
RHO GTPases Activate WASPs and WAVE,,p(HGNC:ABL1),
RUNX2 regulates osteoblast differentiatio,,p(HGNC:ABL1); p(HGNC:RB1),
"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cell",,p(HGNC:ABL1),
Endosomal/Vacuolar pathwa,,p(HGNC:HLA-A),
Nef mediated downregulation of MHC class I complex cell surface expressio,,p(HGNC:HLA-A),
Tight junction interaction,,p(HGNC:PRKCI),
Ca2+ pathway. [P01116-,,p(HGNC:KRAS),
Synthesis of IP3 and IP4 in the cytoso,,p(HGNC:PTEN),
Negative regulation of the PI3K/AKT networ,,p(HGNC:PTEN),
PTEN Loss of Function in Cance,,p(HGNC:PTEN),
Regulation of PTEN mRNA translatio,,p(HGNC:PTEN),
Transcriptional Regulation by MECP,,p(HGNC:PTEN),
Metabolism of ingested H2SeO4 and H2SeO3 into H2S,,p(HGNC:TXNRD1),
Interconversion of nucleotide di- and triphosphate,,p(HGNC:RRM1); p(HGNC:TXNRD1),
Metabolism of ingested MeSeO2H into MeSe,,p(HGNC:TXNRD1),
NRAGE signals death through JN,,p(HGNC:SOS1),
GRB2:SOS provides linkage to MAPK signaling for Integrin,,p(HGNC:SOS1),
G alpha (12/13) signalling event,,p(HGNC:SOS1),
Activation of RAC,,p(HGNC:SOS1),
Signal attenuatio,,p(HGNC:SOS1),
Transcriptional regulation of testis differentiatio,,p(HGNC:WT1),
Nephron developmen,,p(HGNC:WT1),
Transcriptional regulation of granulopoiesis. [P29590-,,p(HGNC:PML),
Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexe,,p(HGNC:RB1),
Defective translocation of RB1 mutants to the nucleu,,p(HGNC:RB1),
Aberrant regulation of mitotic exit in cancer due to RB1 defect,,p(HGNC:RB1),
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarat,,p(HGNC:IDH1),
NADPH regeneratio,,p(HGNC:IDH1),
NFE2L2 regulating TCA cycle gene,,p(HGNC:IDH1),
