batch_ID,compound_name,HIT_CPE_Y/N,HIT_cellpaiting_Y/N,HIT_antiviral_AB_Y/N,MOA_clue_METADATA,Target_clue_METADATA,Pubchem_IsomericSMILES,Pubchem_CID
BJ1899244,tromaril,N,N,N,prostanoid receptor antagonist,,C1=CC=C(C=C1)CCNC2=CC=CC=C2C(=O)O,31635
BJ1895296,simvastatin,N,N,Y,HMGCR inhibitor,"HMGCR, ITGB2",CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,54454
BJ1895295,clarithromycin,N,N,N,bacterial 50S ribosomal subunit inhibitor,CYP3A4,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,84029
BJ1897676,seocalcitol,N,N,N,vitamin D receptor agonist,VDR,CCC(CC)(/C=C/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CCCC2=C/C=C\3/C[C@H](C[C@@H](C3=C)O)O)C)O,156599209
BJ1895228,gadoteridol,N,N,N,radiopaque medium,,CC(CN1CCN(CCN(CCN(CC1)CC(=O)O)CC(=O)O)CC(=O)O)O.[Gd],129009859
BJ1895742,YM-58483,N,N,N,calcium channel blocker,"TRPC3, TRPC5, TRPM4",CC1=C(SN=N1)C(=O)NC2=CC=C(C=C2)N3C(=CC(=N3)C(F)(F)F)C(F)(F)F,2455
BJ1897390,frentizole,N,N,N,immunosuppressant,,COC1=CC2=C(C=C1)N=C(S2)NC(=O)NC3=CC=CC=C3,33334
BJ1895064,difloxacin,N,N,N,bacterial DNA gyrase inhibitor,,CN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F,56206
BJ1899075,phytosphingosine,N,N,N,,,CCCCCCCCCCCCCC[C@H]([C@H]([C@H](CO)N)O)O,122121
BJ1894638,crystal-violet,N,N,N,other antibiotic,,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C,3468
BJ1894651,hydralazine,N,N,N,vasodilator,,C1=CC=C2C(=C1)C=NN=C2NN,3637
BJ1895678,altanserin,N,N,N,serotonin receptor antagonist,HTR2A,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=S,3033677
BJ1896510,SR-3576,N,N,N,JNK inhibitor,MAPK10,CC1=CC(=CC=C1)NC(=O)NC2=CN(N=C2)C3=CC=CC(=C3)C(=O)NC4=CC(=C(C(=C4)OC)OC)OC,70702008
BJ1898030,sertindole,N,N,N,"dopamine receptor antagonist, serotonin receptor antagonist","ADRA1A, ADRA1B, ADRA1D, DRD2, DRD3, DRD4, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2C, HTR6, KCNH2",C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O,60149
BJ1898690,RG108,N,N,N,DNA methyltransferase inhibitor,"DNMT1, DNMT3B",C1=CC=C2C(=C1)C(=O)N(C2=O)[C@@H](CC3=CNC4=CC=CC=C43)C(=O)O,702558
BJ1897912,APC-100,N,N,N,"androgen receptor antagonist, anti-inflammatory agent",AR,CC1=C(C2=C(CCC(O2)(C)C)C(=C1O)C)C,99479
BJ1896964,PF-03049423,N,N,N,phosphodiesterase inhibitor,PDE5A,CCCOCCN1C2=CC(=NC=C2N=C(C1=O)N3CCN(CC3)CCO)C4=CN=C(C=C4)OC,24963293
BJ1898840,clopamide,N,N,N,sodium/chloride cotransporter inhibitor,,CC1CCCC(N1NC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N)C,2804
BJ1895702,pyridoxal-isonicotinoyl-hydrazone,N,N,N,apoptosis stimulant,,0,0
BJ1895576,DCPIB,N,N,N,"chloride channel blocker, gap junction modulator, glutamate inhibitor",SLC1A2,CCCCC1(CC2=CC(=C(C(=C2C1=O)Cl)Cl)OCCCC(=O)O)C3CCCC3,10071166
BJ1898024,picotamide,N,N,N,"thromboxane receptor antagonist, thromboxane synthase inhibitor",TBXA2R,COC1=C(C=C(C=C1)C(=O)NCC2=CN=CC=C2)C(=O)NCC3=CN=CC=C3,4814
BJ1897898,polidocanol,N,N,N,local anesthetic,,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,656641
BJ1897257,NVP-231,N,N,N,ceramidase inhibitor,CERK,C1C2CC3CC1CC(C2)(C3)C(=O)NC4=CC5=C(C=C4)N=C(S5)NC(=O)C6=CC=CC=C6,4096211
BJ1897715,tipiracil,N,N,N,thymidine phosphorylase inhibitor,,C1CC(=N)N(C1)CC2=C(C(=O)NC(=O)N2)Cl,6323266
BJ1895168,amsacrine,N,N,N,topoisomerase inhibitor,"KCNH2, TOP2A",COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,2179
BJ1895955,compound-w,N,N,N,beta-secretase inhibitor,BACE1,C1=CC(=CC=C1[N+](=O)[O-])OC2=CC(=CC(=C2)C(=O)O)OC3=CC=C(C=C3)[N+](=O)[O-],16760376
BJ1898247,MGCD-265,N,N,N,VEGFR inhibitor,"AXL, MET",CN1C=C(N=C1)C2=CC3=NC=CC(=C3S2)OC4=C(C=C(C=C4)NC(=S)NC(=O)CC5=CC=CC=C5)F,24901704
BJ1895269,escin,N,N,N,nitric oxide synthase stimulant,,C/C=C(/C)\C(=O)O[C@@H]1[C@@H]([C@@]2([C@@H](C[C@@]3(C(=CCC4[C@]3(CCC5[C@@]4(CC[C@@H]([C@]5(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C)C)C2CC1(C)C)C)O)CO)OC(=O)C,6857783
BJ1897022,ixabepilone,N,N,N,microtubule stabilizing agent,TUBB,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,6445540
BJ1894737,benzylpenicillin,N,N,N,penicillin binding protein inhibitor,,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,5904
BJ1897398,INCB-003284,N,N,N,CC chemokine receptor antagonist,,COC1=NC=C(C=C1)C2(CCC(CC2)N3CC[C@H](C3)NC(=O)CNC(=O)C4=CC(=CC=C4)C(F)(F)F)O,11527661
BJ1896472,I-CBP-112,N,N,N,bromodomain inhibitor,"CREBBP, EP300",CCC(=O)N1CCOC2=C(C1)C=C(C=C2OC[C@H]3CCCN(C3)C)C4=CC(=C(C=C4)OC)OC,90488984
BJ1894283,4-P-PDOT,N,N,N,melatonin receptor antagonist,"MTNR1A, MTNR1B",CCC(=O)NC1CC(C2=CC=CC=C2C1)C3=CC=CC=C3,3976006
BJ1897792,NADPH,N,N,N,,"DRD2, DRD3, DRD4, GHSR, HTR2A, HTR2C",C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,5884
BJ1894049,hyperin,N,N,N,aldose reductase inhibitor,"ACE, AKR1B1",0,0
BJ1899061,halofuginone,N,N,N,collagenase inhibitor,"COL1A1, MMP2",C1C[C@@H]([C@H](NC1)CC(=O)CN2C=NC3=CC(=C(C=C3C2=O)Cl)Br)O,456390
BJ1898359,fluvastatin,N,N,N,HMGCR inhibitor,HMGCR,CC(C)N1C2=CC=CC=C2C(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C3=CC=C(C=C3)F,446155
BJ1895507,betamethasone-acetate,N,N,N,glucocorticoid receptor agonist,NR3C1,C[C@H]1CC2C3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)O)C)O)F)C,45006158
BJ1895234,terconazole,N,N,N,sterol demethylase inhibitor,,CC(C)N1CCN(CC1)C2=CC=C(C=C2)OC[C@@H]3CO[C@@](O3)(CN4C=NC=N4)C5=C(C=C(C=C5)Cl)Cl,480953
BJ1895532,PREGABALIN,N,N,N,,,CC(C)C[C@@H](CC(=O)O)CN,5486971
BJ1898007,levocabastine,N,N,N,histamine receptor antagonist,"HRH1, NTSR2",C[C@@H]1CN(CC[C@@]1(C2=CC=CC=C2)C(=O)O)C3CCC(CC3)(C#N)C4=CC=C(C=C4)F,54385
BJ1896663,GS-143,N,N,N,ubiquitin ligase inhibitor,"BTRC, NFKBIA",C1=CC=C(C=C1)CC\2=NN(C(=O)/C2=C/C3=CC=C(O3)C4=CC=CC=C4F)C5=CC=C(C=C5)C(=O)O,121513876
BJ1895846,apafant,Y,N,N,platelet activating factor receptor antagonist,PTAFR,CC1=NN=C2N1C3=C(C=C(S3)CCC(=O)N4CCOCC4)C(=NC2)C5=CC=CC=C5Cl,65889
BJ1897425,AZD1208,N,N,N,Pim kinase inhibitor,"PIM1, PIM2, PIM3",C1C[C@H](CN(C1)C2=C(C=CC=C2C3=CC=CC=C3)/C=C\4/C(=O)NC(=O)S4)N,58423153
BJ1899123,phloroglucin,N,N,N,,,C1=C(C=C(C=C1O)O)O,359
BJ1894379,GR-144053,N,N,N,integrin antagonist,"ITGA2B, ITGB3",C1CN(CCC1N2CCN(CC2)C3=CC=C(C=C3)C(=N)N)CC(=O)O,173614
BJ1897790,fenoxaprop-p-ethyl,N,N,N,,NOS3,CCOC(=O)[C@@H](C)OC1=CC=C(C=C1)OC2=NC3=C(O2)C=C(C=C3)Cl,91707
BJ1894506,aminoglutethimide,N,N,N,glucocorticoid receptor antagonist,"CYP11A1, CYP19A1",CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,2145
BJ1898906,LGK-974,N,N,N,porcupine inhibitor,PORCN,CC1=CC(=CN=C1C2=CC(=NC=C2)C)CC(=O)NC3=NC=C(C=C3)C4=NC=CN=C4,46926973
BJ1894399,sodium-nitroprusside,N,N,N,nitric oxide donor,,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.N[O-].[Fe+4],129009970
BJ1899263,succinic-acid,N,N,N,,"ALDH5A1, ASPH, BBOX1, HSD17B6, OXCT1, OXCT2, P3H1, P3H2, P3H3, P4HA1, P4HA2, PLOD1, PLOD3, SDHA, SDHB, SDHC, SDHD, SLC13A1, SLC13A2, SLC13A3, SLC25A10, SUCLA2, SUCLG1, SUCLG2, SUCNR1, TMLHE",C(CC(=O)O)C(=O)O,1110
BJ1895215,bronopol,N,N,N,,,C(C(CO)([N+](=O)[O-])Br)O,2450
BJ1895786,CMPD-1,N,N,N,p38 MAPK inhibitor,"GNRHR, MAPK14",C1=CC=C(C(=C1)C2=CC=C(C=C2)CCCC(=O)NC3=CC=C(C=C3)O)F,11382492
BJ1897557,caspofungin,N,N,N,"bacterial cell wall synthesis inhibitor, fungal 1,3-beta-D-glucan synthase inhibitor",,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@H]([C@H](NC(=O)[C@@H]2[C@H](CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@@H](NC1=O)[C@@H](C)O)O)[C@H]([C@@H](C4=CC=C(C=C4)O)O)O)[C@@H](CCN)O)O)NCCN)O,66577042
BJ1897835,tocainide,N,N,N,sodium channel blocker,SCN5A,CC1=C(C(=CC=C1)C)NC(=O)C(C)N,38945
BJ1897692,ibutamoren,N,N,N,growth hormone secretagogue receptor agonist,"GHR, GHSR",CC(C)(C(=O)N[C@H](COCC1=CC=CC=C1)C(=O)N2CCC3(CC2)CN(C4=CC=CC=C34)S(=O)(=O)C)N,178024
BJ1895550,bromperidol,N,N,N,dopamine receptor antagonist,DRD2,C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F,2448
BJ1898061,betazole,N,N,N,histamine receptor agonist,HRH2,0,0
BJ1896096,gossypol,N,N,N,"BCL inhibitor, MCL1 inhibitor",BCL2,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O,3503
BJ1897938,cafestol,N,N,N,pregnane X receptor agonist,,C[C@@]12CCC3=C([C@H]1CC[C@]45[C@H]2CC[C@H](C4)[C@](C5)(CO)O)C=CO3,108052
BJ1898150,tandutinib,N,N,N,"FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor","CSF1R, FLT3, KIT, PDGFD, PDGFRB",CC(C)OC1=CC=C(C=C1)NC(=O)N2CCN(CC2)C3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCCC5,3038522
BJ1896262,TCN201,N,N,N,glutamate receptor antagonist,GRIN2A,C1=CC=C(C=C1)C(=O)NNC(=O)C2=CC=C(C=C2)CNS(=O)(=O)C3=CC(=C(C=C3)F)Cl,4787937
BJ1895261,ribostamycin-sulfate,N,N,N,bacterial 30S ribosomal subunit inhibitor,,C1[C@H]([C@@H](C([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)O)N,5702280
BJ1897753,artemotil,N,N,N,,,CCO[C@@H]1[C@@H]([C@@H]2CC[C@H]([C@H]3[C@]24[C@H](O1)O[C@@](CC3)(OO4)C)C)C,3000469
BJ1896356,DQP-1105,N,N,N,glutamate receptor antagonist,"GRIN2C, GRIN2D",CC1=CC2=C(C=C1)NC(=O)C(=C2C3=CC=CC=C3)C4=NN(C(C4)C5=CC=C(C=C5)Br)C(=O)CCC(=O)O,4235339
BJ1896923,saccharin,N,N,N,DNA polymerase inhibitor,"CA1, CA12, CA2, CA9",C1=CC=C2C(=C1)C(=O)NS2(=O)=O,5143
BJ1894759,probenecid,N,N,N,uricosuric blocker,"PANX1, SLC22A11, SLC22A6, SLC22A8, SLCO1C1",CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,4911
BJ1897361,TG-02,N,N,N,"CDK inhibitor, FLT3 inhibitor, JAK inhibitor","CDK1, CDK2, CDK7, CDK9, FLT3, JAK2",CN1C/C=C/CCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC=CC(=C4)C1,16739650
BJ1896743,cabaletta,N,N,N,pharmacological chaperone,,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O,7427
BJ1898861,GDC-0152,N,N,N,XIAP inhibitor,"BIRC2, BIRC3, BIRC7, XIAP",C[C@@H](C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)NC3=C(N=NS3)C4=CC=CC=C4)NC,46940575
BJ1896250,TC-A-2317,N,N,N,Aurora kinase inhibitor,AURKA,CC1=CC(=NC(=C1C#N)NC(C)CCCC(C)(C)O)NC2=NNC(=C2)C,46911726
BJ1894051,MDL-72832,N,N,N,serotonin receptor agonist,HTR1A,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCNCC3COC4=CC=CC=C4O3,182585
BJ1897006,GMX1778,N,N,N,NAMPT inhibitor,NAMPT,C1=CC(=CC=C1OCCCCCCN=C(NC#N)NC2=CC=NC=C2)Cl,148198
BJ1898688,tacedinaline,N,N,N,HDAC inhibitor,HDAC1,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,2746
BJ1898696,3-alpha-hydroxy-5-beta-androstan-17-one,N,N,N,,"HSD17B11, IGHG2, SULT2A1",C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]3[C@H]2CC[C@]4([C@H]3CCC4=O)C)O,11875890
BJ1896205,CH223191,N,N,N,aryl hydrocarbon receptor antagonist,AHR,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)NC(=O)C3=CC=NN3C)C,3091786
BJ1897903,acrylate,N,N,N,mucus protecting agent,,C=CC(=O)[O-].[Na+],4068533
BJ1895720,reboxetine,N,N,N,adrenergic receptor antagonist,SLC6A2,CCOC1=CC=CC=C1O[C@@H]([C@H]2CNCCO2)C3=CC=CC=C3.CCOC1=CC=CC=C1O[C@H]([C@@H]2CNCCO2)C3=CC=CC=C3,76960974
BJ1895880,CO-101244,N,N,N,glutamate receptor antagonist,GRIN2B,CC1=CC=C(C=C1)CC2(CCN(CC2)CCOC3=CC=C(C=C3)O)O,6918409
BJ1899022,AMG319,N,N,N,PI3K inhibitor,PIK3CD,CC(C1=C(N=C2C=C(C=CC2=C1)F)C3=CC=CC=N3)NC4=NC=NC5=C4NC=N5,77577663
BJ1895704,o-3M3FBS,N,N,N,phospholipase activator,,CC1=CC(=C(C(=C1)C)S(=O)(=O)NC2=CC=CC=C2C(F)(F)F)C,770820
BJ1894834,adenosine,N,N,N,adenosine receptor agonist,"ADORA1, ADORA2A, ADORA2B, ADORA3, PI4K2A, PI4K2B, TRPM4",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,21704
BJ1897764,levocarnitine-propionate,N,N,N,carnitine palmitoyltransferase inhibitor,CRAT,CCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,157837
BJ1896880,aphidicolin,N,N,N,RNA synthesis inhibitor,,C[C@]12CC[C@H]([C@@]([C@@H]1CC[C@@H]3[C@@]24CC[C@@]([C@H](C3)C4)(CO)O)(C)CO)O,457964
BJ1898985,CRT0044876,N,N,N,,,C1=CC2=C(C(=C1)[N+](=O)[O-])NC(=C2)C(=O)O,81409
BJ1897085,LDN193189,N,N,N,bone morphogenic protein inhibitor,"ACVR1, BMPR1A",C1CN(CCN1)C2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC6=CC=CC=C56)N=C3,25195294
BJ1898308,ASA-404,N,N,N,angiogenesis inhibitor,,CC1=C(C2=C(C=C1)C(=O)C3=CC=CC(=C3O2)CC(=O)O)C,123964
BJ1899026,tenofovir-alafenamide,N,N,N,nucleoside reverse transcriptase inhibitor,,CC(C)OC(=O)C(C)NP(=O)(COC(C)CN1C=NC2=C(N=CN=C21)N)OC3=CC=CC=C3,72370618
BJ1895091,cintriamide,N,N,N,,,COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)N,6154037
BJ1897507,briciclib,N,N,N,cyclin D inhibitor,CCND1,COC1=C(C=C(C=C1)CS(=O)(=O)/C=C/C2=C(C=C(C=C2OC)OC)OC)OP(=O)(O)O,11248490
BJ1896868,taurocholate,N,N,N,G protein-coupled receptor agonist,"CEL, FABP6, SLCO1C1",C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,6675
BJ1895024,oxaliplatin,N,N,N,DNA inhibitor,,C1CC[C@H]([C@@H](C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],9887053
BJ1896604,ACT-462206,N,N,N,orexin receptor antagonist,"HCRTR1, HCRTR2",CC1=CC(=CC(=C1)NC(=O)[C@@H]2CCCN2S(=O)(=O)C3=CC=C(C=C3)OC)C,40924317
BJ1895839,BTS-54505,N,N,N,dopamine reuptake inhibitor,"SLC6A2, SLC6A3, SLC6A4",CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N,134772
BJ1898437,OSI-420,N,N,N,EGFR inhibitor,EGFR,COCCOC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCO,10317566
BJ1898306,ORG-27569,N,N,N,cannabinoid receptor modulator,CNR1,CCC1=C(NC2=C1C=C(C=C2)Cl)C(=O)NCCC3=CC=C(C=C3)N4CCCCC4,44828492
BJ1896140,PIM-1-Inhibitor-2,N,N,N,Pim kinase inhibitor,PIM1,C1=CC(=CC=C1C2=C3C=C(C=CC3=NO2)C4=NC(=NC=C4)N)Cl,2765355
BJ1896668,AR-12,N,N,N,phosphoinositide dependent kinase inhibitor,PDPK1,C1=CC=C2C(=C1)C=CC3=C2C=CC(=C3)C4=CC(=NN4C5=CC=C(C=C5)NC(=O)CN)C(F)(F)F,10027278
BJ1899178,mercaptosuccinic-acid,N,N,N,,,C(C(C(=O)O)S)C(=O)O,6268
BJ1896899,SCMC-Lys,N,N,N,mucolytic agent,GSTP1,C([C@@H](C(=O)O)N)SCC(=O)O,193653
BJ1896819,secoisolariciresinol-diglucoside,N,N,N,antioxidant,,COC1=C(C=CC(=C1)C[C@@H](CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)[C@@H](CC3=CC(=C(C=C3)O)OC)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,9917980
BJ1895523,diperodon,N,N,N,local anesthetic,,C1CCN(CC1)CC(COC(=O)NC2=CC=CC=C2)OC(=O)NC3=CC=CC=C3,10831
BJ1895454,D-LACTITOL MONOHYDRATE,N,N,N,,,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O,157355
BJ1897486,tucatinib,N,N,N,EGFR inhibitor,ERBB2,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)NC4=NC(CO4)(C)C)OC5=CC6=NC=NN6C=C5,51039094
BJ1894967,lanatoside-C,N,N,N,cardiac glycoside,,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@]3(C(C2)CCC4C3C[C@H]([C@]5([C@@]4(CC[C@@H]5C6=CC(=O)OC6)O)C)O)C)O)O[C@H]7C[C@@H]([C@@H]([C@H](O7)C)O[C@H]8C[C@@H]([C@@H]([C@H](O8)C)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)OC(=O)C)O,5702228
BJ1894511,amprolium,N,N,N,thiamine uptake blocker,,CCCC1=NC=C(C(=N1)N)C[N+]2=CC=CC=C2C,2178
BJ1894220,sulpiride,N,N,N,dopamine receptor antagonist,,CCN1CCC[C@H]1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,688272
BJ1895907,talniflumate,N,N,N,cyclooxygenase inhibitor,CLCA1,C1=CC=C2C(=C1)C(OC2=O)OC(=O)C3=C(N=CC=C3)NC4=CC=CC(=C4)C(F)(F)F,48229
BJ1896519,ICA-121431,N,N,N,sodium channel blocker,"SCN1A, SCN3A",C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CS4,998021
BJ1898008,tridihexethyl,N,N,N,acetylcholine receptor antagonist,,CC[N+](CC)(CC)CCC(C1CCCCC1)(C2=CC=CC=C2)O,20299
BJ1896616,GSK-LSD-1,N,N,N,histone lysine demethylase inhibitor,KDM1A,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3,71522234
BJ1896829,BAY-K-8644-(+/-),N,N,N,L-type calcium channel blocker,,CC1=C(C(C(=C(N1)C)[N+](=O)[O-])C2=CC=CC=C2C(F)(F)F)C(=O)OC,2303
BJ1894905,famotidine,N,N,N,histamine receptor antagonist,HRH2,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,3325
BJ1898733,CHIR-99021,N,N,N,glycogen synthase kinase inhibitor,"CDK1, GSK3A, GSK3B, MAPK1",CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N,9956119
BJ1895181,timonacic,N,N,N,antioxidant,,C1C(NCS1)C(=O)O,9934
BJ1898942,SGC-CBP30,N,N,N,bromodomain inhibitor,"CREBBP, EP300",CC1=C(C(=NO1)C)C2=CC3=C(C=C2)N(C(=N3)CCC4=CC(=C(C=C4)OC)Cl)C[C@H](C)N5CCOCC5,72201027
BJ1895193,semustine,N,N,N,DNA alkylating agent,,CC1CCC(CC1)NC(=O)N(CCCl)[NH2+][O-],124202178
BJ1898602,ciprofibrate,N,N,N,PPAR receptor agonist,PPARA,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl,2763
BJ1894619,estradiol,N,N,N,estrogen receptor agonist,"ESR1, ESR2, GPER1, KCNMA1, NR1I2",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,5757
BJ1896691,mivacurium,N,N,N,acetylcholine receptor antagonist,CHRNA2,C[N+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]4(CCC5=CC(=C(C=C5[C@H]4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)C,5281042
BJ1895074,adapalene,N,N,N,retinoid receptor agonist,"RARA, RARB, RARG, RXRA, RXRB, RXRG",COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5,60164
BJ1894700,metronidazole,N,N,N,DNA inhibitor,"CYP2C9, CYP3A4",CC1=NC=C(N1CCO)[N+](=O)[O-],4173
BJ1894499,allopurinol,N,N,N,xanthine oxidase inhibitor,XDH,C1=NNC2=C1C(=O)NC=N2,135401907
BJ1894377,1-deoxymannojirimycin,N,N,N,alpha mannosidase inhibitor,MAN2A1,C1[C@H]([C@H]([C@@H]([C@H](N1)CO)O)O)O,72258
BJ1896144,mubritinib,N,N,N,protein tyrosine kinase inhibitor,"EGFR, ERBB2",C1=CC(=CC=C1CCCCN2C=CN=N2)OCC3=COC(=N3)/C=C/C4=CC=C(C=C4)C(F)(F)F,6444692
BJ1897310,olesoxime,N,N,N,apoptosis stimulant,,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=NO)CC[C@]34C)C,76971721
BJ1897793,norelgestromin,N,N,N,,PGR,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=NO)CC[C@H]34,62930
BJ1898867,XL388,N,N,N,mTOR inhibitor,MTOR,CC1=C(C=CC(=C1F)S(=O)(=O)C)C(=O)N2CCOC3=C(C2)C=C(C=C3)C4=CN=C(C=C4)N,59604787
BJ1894829,tuaminoheptane,N,N,N,,,CCCCCC(C)N,5603
BJ1897090,marimastat,N,N,N,matrix metalloprotease inhibitor,"MMP1, MMP10, MMP11, MMP12, MMP13, MMP14, MMP15, MMP16, MMP17, MMP19, MMP2, MMP20, MMP21, MMP23A, MMP24, MMP25, MMP26, MMP27, MMP28, MMP3, MMP7, MMP8, MMP9",CC(C)C[C@H]([C@@H](C(=O)NO)O)C(=O)N[C@H](C(=O)NC)C(C)(C)C,119031
BJ1894866,mycophenolic-acid,N,N,N,"dehydrogenase inhibitor, inositol monophosphatase inhibitor","IMPDH1, IMPDH2",CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,446541
