compound_name,Concentration (nM),Inhibition of cytopathicity (%),Non_infected cell viability(%),Duplicated
asiatic-acid,833.33,1.12,92.99019281,0
ASP-2535,833.33,0.55,101.9128438,0
ASP3026,833.33,2.18,90.94424989,0
aspartame,10000.0,0.85,100.4346891,0
aspirin,833.33,-5.09,96.19761241,0
AST-1306,8.33,1.55,96.95171527,0
astaxanthin,833.33,-8.76,101.2057728,0
asunaprevir,100.0,3.96,93.45206288,0
asymmetrical-dimethylarginine,10000.0,1.97,90.73141752,0
AT-1015,10000.0,1.23,99.83457379,0
AT-7519,10000.0,2.5,96.56291238,0
AT-9283,833.33,0.87,86.68293969,0
AT13148,8.33,1.0,103.503028,0
AT13387,10000.0,0.31,30.68505622,0
AT7867,100.0,1.96,97.49016986,0
ataluren,833.33,2.99,105.5873527,0
atazanavir,8.33,2.1,101.9360655,0
ATB-346,10000.0,4.55,97.58974067,0
atenolol-(+/-),8.33,1.55,92.81050277,0
atglistatin,10000.0,1.31,107.0005837,0
atipamezole,8.33,2.54,100.5407661,0
atiprimod,100.0,0.76,100.5740087,0
atizoram,8.33,1.37,104.7089978,0
ATN-161,10000.0,3.86,108.1893294,0
atomoxetine,100.0,3.37,102.0265779,0
atosiban,1.0,1.81,102.3695278,0
atovaquone,1.0,0.09,95.19367438,0
ATPA,10000.0,2.14,114.0094778,0
atrasentan,833.33,2.37,98.79496236,0
ATROPINE SULFATE,100.0,1.96,108.600096,0
atropine-oxide,100.0,-1.67,102.4021951,0
auranofin,833.33,18.43,88.06201388,0
aurora-a-inhibitor-i,10000.0,4.49,86.82043135,0
aurothioglucose,833.33,0.93,89.51512508,0
autotaxin-modulator-1,10000.0,1.02,88.97685496,0
AV-608,833.33,2.87,97.54399052,0
avagacestat,1.0,0.74,107.114152,0
avasimibe,8.33,1.3,94.7693263,0
avatrombopag,1.0,2.06,100.321179,0
AVE-0991,100.0,2.26,97.72199232,0
avibactam,10000.0,1.7,98.63046294,0
AVL-292,8.33,2.81,94.4951864,0
AVN-944,10000.0,13.17,30.16523247,0
avridine,833.33,-5.17,98.46722152,0
axitinib,833.33,2.32,101.1422942,0
AY-9944,10000.0,16.37,89.95590206,0
AZ-10417808,833.33,9.51,97.51070179,0
AZ-10606120,8.33,8.07,102.0679785,0
AZ-12080282,8.33,-0.95,103.8333093,0
AZ-628,8.33,2.77,102.4997371,0
AZ191,10000.0,40.71,62.58913538,0
AZ20,1.0,1.08,101.7724165,0
AZ3146,10000.0,11.09,41.79501693,0
AZ505,833.33,-1.32,99.68382413,0
AZ5104,1.0,-3.07,88.80052282,0
AZ960,8.33,0.82,99.59857006,0
azacitidine,100.0,0.98,95.88226908,0
azacyclonol,8.33,1.56,100.0737033,0
azaguanine-8,10000.0,6.36,51.95264049,0
azaperone,10000.0,0.26,100.9648703,0
azapropazone,8.33,-0.4,101.7098644,0
azasetron,1.0,1.97,101.5883956,0
azathioprine,833.33,3.46,96.03316648,0
AZD1080,10000.0,11.44,82.03045405,0
AZD1208,1.0,3.5,98.28934226,0
AZD1283,1.0,3.08,103.1133089,0
AZD1446,100.0,2.2,98.71980848,0
AZD1480,833.33,0.25,100.5159024,0
AZD1981,833.33,-0.59,97.35621941,0
AZD2014,1.0,0.89,94.72574439,0
AZD2461,8.33,7.33,97.00374509,0
AZD2858,10000.0,36.04,78.79385517,0
AZD3264,100.0,2.46,104.6896006,0
AZD3463,8.33,0.49,100.513985,0
AZD3514,10000.0,1.88,59.07945331,0
AZD3759,8.33,2.48,90.25732182,0
AZD3839,1.0,0.77,109.6631467,0
AZD3965,10000.0,2.23,97.43571519,0
AZD3988,100.0,0.13,95.20884193,0
AZD4282,1.0,1.39,101.7573404,0
AZD4547,8.33,1.81,98.09470836,0
AZD5363,833.33,1.15,94.79900417,0
AZD5438,833.33,6.02,91.55214462,0
AZD5582,8.33,4.06,105.9507252,0
AZD6482,1.0,-0.68,107.6061542,0
AZD6738,10000.0,1.76,78.48972497,0
AZD7545,833.33,0.59,89.02218554,0
AZD7687,1.0,5.02,102.5540085,0
AZD7762,8.33,0.53,99.10122695,0
AZD8055,1.0,-1.08,96.89927058,0
AZD8186,833.33,1.19,78.85967596,0
AZD8330,1.0,-2.17,89.4656117,0
AZD8835,100.0,1.87,93.70147954,0
AZD8931,8.33,0.66,97.73489163,0
AZD9272,10000.0,2.97,108.4281194,0
AZD9496,8.33,1.08,100.3750941,0
AZD9668,100.0,-0.79,89.68740063,0
azelaic-acid,1.0,24.17,100.1045049,0
azelastine,8.33,-0.03,95.02331404,0
azeliragon,833.33,1.68,99.4645599,0
azelnidipine,1.0,3.44,91.42894446,0
azilsartan,833.33,2.65,102.7446039,0
azilsartan-medoxomil,100.0,2.01,107.1037337,0
azimilide,100.0,2.48,100.2142557,0
azithromycin,100.0,2.0,100.0195889,0
azlocillin,100.0,1.05,96.85487043,0
AZM-475271,8.33,-0.25,99.31257071,0
azomycin-(2-nitroimidazole),833.33,2.21,100.0528989,0
azosemide,833.33,9.99,106.4470206,0
aztreonam,8.33,19.97,95.1633888,0
bacampicillin,1.0,8.5,91.80333638,0
bacitracin,8.33,2.89,96.2356792,0
bacitracin-zinc,100.0,2.85,100.0789002,0
baclofen,1.0,3.31,97.77786794,0
bafetinib,1.0,3.35,96.74820972,0
BAG-956,8.33,8.23,102.7233073,0
baicalein,8.33,3.69,98.27329129,0
baicalin,10000.0,2.97,101.7505324,0
bakuchiol,8.33,2.39,109.585109,0
balaglitazone,100.0,-0.1,88.58149219,0
balapiravir,1.0,2.39,98.59904152,0
balicatib,10000.0,10.83,105.2791796,0
balofloxacin,10000.0,2.43,102.5130602,0
BAM7,10000.0,2.33,94.83701869,0
bambuterol,8.33,-0.79,97.90745076,0
BAN-ORL-24,10000.0,0.56,99.49363548,0
barasertib,8.33,0.9,96.91765448,0
barasertib-HQPA,8.33,-0.82,95.95143356,0
bardoxolone,10000.0,28.95,18.30770261,0
Bardoxolone Methyl,833.33,33.7,5.524808006,0
baricitinib,1.0,3.34,98.64107698,0
barnidipine,833.33,3.84,106.4784411,0
basic-fuchsin,100.0,1.45,94.84571274,0
basimglurant,10000.0,4.98,91.34799256,0
batimastat,8.33,-1.84,97.65502013,0
bavisant,10000.0,5.67,99.58497327,0
BAX-channel-blocker,1.0,10.2,100.7033236,0
BAY-11-7082,10000.0,18.79,12.92039143,0
BAY-11-7085,833.33,5.32,90.31483752,0
BAY-41-2272,8.33,2.15,96.13919676,0
BAY-60-6583,10000.0,12.12,93.67226173,0
BAY-60-7550,10000.0,4.77,95.17878038,0
BAY-61-3606,8.33,-0.9,99.02440155,0
BAY-85-8050,100.0,2.09,102.3729461,0
BAY-87-2243,833.33,0.7,90.95689068,0
BAY-K-8644-(+/-),10000.0,5.16,105.0097009,0
BAY-W-9798,10000.0,8.02,106.6832776,0
BAZ2-ICR,8.33,2.79,102.4561809,0
bazedoxifene,10000.0,48.93,18.1266177,0
BC-11,10000.0,6.1,99.77304232,0
BCI-540,1.0,0.92,93.16589094,0
BCTC,8.33,0.45,100.7242107,0
BCX-1470,10000.0,4.87,96.1998813,0
BD-1008,833.33,3.84,95.02606558,0
BD-1047,100.0,1.41,96.78051858,0
BD-1063,8.33,3.18,101.4482902,0
BE-2254,1.0,0.05,109.169134,0
beclamide,833.33,0.86,86.6297311,0
beclomethasone,100.0,0.28,93.49901933,0
beclomethasone-dipropionate,10000.0,-6.97,99.49174224,0
befuraline,100.0,3.17,105.660229,0
begacestat,100.0,-1.3,104.626873,0
bekanamycin,833.33,0.0,97.44207248,0
belinostat,8.33,0.41,92.89223157,0
bemegride,833.33,1.29,99.10517969,0
bemesetron,10000.0,2.26,104.5229524,0
bemotrizinol,8.33,3.46,95.55838248,0
bempedoic-acid,10000.0,1.16,98.02964385,0
benazepril,8.33,4.14,103.6873655,0
bendazac,8.33,2.21,101.0114832,0
bendroflumethiazide,10000.0,0.82,109.0564328,0
benfluorex,1.0,0.5,100.6452151,0
benfotiamine,100.0,2.51,98.93700542,0
benidipine,8.33,-0.51,100.596034,0
benperidol,833.33,2.15,100.4912639,0
benproperine,8.33,0.63,100.3995584,0
benserazide,8.33,3.19,99.77470743,0
bentiromide,8.33,0.94,106.7490934,0
benurestat,10000.0,0.4,108.6099096,0
benzalkonium,833.33,1.78,104.8921872,0
benzbromarone,8.33,0.69,108.048397,0
"benzenemethanol,-2,5-dimethyl-[[(1-methylethyl)amino]methyl]",8.33,2.02,107.052321,0
benzethonium,1.0,-8.35,98.91318176,0
benznidazole,10000.0,0.58,98.13816764,0
benzo[d]thiazole-2(3H)-thione,8.33,0.55,100.0626396,0
benzocaine,10000.0,-1.78,109.7651111,0
benzofenac,8.33,4.15,104.776662,0
benzoic-acid,1.0,0.45,97.08274843,0
benzoin,833.33,1.45,97.19029682,0
benzoquinonium-dibromide,8.33,1.05,100.5786577,0
benzotript,10000.0,3.35,106.9081789,0
benzoxiquine,8.33,1.56,100.9477974,0
benzoyl-peroxide,1.0,2.98,95.61338031,0
benzoylpas,1.0,0.82,99.83611971,0
benzthiazide,1.0,3.18,102.3146885,0
benztropine-mesylate,1.0,1.74,99.35549563,0
benzydamine,8.33,2.44,105.3050259,0
benzyldimethylhexadecylammonium,1.0,2.1,99.04955258,0
benzylpenicillin,833.33,-1.0,97.99153129,0
bephenium-hydroxynaphthoate,1.0,2.11,98.16452349,0
bepotastine,8.33,2.31,98.29612044,0
berberine,10000.0,-3.62,96.14966075,0
bergapten,10000.0,14.55,82.03615552,0
bergenin,833.33,0.39,90.47639139,0
besifloxacin,833.33,2.48,101.5134833,0
BET-BAY-002,100.0,2.65,72.12945569,0
beta-amyloid-synthesis-inhibitor,10000.0,4.99,95.49974562,0
beta-carotene,833.33,1.85,104.4086961,0
beta-CCB,100.0,-0.04,100.674946,0
beta-elemene,1.0,2.14,97.41855108,0
beta-funaltrexamine,10000.0,6.01,100.9621313,0
beta-hydroxy-beta-methylbutyrate,1.0,3.1,105.5562526,0
beta-hydroxybutyrate,1.0,7.02,97.56979862,0
beta-lapachone,10000.0,10.95,91.60304127,0
beta-naphthol,833.33,5.34,103.8146698,0
beta-Sitosterol,8.33,2.31,105.1202555,0
betaine,833.33,1.31,106.6572537,0
betamethasone,100.0,2.72,88.3626495,0
"BETAMETHASONE 17,21-DIPROPIONATE",8.33,0.98,95.17774237,0
BETAMETHASONE VALERATE,8.33,-2.7,102.1448117,0
betamethasone-acetate,833.33,2.39,101.5003545,0
betamipron,100.0,0.07,95.59419969,0
Betapar (Meprednisone),10000.0,4.2,97.39716279,0
betazole,100.0,2.63,92.79376185,0
bethanechol,8.33,2.96,91.78286599,0
BETP,10000.0,9.98,106.4645655,0
betrixaban,833.33,1.17,96.39789091,0
betulinic-acid,833.33,0.38,104.6225634,0
bevantolol,833.33,-3.25,90.11789845,0
bevirimat-dimeglumine,100.0,2.72,96.85106469,0
bexarotene,833.33,0.85,94.27487888,0
bezafibrate,8.33,0.91,105.1741268,0
BGT226,8.33,2.5,93.91781126,0
BHQ,10000.0,17.03,91.76342146,0
BI-224436,1.0,-1.93,111.3807243,0
BI-2536,8.33,1.56,98.67607102,0
BI-78D3,100.0,1.8,99.31508202,0
BI-847325,1.0,0.51,107.6534136,0
BI-D1870,10000.0,8.71,30.93338394,0
biapenem,833.33,0.63,102.8347527,0
BIBN4096,100.0,2.08,98.58027018,0
BIBR-1532,8.33,3.85,99.8757957,0
BIBU-1361,10000.0,21.65,42.89460315,0
BIBX-1382,8.33,1.23,104.2524411,0
bicalutamide,100.0,0.77,92.33363425,0
bicifadine,100.0,0.91,98.77293234,0
bicuculline-(+),8.33,1.6,98.62777281,0
bicuculline-methochloride-(-),833.33,3.59,102.8041812,0
bicyclol,8.33,1.38,105.0609786,0
bifemelane,100.0,1.41,96.80727634,0
bifendate,100.0,3.5,104.8418891,0
bifonazole,10000.0,15.37,100.2286781,0
BIIB021,10000.0,6.01,36.65513808,0
bilastine,10000.0,-0.38,102.3577051,0
bilobalide,8.33,0.92,103.6295035,0
bimatoprost,10000.0,3.04,106.5244613,0
BIMU-8,1.0,3.0,104.7693952,0
BINA,833.33,19.02,90.74542791,0
bindarit,100.0,0.47,100.2395685,0
binimetinib,1.0,3.85,97.18223312,0
BIO-5192,8.33,0.66,93.93106547,0
biotin,10000.0,1.95,106.2668886,0
biperiden,100.0,0.23,95.15816151,0
BIRT-377,1.0,-0.07,98.68319777,0
bis(maltolato)oxovanadium(IV),8.33,1.37,98.23266937,0
bisacodyl,10000.0,2.49,80.74781301,0
bisindolylmaleimide-IX,833.33,1.0,92.64644204,0
bismuth-subcitrate-potassium,8.33,1.45,103.7344458,0
bismuth-subgallate,833.33,0.45,102.947485,0
bismuth-subsalicylate,833.33,10.97,101.9680748,0
bisoctrizole,10000.0,3.96,100.6213425,0
bisoprolol,100.0,-2.42,93.34841916,0
bisphenol-A,8.33,8.2,105.398156,0
bithionol,10000.0,2.32,96.38635236,0
bitopertin,100.0,1.93,96.60885132,0
bitoscanate,8.33,0.45,93.58827123,0
bivalirudin,10000.0,2.93,100.8968579,0
BIX-01294,10000.0,11.67,26.12972654,0
BIX-02188,8.33,2.55,101.5432878,0
BIX-02189,100.0,1.9,105.5050398,0
BJ1899285,833.33,6.7,,0
BL-5583,10000.0,0.62,92.98636278,0
blebbistatin-(+/-),1.0,2.15,97.9026457,0
bleomycetin,1.0,5.02,105.5227895,0
bleomycin,8.33,-1.18,102.8356445,0
blonanserin,1.0,3.34,98.18874902,0
BLU9931,10000.0,3.67,85.79848081,0
BML-190,100.0,1.8,100.3993685,0
BML-284,1.0,0.39,101.680901,0
BMS-182874,833.33,1.44,90.51439391,0
BMS-191011,10000.0,13.79,105.03423,0
BMS-191095,833.33,2.7,97.1515715,0
BMS-265246,1.0,0.56,101.5412517,0
BMS-299897,8.33,-1.39,100.1630088,0
BMS-309403,8.33,3.84,103.3953655,0
BMS-345541,833.33,0.69,90.31696787,0
BMS-470539,1.0,0.65,102.1425163,0
BMS-536924,8.33,-0.03,100.8595817,0
BMS-566419,10000.0,26.8,92.04078083,0
BMS-587101,100.0,1.44,95.52788749,0
BMS-599626,1.0,0.31,98.47202606,0
BMS-649,100.0,1.0,100.4104414,0
BMS-688521,833.33,1.84,93.72237894,0
BMS-690514,8.33,0.1,89.37233881,0
BMS-707035,833.33,-0.06,102.3792456,0
BMS-777607,1.0,2.67,102.5628446,0
BMS-806,1.0,1.91,107.3440277,0
BMS-817378,8.33,6.02,103.2285164,0
BMS-833923,10000.0,61.26,42.1055713,0
BMS-863233,100.0,1.61,104.2003613,0
BMS-983970,1.0,-0.36,106.5028783,0
BMS-CCR2-22,1.0,4.3,101.3570136,0
BMY-14802,833.33,4.34,98.963852,0
BMY-45778,10000.0,3.01,100.9149727,0
BMY-7378,100.0,2.97,99.94059135,0
BNC105,10000.0,4.53,30.39762762,0
BNTX,833.33,8.78,96.17958384,0
boceprevir,10000.0,1.17,93.93459453,0
Boceprevir,8.33,1.1,100.0928326,1
boceprevir,1.0,0.88,100.0130501,1
Boceprevir,1.0,0.22,101.6398389,1
boceprevir,8.33,-0.31,101.5542044,1
Boceprevir,10000.0,-0.53,99.93592463,1
boceprevir,100.0,-1.61,93.94458778,1
Boceprevir,833.33,-1.99,92.73268817,1
bonaphthone,8.33,0.78,98.5579994,0
bopindolol,833.33,0.54,98.46475645,0
bortezomib,100.0,32.82,3.008490944,0
bosentan,100.0,1.79,94.3359057,0
bosutinib,1.0,0.33,98.71876369,0
BP-554,1.0,-0.84,94.54387385,0
BP-897,100.0,1.14,98.51022992,0
BQ-123,8.33,1.4,102.3162726,0
BQ-788,8.33,2.89,103.8290885,0
BQU57,10000.0,2.56,99.70262993,0
BRD4770,1.0,-0.52,102.7060863,0
BRD7389,833.33,2.52,69.05862843,0
BRD9876,8.33,1.71,104.4916076,0
brefeldin-A,100.0,47.23,28.4289015,0
bremelanotide,1.0,1.27,100.453976,0
brequinar,1.0,0.47,92.89126028,0
bretazenil,10000.0,-1.07,103.7449585,0
brexpiprazole,833.33,2.71,94.52004657,0
briciclib,8.33,1.56,92.15627893,0
brigatinib,1.0,0.45,98.70207743,0
brilliant-green,8.33,4.16,97.76593633,0
brimonidine,1.0,4.55,99.0159795,0
brinzolamide,1.0,0.37,94.44051475,0
brivanib-alaninate,8.33,4.65,95.98303558,0
Brivaracetam,10000.0,1.45,107.3268909,0
brivudine,1.0,1.67,103.8676761,0
BRL-15572,8.33,4.95,96.8539443,0
BRL-26314,833.33,1.08,99.36522731,0
BRL-37344,100.0,2.24,91.7488477,0
BRL-44408,833.33,1.02,92.92396641,0
BRL-50481,10000.0,-0.2,108.5097054,0
BRL-52537,8.33,2.64,103.9263406,0
BRL-54443,833.33,3.92,91.69767227,0
brolitene,10000.0,1.92,100.4832405,0
bromantan,10000.0,1.67,98.75896131,0
bromfenac,8.33,0.84,103.3585389,0
bromhexine,10000.0,11.56,103.1878464,0
bromindione,8.33,2.1,102.8556514,0
bromopride,100.0,-0.25,92.85909833,0
bromosporine,833.33,-0.48,55.45310899,0
bromperidol,1.0,3.91,102.3400881,0
brompheniramine,1.0,4.45,98.78026557,0
bronopol,833.33,0.51,90.59997062,0
bropirimine,100.0,1.75,92.35870338,0
broxaldine,10000.0,11.46,54.79379961,0
broxaterol,8.33,-0.09,100.9987035,0
broxuridine,833.33,3.59,97.84049248,0
broxyquinoline,8.33,2.01,94.10959946,0
bruceantin,100.0,26.84,59.1382769,0
brucine,1.0,7.12,106.4709537,0
BS-181,1.0,2.49,98.50165464,0
BTB06584,1.0,0.83,102.3697159,0
BTB1,10000.0,9.26,100.6322594,0
BTS,10000.0,2.24,93.43003174,0
BTS-54505,1.0,-0.06,105.9738436,0
BTS-72664,8.33,0.02,97.67773741,0
BTT-3033,8.33,2.39,103.8684108,0
BU-224,833.33,3.75,102.1726414,0
BU-239,833.33,4.82,101.8899784,0
BU226,100.0,2.06,96.46571549,0
bucillamine,100.0,5.04,105.8733774,0
bucladesine,10000.0,1.04,95.16456361,0
buclizine,10000.0,2.38,95.86689022,0
budipine,8.33,3.31,91.75155911,0
bufexamac,100.0,0.49,89.23220619,0
buflomedil,100.0,4.02,94.13261361,0
bumetanide,8.33,2.83,107.6545378,0
bunazosin,100.0,1.21,102.0604641,0
buparlisib,1.0,2.05,100.6969253,0
buparvaquone,8.33,3.57,100.914776,0
buphenine,8.33,1.45,105.6372531,0
bupicomide,10000.0,3.08,107.1105733,0
bupivacaine,1.0,2.92,102.907185,0
bupranolol,1.0,1.32,93.5735631,0
bupropion,8.33,2.11,105.2363493,0
buramate,833.33,1.79,92.04062339,0
busulfan,1.0,-2.94,94.87211149,0
butabindide,10000.0,2.75,101.2252546,0
butacaine,8.33,5.07,90.75967769,0
butaclamol,833.33,1.72,98.04169386,0
butalbital,8.33,4.37,106.0775453,0
butamben,833.33,6.53,92.84594315,0
butein,10000.0,12.06,100.5959304,0
butenafine,10000.0,4.56,97.39501385,0
butibufen,833.33,2.34,95.94101654,0
butylated-hydroxyanisole,833.33,0.85,105.1107896,0
butylphthalide,833.33,1.5,105.9138789,0
butylscopolamine-bromide,833.33,0.56,95.56051613,0
BVD-523,8.33,0.33,103.9622703,0
BVT-2733,833.33,3.23,101.6882389,0
BVT-948,833.33,1.58,97.86138917,0
BW-180C,8.33,3.3,100.4083961,0
BW-373U86,8.33,2.94,100.0361682,0
BW-616U,100.0,1.63,98.11101345,0
BW-723C86,1.0,0.71,95.95876322,0
BW-A4C,8.33,2.16,86.13494355,0
BX-795,100.0,0.52,97.01781247,0
BX-912,100.0,-1.0,94.38960778,0
BYK-204165,10000.0,5.0,71.41233583,0
C-021,8.33,-3.98,101.7208908,0
C-1,1.0,2.72,106.089113,0
C-751,10000.0,0.91,100.1441191,0
C34,833.33,1.68,96.63965871,0
C646,10000.0,2.72,99.00130209,0
cabagin,10000.0,0.96,107.9627185,0
cabaletta,100.0,5.33,103.5287797,0
cabergoline,833.33,-8.73,96.08121213,0
"Cabotegravir (GSK744, GSK1265744)",100.0,1.79,94.30199135,0
cabozantinib,8.33,1.83,98.02844518,0
CaCCinh-A01,8.33,3.15,98.76173771,0
cadralazine,10000.0,0.1,95.23360158,0
cafestol,833.33,2.62,98.0004855,0
caffeic-acid,1.0,2.05,99.12397947,0
caffeic-acid-phenethyl-ester,10000.0,7.5,90.57692655,0
caffeine,10000.0,3.35,96.49886404,0
calcifediol,1.0,0.8,98.86709963,0
calcipotriol,10000.0,3.83,91.91844474,0
calcitriol,8.33,0.92,101.8757015,0
calcium-gluceptate,10000.0,0.86,108.6534233,0
Calhex-231,833.33,5.65,98.91129856,0
calpeptin,10000.0,66.86,92.06601931,0
camicinal,1.0,3.52,85.6276692,0
CaMKII-IN-1,1.0,5.62,95.32354461,0
Camostat mesylate,833.33,1.08,101.7424821,0
camostat-mesilate,1.0,3.69,110.0682704,0
camphor-(+),833.33,3.81,95.33282265,0
camptothecin,8.33,1.92,96.42379175,0
camylofine-chlorhydrate,833.33,0.17,91.10553594,0
candesartan,10000.0,-1.38,108.5016712,0
candesartan-cilexetil,8.33,-0.29,105.6738511,0
candicidin,833.33,4.79,103.550263,0
canertinib,1.0,2.3,98.54238355,0
canrenone,10000.0,6.34,100.6596453,0
capadenoson,1.0,0.18,92.99568029,0
capecitabine,8.33,0.42,100.7039863,0
capobenic-acid,10000.0,2.8,94.6156746,0
capreomycin,10000.0,2.53,94.83684857,0
capsaicin,10000.0,2.73,101.929012,0
capsazepine,10000.0,3.42,98.83420741,0
captamine,10000.0,2.85,102.5150379,0
captan,10000.0,7.49,101.5031772,0
captopril,8.33,0.97,100.3886962,0
caracemide,10000.0,8.36,111.8036021,0
caramiphen,833.33,-0.96,103.7787218,0
carazolol,1.0,1.76,97.97677893,0
carbachol,10000.0,4.16,98.97326427,0
carbadox,100.0,0.99,88.93345761,0
carbamazepine,100.0,-0.42,98.77280246,0
carbaril,833.33,1.22,99.80608267,0
carbazochrome,8.33,3.04,97.04905652,0
carbenicillin,1.0,2.76,102.1643291,0
CARBENOXOLONE SODIUM,833.33,1.74,59.64890105,0
carbetapentane,833.33,1.39,103.7675315,0
carbetocin,833.33,1.22,101.0699784,0
carbidopa,10000.0,-0.52,105.9099303,0
carbimazole,10000.0,1.38,108.4641395,0
carbinoxamine,1.0,1.68,94.4758758,0
carboplatin,833.33,9.87,98.4196184,0
carboxylosartan,100.0,1.92,98.32214725,0
cardiogenol-C,10000.0,1.2,100.5466211,0
cardionogen-1,100.0,0.69,95.52595261,0
carebastine,10000.0,-0.56,105.7474622,0
carfilzomib,833.33,34.89,5.261361092,0
caricotamide,8.33,2.71,95.41477182,0
cariporide,8.33,4.56,101.1789687,0
cariprazine,833.33,3.01,104.2502646,0
CARISOPRODOL,833.33,4.43,105.3624659,0
carmofur,8.33,4.18,101.6090517,0
Carmofur,100.0,2.25,101.7669473,1
carmofur,1.0,2.01,106.0543083,1
Carmofur,833.33,1.65,101.6907926,1
carmoxirole,1.0,1.76,99.22816323,0
carnitine-(D/L),10000.0,5.12,103.9187001,0
carnosine,1.0,-0.87,94.29412769,0
caroxazone,1.0,1.09,99.45588618,0
carprofen,833.33,4.46,99.44357037,0
carsalam,100.0,4.79,106.3935572,0
carteolol,833.33,2.62,98.97643705,0
carvedilol,8.33,3.88,101.8798391,0
carzenide,833.33,2.39,104.3141373,0
casin,10000.0,14.43,77.6905493,0
caspofungin,10000.0,7.23,106.0954673,0
castanospermine,10000.0,2.28,91.77360557,0
catharanthine,10000.0,2.81,109.4725476,0
cathepsin-inhibitor-1,8.33,1.86,99.3102147,0
CAY10505,10000.0,1.47,89.05202124,0
CB-03-01,10000.0,2.45,99.61091909,0
CB-10-277,100.0,2.63,97.57892983,0
CB-5083,833.33,11.16,1.108070488,0
CB-839,8.33,-0.26,93.9300551,0
CBiPES,10000.0,8.38,85.92861014,0
CC-115,833.33,2.77,64.37811851,0
CC-223,1.0,0.96,109.6981398,0
CC-401,10000.0,3.74,95.2233559,0
CC-930,8.33,2.79,97.00731093,0
CC4,8.33,3.13,94.62172394,0
CCG-1423,10000.0,5.49,99.22127819,0
CCG-50014,1.0,1.81,96.41784883,0
CCG-63802,833.33,3.43,91.44557858,0
CCG-63808,8.33,0.91,100.4590372,0
CCMI,10000.0,0.28,98.09812805,0
CCMQ,833.33,2.88,102.2146303,0
CCT-031374,10000.0,14.81,83.37362643,0
CCT018159,100.0,-0.23,100.5879927,0
CCT128930,833.33,0.89,88.53813956,0
CCT129202,10000.0,13.87,100.2865971,0
CCT137690,100.0,-0.54,94.07251915,0
CD-1530,10000.0,5.63,103.0086916,0
CD-437,8.33,1.61,99.09362827,0
CDBA,10000.0,2.7,107.7216269,0
CDK1-5-inhibitor,833.33,0.94,100.1959546,0
CDPPB,8.33,4.71,96.16344788,0
CE3F4,1.0,-0.42,103.1444688,0
cebranopadol,10000.0,8.07,85.41863886,0
cedrol,10000.0,-1.09,103.3452032,0
cefaclor,10000.0,5.72,94.66352839,0
cefadroxil,8.33,1.53,101.0797898,0
cefamandole-nafate,8.33,-0.03,104.4016623,0
cefathiamidine,100.0,1.14,95.13142454,0
cefcapene-pivoxil,833.33,1.69,111.1133876,0
cefdinir,8.33,2.62,100.4739942,0
cefditoren-pivoxil,8.33,-0.15,98.85519817,0
cefepime,833.33,3.19,107.1201868,0
cefetamet-pivoxil,833.33,-0.78,91.66827497,0
cefmetazole,833.33,2.93,97.87024267,0
cefminox,10000.0,1.75,97.7538207,0
cefodizime,833.33,-0.21,99.56270394,0
Cefonicid (sodium),10000.0,1.23,99.48543215,0
cefoperazone,833.33,3.89,106.0968297,0
ceforanide,10000.0,2.57,103.3091036,0
Cefoselis sulfate,10000.0,1.21,100.9391827,0
cefotetan,100.0,2.32,102.9104308,0
cefotiam,1.0,1.69,99.3316497,0
cefotiam-cilexetil,100.0,0.74,101.8479948,0
cefoxitin,10000.0,1.09,85.52687656,0
cefozopran,8.33,1.38,99.88616484,0
cefpiramide,10000.0,3.6,96.32079787,0
cefpodoxime,833.33,-0.98,97.47306406,0
cefprozil,10000.0,8.62,112.0252577,0
ceftaroline-fosamil,100.0,4.54,106.5633231,0
ceftibuten,100.0,2.51,96.06655889,0
CEFTIOFUR HYDROCHLORIDE,833.33,-0.09,96.9283479,0
ceftizoxim,833.33,0.85,95.63576263,0
ceftriaxone,10000.0,2.56,95.48188139,0
CEFUROXIME SODIUM,8.33,1.54,95.55149618,0
celecoxib,100.0,1.91,102.2080263,0
celiprolol,8.33,0.91,103.5110568,0
centazolone,10000.0,0.93,97.81196895,0
centpropazine,10000.0,-0.58,103.5472022,0
CEP-32496,100.0,2.72,107.7638857,0
CEP-33779,100.0,0.85,94.82837228,0
cephalexin,1.0,2.47,95.79052489,0
cephalosporin-c-zn,833.33,3.87,100.3754006,0
cephalothin,8.33,2.69,97.60582526,0
cephapirin,100.0,6.28,95.58450191,0
cepharanthine,10000.0,21.34,92.94031039,0
cephradine,1.0,2.86,93.14988586,0
ceramide,1.0,1.75,97.72376469,0
ceritinib,10000.0,58.84,16.99055664,0
cetaben,8.33,3.28,99.21529739,0
cetilistat,1.0,2.2,99.84506911,0
cetirizine,8.33,3.59,98.50925307,0
cetrimonium,1.0,1.02,96.5131546,0
cetrorelix,10000.0,8.43,90.33508036,0
cetylpyridinium,100.0,1.76,98.05873592,0
cevimeline,833.33,-0.01,89.73450642,0
cevipabulin,833.33,6.1,11.56866971,0
CF102,100.0,4.18,103.6302676,0
CFM-2,8.33,1.94,93.76332078,0
CFTRinh-172,1.0,-0.08,96.27134343,0
CG-400549,100.0,1.31,106.3952667,0
CGH2466,8.33,1.18,95.25163427,0
CGK-733,100.0,0.28,100.9584511,0
CGM097,100.0,2.45,95.12991016,0
