chembl_id,drug_name,smiles,max_phase,status_mode,target_genes,pathway_ids,pathway_names,moa_terms,n_target_genes,n_pathways,n_moa_terms
CHEMBL4650827,REVUMENIB,CCN(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CCN(C[C@H]3CC[C@H](NS(=O)(=O)CC)CC3)CC2)C1)C(C)C,2.0,Not yet recruiting,KMT2A,R-HSA-3214841;R-HSA-8936459;R-HSA-8939236;R-HSA-9616222;R-HSA-9772755,Formation of WDR5-containing histone-modifying complexe;PKMTs methylate histone lysine;RUNX1 regulates genes involved in megakaryocyte differentiation and platelet functio;RUNX1 regulates transcription of genes involved in differentiation of HSC;Transcriptional regulation of granulopoiesi,,1,5,0
CHEMBL4651002,SAFUSIDENIB,Cc1cn(C(=O)c2c(-c3c(Cl)cc(Cl)cc3Cl)noc2C(C)(C)F)c2cccc(/C=C/C(=O)O)c12,2.0,Recruiting,IDH1,R-HSA-2978092;R-HSA-389542;R-HSA-6798695;R-HSA-9033241;R-HSA-9818025,Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarat;Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate;NADPH regeneratio;NADPH regeneration;NFE2L2 regulating TCA cycle gene;NFE2L2 regulating TCA cycle genes;Neutrophil degranulatio;Neutrophil degranulation;Peroxisomal protein impor;Peroxisomal protein import,,1,5,0
CHEMBL468,THALIDOMIDE,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,,,,,,CRL4(CRBN) E3 ubiquitin ligase inhibitor,0,0,1
CHEMBL473417,VISMODEGIB,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,4.0,,SMO,R-HSA-165158;R-HSA-373080;R-HSA-5610787;R-HSA-5620922;R-HSA-5632684;R-HSA-5635838,Activation of SM;Activation of SMO;BBSome-mediated cargo-targeting to ciliu;BBSome-mediated cargo-targeting to cilium;Class B/2 (Secretin family receptors;Class B/2 (Secretin family receptors);Hedgehog 'off' stat;Hedgehog 'off' state;Hedgehog 'on' stat;Hedgehog 'on' state,,1,6,0
CHEMBL476,DACARBAZINE,CN(C)/N=N/c1[nH]cnc1C(N)=O,,,,,,DNA inhibitor,0,0,1
CHEMBL4761468,AUMOLERTINIB,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,,,,,,Epidermal growth factor receptor erbB1 inhibitor,0,0,1
CHEMBL477772,PAZOPANIB,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,3.0,"Active, not recruiting",FLT4;KDR;KIT;PDGFRA;PDGFRB,R-HSA-1257604;R-HSA-1433557;R-HSA-1433559;R-HSA-186763;R-HSA-186797;R-HSA-194306;R-HSA-195399;R-HSA-2028269;R-HSA-216083;R-HSA-2219530;R-HSA-4420097;R-HSA-5218921;R-HSA-5673001;R-HSA-6811558;R-HSA-8866910;R-HSA-9013695;R-HSA-9669914;R-HSA-9669917;R-HSA-9669921;R-HSA-9669924;R-HSA-9669926;R-HSA-9669929;R-HSA-9669933;R-HSA-9669934;R-HSA-9669935;R-HSA-9669936;R-HSA-9670439;R-HSA-9673767;R-HSA-9673768;R-HSA-9673770;R-HSA-9674396;R-HSA-9674401;R-HSA-9674403;R-HSA-9674404;R-HSA-9674428;R-HSA-9680187;R-HSA-9856530;R-HSA-9856649,"Constitutive Signaling by Aberrant PI3K in Cance;Constitutive Signaling by Aberrant PI3K in Cancer;Dasatinib-resistant KIT mutant;Dasatinib-resistant KIT mutants;Downstream signal transductio;Downstream signal transduction;High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell;High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells;Imatinib-resistant KIT mutant;Imatinib-resistant KIT mutants;Imatinib-resistant PDGFR mutant;Imatinib-resistant PDGFR mutants;Integrin cell surface interaction;Integrin cell surface interactions;KIT mutants bind TKI;KIT mutants bind TKIs;Masitinib-resistant KIT mutant;Masitinib-resistant KIT mutants;NOTCH4 Intracellular Domain Regulates Transcriptio;NOTCH4 Intracellular Domain Regulates Transcription;Neurophilin interactions with VEGF and VEGF;Neurophilin interactions with VEGF and VEGFR;Nilotinib-resistant KIT mutant;Nilotinib-resistant KIT mutants;PDGFR mutants bind TKI;PDGFR mutants bind TKIs;PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin;PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;PIP3 activates AKT signalin;PIP3 activates AKT signaling;RAF/MAP kinase cascad;RAF/MAP kinase cascade;Regorafenib-resistant KIT mutant;Regorafenib-resistant KIT mutants;Regorafenib-resistant PDGFR mutant;Regorafenib-resistant PDGFR mutants;Regulation of KIT signalin;Regulation of KIT signaling;Signaling by PDG;Signaling by PDGF;Signaling by PDGFRA extracellular domain mutant;Signaling by PDGFRA extracellular domain mutants;Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutant;Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants;Signaling by SCF-KI;Signaling by SCF-KIT;Signaling by extracellular domain mutants of KI;Signaling by extracellular domain mutants of KIT;Signaling by juxtamembrane domain KIT mutant;Signaling by juxtamembrane domain KIT mutants;Signaling by kinase domain mutants of KI;Signaling by kinase domain mutants of KIT;Signaling by membrane-tethered fusions of PDGFRA or PDGFR;Signaling by membrane-tethered fusions of PDGFRA or PDGFRB;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants;Sorafenib-resistant KIT mutant;Sorafenib-resistant KIT mutants;Sorafenib-resistant PDGFR mutant;Sorafenib-resistant PDGFR mutants;Sunitinib-resistant KIT mutant;Sunitinib-resistant KIT mutants;Sunitinib-resistant PDGFR mutant;Sunitinib-resistant PDGFR mutants;TFAP2 (AP-2) family regulates transcription of growth factors and their receptor;TFAP2 (AP-2) family regulates transcription of growth factors and their receptors;Transcriptional and post-translational regulation of MITF-M expression and activit;Transcriptional and post-translational regulation of MITF-M expression and activity;VEGF binds to VEGFR leading to receptor dimerizatio;VEGF binds to VEGFR leading to receptor dimerization;VEGFA-VEGFR2 Pathwa;VEGFA-VEGFR2 Pathway;VEGFR2 mediated cell proliferatio;VEGFR2 mediated cell proliferation",,5,38,0
CHEMBL4790100,AKN-028,Nc1ncc(-c2ccncc2)nc1Nc1ccc2[nH]ccc2c1,1.0,Terminated,FLT3,R-HSA-109704;R-HSA-1257604;R-HSA-2219530;R-HSA-5673001;R-HSA-6811558;R-HSA-9607240;R-HSA-9645135;R-HSA-9702509;R-HSA-9702518;R-HSA-9702569;R-HSA-9702577;R-HSA-9702581;R-HSA-9702590;R-HSA-9702596;R-HSA-9702600;R-HSA-9702605;R-HSA-9702614;R-HSA-9702620;R-HSA-9702624;R-HSA-9702632;R-HSA-9702636;R-HSA-9702998;R-HSA-9703009;R-HSA-9703648;R-HSA-9706369;R-HSA-9706374;R-HSA-9706377,"Constitutive Signaling by Aberrant PI3K in Cance;Constitutive Signaling by Aberrant PI3K in Cancer;FLT3 Signalin;FLT3 Signaling;FLT3 mutants bind TKI;FLT3 mutants bind TKIs;FLT3 signaling by CBL mutant;FLT3 signaling by CBL mutants;FLT3 signaling through SRC family kinase;FLT3 signaling through SRC family kinases;KW2449-resistant FLT3 mutant;KW2449-resistant FLT3 mutants;Negative regulation of FLT;Negative regulation of FLT3;PI3K Cascad;PI3K Cascade;PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin;PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;PIP3 activates AKT signalin;PIP3 activates AKT signaling;RAF/MAP kinase cascad;RAF/MAP kinase cascade;STAT5 Activatio;STAT5 Activation;STAT5 activation downstream of FLT3 ITD mutant;STAT5 activation downstream of FLT3 ITD mutants;Signaling by FLT3 ITD and TKD mutant;Signaling by FLT3 ITD and TKD mutants;crenolanib-resistant FLT3 mutant;crenolanib-resistant FLT3 mutants;gilteritinib-resistant FLT3 mutant;gilteritinib-resistant FLT3 mutants;lestaurtinib-resistant FLT3 mutant;lestaurtinib-resistant FLT3 mutants;linifanib-resistant FLT3 mutant;linifanib-resistant FLT3 mutants;midostaurin-resistant FLT3 mutant;midostaurin-resistant FLT3 mutants;pexidartinib-resistant FLT3 mutant;pexidartinib-resistant FLT3 mutants;ponatinib-resistant FLT3 mutant;ponatinib-resistant FLT3 mutants;quizartinib-resistant FLT3 mutant;quizartinib-resistant FLT3 mutants;semaxanib-resistant FLT3 mutant;semaxanib-resistant FLT3 mutants;sorafenib-resistant FLT3 mutant;sorafenib-resistant FLT3 mutants;sunitinib-resistant FLT3 mutant;sunitinib-resistant FLT3 mutants;tamatinib-resistant FLT3 mutant;tamatinib-resistant FLT3 mutants;tandutinib-resistant FLT3 mutant;tandutinib-resistant FLT3 mutants",,1,27,0
CHEMBL4802163,NEZULCITINIB,CCc1cc(O)ccc1-c1ccc2c(-c3nc4c([nH]3)C[C@@H](C(=O)N3CC(N(C)C)C3)N(C(C)C)C4)n[nH]c2c1,1.0,Completed,JAK2,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-6802952;R-HSA-6802955;R-HSA-69231;R-HSA-877300;R-HSA-877312;R-HSA-8854691;R-HSA-8984722;R-HSA-9006335;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-9027276;R-HSA-9027277;R-HSA-9027283;R-HSA-9027284;R-HSA-912526;R-HSA-9649948;R-HSA-9656223;R-HSA-9670439;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9732724;R-HSA-982772;R-HSA-983231,"Cyclin D associated events in G;Cyclin D associated events in G1;Erythropoietin activates Phosphoinositide-3-kinase (PI3K;Erythropoietin activates Phosphoinositide-3-kinase (PI3K);Erythropoietin activates Phospholipase C gamma (PLCG;Erythropoietin activates Phospholipase C gamma (PLCG);Erythropoietin activates RA;Erythropoietin activates RAS;Erythropoietin activates STAT;Erythropoietin activates STAT5;Factors involved in megakaryocyte development and platelet productio;Factors involved in megakaryocyte development and platelet production;Growth hormone receptor signalin;Growth hormone receptor signaling;IFNG signaling activates MAPK;IFNG signaling activates MAPKs;IL-6-type cytokine receptor ligand interaction;IL-6-type cytokine receptor ligand interactions;Inactivation of CSF3 (G-CSF) signalin;Inactivation of CSF3 (G-CSF) signaling;Interferon gamma signalin;Interferon gamma signaling;Interleukin receptor SHC signalin;Interleukin receptor SHC signaling;Interleukin-12 signalin;Interleukin-12 signaling;Interleukin-20 family signalin;Interleukin-20 family signaling;Interleukin-23 signalin;Interleukin-23 signaling;Interleukin-27 signalin;Interleukin-27 signaling;Interleukin-3, Interleukin-5 and GM-CSF signalin;Interleukin-3, Interleukin-5 and GM-CSF signaling;Interleukin-35 Signallin;Interleukin-35 Signalling;Interleukin-4 and Interleukin-13 signalin;Interleukin-4 and Interleukin-13 signaling;Interleukin-6 signalin;Interleukin-6 signaling;MAPK1 (ERK2) activatio;MAPK1 (ERK2) activation;MAPK3 (ERK1) activatio;MAPK3 (ERK1) activation;Paradoxical activation of RAF signaling by kinase inactive BRA;Paradoxical activation of RAF signaling by kinase inactive BRAF;Potential therapeutics for SAR;Potential therapeutics for SARS;Prolactin receptor signalin;Prolactin receptor signaling;RAF activatio;RAF activation;RAF/MAP kinase cascad;RAF/MAP kinase cascade;RMTs methylate histone arginine;RMTs methylate histone arginines;Regulation of IFNG signalin;Regulation of IFNG signaling;Signaling by BRAF and RAF1 fusion;Signaling by BRAF and RAF1 fusions;Signaling by CSF3 (G-CSF;Signaling by CSF3 (G-CSF);Signaling by Erythropoieti;Signaling by Erythropoietin;Signaling by Lepti;Signaling by Leptin;Signaling by RAF1 mutant;Signaling by RAF1 mutants;Signaling by SCF-KI;Signaling by SCF-KIT;Signaling by moderate kinase activity BRAF mutant;Signaling by moderate kinase activity BRAF mutants;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants;Signaling downstream of RAS mutant;Signaling downstream of RAS mutants",,1,38,0
CHEMBL4802239,MOBOCERTINIB SUCCINATE,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C.O=C(O)CCC(=O)O,,,,,,Epidermal growth factor receptor erbB1 inhibitor,0,0,1
CHEMBL481958,AMRUBICIN HYDROCHLORIDE,CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O.Cl,3.0,Terminated,TOP2A,R-HSA-1362277;R-HSA-4615885,SUMOylation of DNA replication protein;SUMOylation of DNA replication proteins;Transcription of E2F targets under negative control by DREAM comple;Transcription of E2F targets under negative control by DREAM complex,DNA topoisomerase II alpha inhibitor,1,2,1
CHEMBL482967,CYC-116,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,1.0,Terminated,KDR,R-HSA-194306;R-HSA-195399;R-HSA-216083;R-HSA-4420097;R-HSA-5218921;R-HSA-9673768;R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell;High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells;Integrin cell surface interaction;Integrin cell surface interactions;Neurophilin interactions with VEGF and VEGF;Neurophilin interactions with VEGF and VEGFR;Signaling by membrane-tethered fusions of PDGFRA or PDGFR;Signaling by membrane-tethered fusions of PDGFRA or PDGFRB;VEGF binds to VEGFR leading to receptor dimerizatio;VEGF binds to VEGFR leading to receptor dimerization;VEGFA-VEGFR2 Pathwa;VEGFA-VEGFR2 Pathway;VEGFR2 mediated cell proliferatio;VEGFR2 mediated cell proliferation,,1,7,0
CHEMBL482968,ENMD-2076,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,2.0,Completed,FLT3;KDR;KIT,R-HSA-109704;R-HSA-1257604;R-HSA-1433557;R-HSA-1433559;R-HSA-194306;R-HSA-195399;R-HSA-216083;R-HSA-2219530;R-HSA-4420097;R-HSA-5218921;R-HSA-5673001;R-HSA-6811558;R-HSA-8866910;R-HSA-9607240;R-HSA-9645135;R-HSA-9669914;R-HSA-9669917;R-HSA-9669921;R-HSA-9669924;R-HSA-9669926;R-HSA-9669929;R-HSA-9669933;R-HSA-9669934;R-HSA-9669935;R-HSA-9669936;R-HSA-9670439;R-HSA-9673768;R-HSA-9673770;R-HSA-9680187;R-HSA-9702509;R-HSA-9702518;R-HSA-9702569;R-HSA-9702577;R-HSA-9702581;R-HSA-9702590;R-HSA-9702596;R-HSA-9702600;R-HSA-9702605;R-HSA-9702614;R-HSA-9702620;R-HSA-9702624;R-HSA-9702632;R-HSA-9702636;R-HSA-9702998;R-HSA-9703009;R-HSA-9703648;R-HSA-9706369;R-HSA-9706374;R-HSA-9706377;R-HSA-9856530;R-HSA-9856649,"Constitutive Signaling by Aberrant PI3K in Cance;Constitutive Signaling by Aberrant PI3K in Cancer;Dasatinib-resistant KIT mutant;Dasatinib-resistant KIT mutants;FLT3 Signalin;FLT3 Signaling;FLT3 mutants bind TKI;FLT3 mutants bind TKIs;FLT3 signaling by CBL mutant;FLT3 signaling by CBL mutants;FLT3 signaling through SRC family kinase;FLT3 signaling through SRC family kinases;High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell;High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells;Imatinib-resistant KIT mutant;Imatinib-resistant KIT mutants;Integrin cell surface interaction;Integrin cell surface interactions;KIT mutants bind TKI;KIT mutants bind TKIs;KW2449-resistant FLT3 mutant;KW2449-resistant FLT3 mutants;Masitinib-resistant KIT mutant;Masitinib-resistant KIT mutants;Negative regulation of FLT;Negative regulation of FLT3;Neurophilin interactions with VEGF and VEGF;Neurophilin interactions with VEGF and VEGFR;Nilotinib-resistant KIT mutant;Nilotinib-resistant KIT mutants;PI3K Cascad;PI3K Cascade;PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin;PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;PIP3 activates AKT signalin;PIP3 activates AKT signaling;RAF/MAP kinase cascad;RAF/MAP kinase cascade;Regorafenib-resistant KIT mutant;Regorafenib-resistant KIT mutants;Regulation of KIT signalin;Regulation of KIT signaling;STAT5 Activatio;STAT5 Activation;STAT5 activation downstream of FLT3 ITD mutant;STAT5 activation downstream of FLT3 ITD mutants;Signaling by FLT3 ITD and TKD mutant;Signaling by FLT3 ITD and TKD mutants;Signaling by SCF-KI;Signaling by SCF-KIT;Signaling by extracellular domain mutants of KI;Signaling by extracellular domain mutants of KIT;Signaling by juxtamembrane domain KIT mutant;Signaling by juxtamembrane domain KIT mutants;Signaling by kinase domain mutants of KI;Signaling by kinase domain mutants of KIT;Signaling by membrane-tethered fusions of PDGFRA or PDGFR;Signaling by membrane-tethered fusions of PDGFRA or PDGFRB;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants;Sorafenib-resistant KIT mutant;Sorafenib-resistant KIT mutants;Sunitinib-resistant KIT mutant;Sunitinib-resistant KIT mutants;TFAP2 (AP-2) family regulates transcription of growth factors and their receptor;TFAP2 (AP-2) family regulates transcription of growth factors and their receptors;Transcriptional and post-translational regulation of MITF-M expression and activit;Transcriptional and post-translational regulation of MITF-M expression and activity;VEGF binds to VEGFR leading to receptor dimerizatio;VEGF binds to VEGFR leading to receptor dimerization;VEGFA-VEGFR2 Pathwa;VEGFA-VEGFR2 Pathway;VEGFR2 mediated cell proliferatio;VEGFR2 mediated cell proliferation;crenolanib-resistant FLT3 mutant;crenolanib-resistant FLT3 mutants;gilteritinib-resistant FLT3 mutant;gilteritinib-resistant FLT3 mutants;lestaurtinib-resistant FLT3 mutant;lestaurtinib-resistant FLT3 mutants;linifanib-resistant FLT3 mutant;linifanib-resistant FLT3 mutants;midostaurin-resistant FLT3 mutant;midostaurin-resistant FLT3 mutants;pexidartinib-resistant FLT3 mutant;pexidartinib-resistant FLT3 mutants;ponatinib-resistant FLT3 mutant;ponatinib-resistant FLT3 mutants;quizartinib-resistant FLT3 mutant;quizartinib-resistant FLT3 mutants;semaxanib-resistant FLT3 mutant;semaxanib-resistant FLT3 mutants;sorafenib-resistant FLT3 mutant;sorafenib-resistant FLT3 mutants;sunitinib-resistant FLT3 mutant;sunitinib-resistant FLT3 mutants;tamatinib-resistant FLT3 mutant;tamatinib-resistant FLT3 mutants;tandutinib-resistant FLT3 mutant;tandutinib-resistant FLT3 mutants",,3,51,0
CHEMBL491473,CEDIRANIB,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,3.0,Completed,FLT4;KDR;KIT;PDGFRA;PDGFRB,R-HSA-1257604;R-HSA-1433557;R-HSA-1433559;R-HSA-186763;R-HSA-186797;R-HSA-194306;R-HSA-195399;R-HSA-2028269;R-HSA-216083;R-HSA-2219530;R-HSA-4420097;R-HSA-5218921;R-HSA-5673001;R-HSA-6811558;R-HSA-8866910;R-HSA-9013695;R-HSA-9669914;R-HSA-9669917;R-HSA-9669921;R-HSA-9669924;R-HSA-9669926;R-HSA-9669929;R-HSA-9669933;R-HSA-9669934;R-HSA-9669935;R-HSA-9669936;R-HSA-9670439;R-HSA-9673767;R-HSA-9673768;R-HSA-9673770;R-HSA-9674396;R-HSA-9674401;R-HSA-9674403;R-HSA-9674404;R-HSA-9674428;R-HSA-9680187;R-HSA-9856530;R-HSA-9856649,"Constitutive Signaling by Aberrant PI3K in Cance;Constitutive Signaling by Aberrant PI3K in Cancer;Dasatinib-resistant KIT mutant;Dasatinib-resistant KIT mutants;Downstream signal transductio;Downstream signal transduction;High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell;High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells;Imatinib-resistant KIT mutant;Imatinib-resistant KIT mutants;Imatinib-resistant PDGFR mutant;Imatinib-resistant PDGFR mutants;Integrin cell surface interaction;Integrin cell surface interactions;KIT mutants bind TKI;KIT mutants bind TKIs;Masitinib-resistant KIT mutant;Masitinib-resistant KIT mutants;NOTCH4 Intracellular Domain Regulates Transcriptio;NOTCH4 Intracellular Domain Regulates Transcription;Neurophilin interactions with VEGF and VEGF;Neurophilin interactions with VEGF and VEGFR;Nilotinib-resistant KIT mutant;Nilotinib-resistant KIT mutants;PDGFR mutants bind TKI;PDGFR mutants bind TKIs;PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin;PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;PIP3 activates AKT signalin;PIP3 activates AKT signaling;RAF/MAP kinase cascad;RAF/MAP kinase cascade;Regorafenib-resistant KIT mutant;Regorafenib-resistant KIT mutants;Regorafenib-resistant PDGFR mutant;Regorafenib-resistant PDGFR mutants;Regulation of KIT signalin;Regulation of KIT signaling;Signaling by PDG;Signaling by PDGF;Signaling by PDGFRA extracellular domain mutant;Signaling by PDGFRA extracellular domain mutants;Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutant;Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants;Signaling by SCF-KI;Signaling by SCF-KIT;Signaling by extracellular domain mutants of KI;Signaling by extracellular domain mutants of KIT;Signaling by juxtamembrane domain KIT mutant;Signaling by juxtamembrane domain KIT mutants;Signaling by kinase domain mutants of KI;Signaling by kinase domain mutants of KIT;Signaling by membrane-tethered fusions of PDGFRA or PDGFR;Signaling by membrane-tethered fusions of PDGFRA or PDGFRB;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants;Sorafenib-resistant KIT mutant;Sorafenib-resistant KIT mutants;Sorafenib-resistant PDGFR mutant;Sorafenib-resistant PDGFR mutants;Sunitinib-resistant KIT mutant;Sunitinib-resistant KIT mutants;Sunitinib-resistant PDGFR mutant;Sunitinib-resistant PDGFR mutants;TFAP2 (AP-2) family regulates transcription of growth factors and their receptor;TFAP2 (AP-2) family regulates transcription of growth factors and their receptors;Transcriptional and post-translational regulation of MITF-M expression and activit;Transcriptional and post-translational regulation of MITF-M expression and activity;VEGF binds to VEGFR leading to receptor dimerizatio;VEGF binds to VEGFR leading to receptor dimerization;VEGFA-VEGFR2 Pathwa;VEGFA-VEGFR2 Pathway;VEGFR2 mediated cell proliferatio;VEGFR2 mediated cell proliferation",Platelet-derived growth factor receptor inhibitor | Stem cell growth factor receptor inhibitor | Vascular endothelial growth factor receptor inhibitor,5,38,1
CHEMBL494089,GSK-690693,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21,1.0,Terminated,PRKCA;PRKCB;PRKCD;PRKCE;PRKCG;PRKCH;PRKCI;PRKCQ;PRKCZ;PRKD1;PRKD3,R-HSA-111465;R-HSA-111933;R-HSA-114508;R-HSA-114516;R-HSA-114604;R-HSA-1169091;R-HSA-1250196;R-HSA-1433557;R-HSA-1433559;R-HSA-1489509;R-HSA-1660661;R-HSA-1912408;R-HSA-202424;R-HSA-2029485;R-HSA-209543;R-HSA-2173791;R-HSA-2179392;R-HSA-2514859;R-HSA-2871837;R-HSA-3000170;R-HSA-373752;R-HSA-399997;R-HSA-4086398;R-HSA-416993;R-HSA-418597;R-HSA-420029;R-HSA-4419969;R-HSA-450520;R-HSA-5099900;R-HSA-5218921;R-HSA-5607764;R-HSA-5668599;R-HSA-6798695;R-HSA-76005;R-HSA-877300;R-HSA-8853659;R-HSA-8936459;R-HSA-8939246;R-HSA-9010642;R-HSA-9634635;R-HSA-9648002;R-HSA-9755511,"Acetylcholine regulates insulin secretio;Acetylcholine regulates insulin secretion;Activation of NF-kappaB in B cell;Apoptotic cleavage of cellular protein;Apoptotic cleavage of cellular proteins;CLEC7A (Dectin-1) signalin;CLEC7A (Dectin-1) signaling;Ca2+ pathwa;Ca2+ pathway;Calmodulin induced event;Calmodulin induced events;DAG and IP3 signalin;DAG and IP3 signaling;Depolymerization of the Nuclear Lamin;Depolymerization of the Nuclear Lamina;Disinhibition of SNARE formatio;Disinhibition of SNARE formation;Downstream TCR signalin;Downstream TCR signaling;EGFR Transactivation by Gastri;EGFR Transactivation by Gastrin;Effects of PIP2 hydrolysi;Effects of PIP2 hydrolysis;Estrogen-stimulated signaling through PRKC;FCERI mediated NF-kB activatio;FCERI mediated NF-kB activation;G alpha (z) signalling event;G alpha (z) signalling events;GPVI-mediated activation cascad;HuR (ELAVL1) binds and stabilizes mRN;HuR (ELAVL1) binds and stabilizes mRNA;Inactivation, recovery and regulation of the phototransduction cascad;Inactivation, recovery and regulation of the phototransduction cascade;Interferon gamma signalin;Interferon gamma signaling;KEAP1-NFE2L2 pathwa;KEAP1-NFE2L2 pathway;Netrin-1 signalin;Netrin-1 signaling;Neutrophil degranulatio;Neutrophil degranulation;Pre-NOTCH Transcription and Translatio;RAS processin;RAS processing;RET signalin;RET signaling;RHO GTPases Activate NADPH Oxidase;RHO GTPases Activate NADPH Oxidases;ROBO receptors bind AKAP;ROBO receptors bind AKAP5;RUNX1 regulates genes involved in megakaryocyte differentiation and platelet functio;RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function;RUNX1 regulates transcription of genes involved in differentiation of myeloid cell;Regulation of KIT signalin;Regulation of KIT signaling;Response to elevated platelet cytosolic Ca2;Response to elevated platelet cytosolic Ca2+;Role of phospholipids in phagocytosi;Role of phospholipids in phagocytosis;SHC1 events in ERBB2 signalin;SHC1 events in ERBB2 signaling;Signaling by SCF-KI;Signaling by SCF-KIT;Sphingolipid de novo biosynthesi;Sphingolipid de novo biosynthesis;Syndecan interaction;Syndecan interactions;TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition;Tight junction interaction;Trafficking of GluR2-containing AMPA receptor;Trafficking of GluR2-containing AMPA receptors;VEGFR2 mediated cell proliferatio;VEGFR2 mediated cell proliferation;WNT5A-dependent internalization of FZD;WNT5A-dependent internalization of FZD4;p75NTR recruits signalling complexe",,11,42,0
