compound_name,chembl_id,morphology score,is_CP_hit
CGP-71683,CHEMBL17645,-0.04,False
CGP-74514,CHEMBL367625,-0.35,False
CGP-78608,CHEMBL86313,0.04,False
CGP-7930,CHEMBL1256697,-0.13,False
CGS-15943,CHEMBL16687,0.13,False
CGS-20625,CHEMBL1395823,0.19,False
CGS-21680,CHEMBL331372,-0.02,False
CGS-9896,CHEMBL507327,-0.26,False
CH-5183284,CHEMBL3907479,0.13,False
CH223191,CHEMBL1743245,-0.09,False
CH5132799,CHEMBL1684984,0.09,False
CH55,CHEMBL285480,0.13,False
CHC,CHEMBL76602,0.16,False
CHIR-124,CHEMBL377312,-0.16,False
CHIR-98014,CHEMBL3185148,-0.01,False
CHIR-99021,CHEMBL412142,-0.09,False
CHLOROPHYLLIDE Cu COMPLEX Na SALT,CHEMBL4303560,-0.05,False
CHLORTETRACYCLINE HYDROCHLORIDE,CHEMBL2146063,0.13,False
CHPG,CHEMBL345498,0.07,False
CI-844,CHEMBL333133,0.07,False
CI-923,CHEMBL161500,0.21,False
CI-966,CHEMBL77287,0.02,False
CI-976,CHEMBL22373,-0.02,False
CID-16020046,CHEMBL1341792,0.17,False
CID-2011756,CHEMBL1504776,0.19,False
CID-2745687,CHEMBL1708510,0.43,False
CID-5458317,CHEMBL1241589,0.21,False
CIM-0216,CHEMBL4303225,0.02,False
CINPA-1,CHEMBL1622371,0.04,False
CIQ,CHEMBL2397100,0.04,False
CITCO,CHEMBL458603,0.01,False
CJ-033466,CHEMBL1671898,0.22,False
CK-636,CHEMBL1234574,0.14,False
CKD-712,CHEMBL5863227,-0.1,False
CKI-7,CHEMBL489157,0.0,False
CL-218872,CHEMBL13662,-0.18,False
CL-225385,CHEMBL3251047,0.02,False
CL316243,CHEMBL32590,0.16,False
CLINDAMYCIN HYDROCHLORIDE,CHEMBL1200588,-0.13,False
CMPD-1,CHEMBL235658,-0.08,False
CNQX,CHEMBL222418,-0.05,False
CNX-2006,CHEMBL3985592,-0.36,False
CNX-774,CHEMBL2216827,0.15,False
CO-101244,CHEMBL317229,-0.09,False
CO-102862,CHEMBL287833,-0.14,False
COR-170,CHEMBL523577,0.12,False
CP-316819,CHEMBL4303657,0.11,False
CP-339818,CHEMBL281622,0.03,False
CP-376395,CHEMBL270948,0.25,False
CP-471474,CHEMBL323612,0.19,False
CP-640186,CHEMBL208943,0.03,False
CP-673451,CHEMBL4303508,-0.02,False
CP-775146,CHEMBL4303229,0.11,False
CP-91149,CHEMBL319136,0.22,False
CP-93129,CHEMBL304008,0.01,False
CP-94253,CHEMBL1570196,0.24,False
"CP-945,598",CHEMBL562668,-0.02,False
CP-99994,CHEMBL441225,0.24,False
CPCCOEt,CHEMBL327783,0.22,False
CPI-0610,CHEMBL4303404,-0.06,False
CPI-1189,CHEMBL4297369,0.06,False
CPI-169,CHEMBL3605457,-0.0,False
CPI-203,CHEMBL4303293,-0.03,False
CPI-360,CHEMBL3605456,0.09,False
CPI-613,CHEMBL3186849,0.19,False
CPP,CHEMBL4297273,0.1,False
CPSI-1306-(+/-),CHEMBL4303715,0.01,False
CR8-(R),CHEMBL518800,-0.44,False
CRT0044876,CHEMBL1870764,-0.09,False
CS-917,CHEMBL259771,0.02,False
CT-7758,CHEMBL4303708,0.04,False
CTEP,CHEMBL3410223,-0.5,False
CTS-1027,CHEMBL440498,0.04,False
CU-CPT-4a,CHEMBL4303728,0.16,False
CU-T12-9,CHEMBL4303210,0.12,False
CUDC-101,CHEMBL598797,-0.26,False
CUDC-427,CHEMBL4297282,0.18,False
CUDC-907,CHEMBL3622533,-0.45,False
CUR-61414,CHEMBL480889,0.05,False
CV-1808,CHEMBL1256672,0.14,False
CVT-10216,CHEMBL4303226,0.05,False
CW-008,CHEMBL4303707,0.01,False
CX-4945,CHEMBL1230165,0.24,False
CX-516,CHEMBL136800,-0.07,False
CX-5461,CHEMBL4303309,0.03,False
CY208-243,CHEMBL313737,0.61,True
CYC116,CHEMBL482967,0.44,False
CYM-50260,CHEMBL1720563,-0.07,False
CYM-50358,CHEMBL1779732,0.72,True
CYM-50769,CHEMBL1972527,0.08,False
CYM-5442,CHEMBL3922179,0.85,True
CYM-5541,CHEMBL1970071,0.0,False
CYPROTERONE,CHEMBL142130,0.2,False
CYT-997,CHEMBL552212,-0.29,False
CZC-54252,CHEMBL4303382,-0.03,False
CZC24832,CHEMBL2064571,0.03,False
CaCCinh-A01,CHEMBL4104747,0.1,False
CaMKII-IN-1,CHEMBL1270331,0.1,False
"Cabotegravir (GSK744, GSK1265744)",CHEMBL2403238,-0.01,False
Calhex-231,CHEMBL4303565,0.13,False
Camostat mesylate,CHEMBL85164,0.04,False
Carmofur,CHEMBL460499,0.05,False
Cefonicid (sodium),CHEMBL1201005,-0.07,False
Cefoselis sulfate,CHEMBL4303186,0.12,False
Cilastatin Sodium,CHEMBL1201057,0.21,False
Clindamycin phosphate,CHEMBL3184512,-0.02,False
Cyclocytidine HCl,CHEMBL1255937,-0.13,False
D-(+)-maltose,CHEMBL1908365,0.13,False
D-4476,CHEMBL410456,-0.3,False
D-64131,CHEMBL140220,-0.11,False
D-7193,CHEMBL4303405,0.24,False
D-LACTITOL MONOHYDRATE,CHEMBL1200429,-0.09,False
D-alpha-tocopheryl-succinate,CHEMBL81421,0.04,False
D-delta-tocopherol,CHEMBL1451395,-0.14,False
D-phenylalanine,CHEMBL379630,0.05,False
D-serine,CHEMBL285123,0.03,False
D609,CHEMBL404954,-0.03,False
DAA-1106,CHEMBL63064,0.1,False
DAPT,CHEMBL255682,-0.02,False
DAU-5884,CHEMBL1316949,0.06,False
DBPR108,CHEMBL1082462,0.01,False
DBeQ,CHEMBL1624459,0.02,False
DC-260126,CHEMBL3931570,0.12,False
DCC-2618,CHEMBL4216467,0.41,False
DCEBIO,CHEMBL1255655,0.17,False
DCPIB,CHEMBL152557,-0.08,False
DDR1-IN-1,CHEMBL3421914,0.03,False
DEXAMETHASONE SODIUM PHOSPHATE,CHEMBL2021430,0.04,False
DFB,CHEMBL371811,-0.04,False
DG-172,CHEMBL2030550,-0.13,False
DH-97,CHEMBL1327247,-0.06,False
DHBP,CHEMBL1108,0.19,False
DIPT,CHEMBL4303330,0.02,False
DL-Adrenaline,CHEMBL1740,0.19,False
DMAB-anabaseine,CHEMBL1165368,0.12,False
DMH1,CHEMBL2385597,0.08,False
DMH4,CHEMBL331465,0.15,False
DMNB,CHEMBL1332518,-0.08,False
DMP-543,CHEMBL343822,-0.17,False
DMP-777,CHEMBL310871,0.17,False
DMPS,CHEMBL1569746,0.03,False
DMeOB,CHEMBL3334989,0.13,False
DNQX,CHEMBL155265,0.16,False
DPC-681,CHEMBL4303478,0.06,False
DPCPX,CHEMBL183,0.02,False
DPI-201106,CHEMBL314639,0.12,False
DPO-1,CHEMBL1088844,0.05,False
DPPE,CHEMBL2107467,0.39,False
DQP-1105,CHEMBL2333944,-0.09,False
DR-2313,CHEMBL483348,0.03,False
DR-4485,CHEMBL348890,0.05,False
DRF053-(R),CHEMBL215919,-0.21,False
DS2-(806622),CHEMBL4212818,0.2,False
DSR-6434,CHEMBL2315158,0.01,False
DU-728,CHEMBL265628,0.09,False
DUP-697,CHEMBL42485,0.04,False
DVD-111,CHEMBL4303687,-0.06,False
DY131,CHEMBL192509,-0.19,False
Deflazacort (Calcort),CHEMBL1201891,0.02,False
Dihydrotestosterone,CHEMBL27769,-0.03,False
E-2012,CHEMBL1224151,-0.22,False
E-4031,CHEMBL327980,-0.34,False
E7449,CHEMBL3644587,0.22,False
EB-47,CHEMBL1173120,0.18,False
EBPC,CHEMBL269550,-0.14,False
EC-144,CHEMBL1230584,0.18,False
EC-23,CHEMBL451835,-0.07,False
EDTMP,CHEMBL1208647,0.14,False
EED226,CHEMBL4065484,0.2,False
EG00229,CHEMBL1078974,0.01,False
EGF816,CHEMBL3787344,-0.2,False
EHop-016,CHEMBL3237589,0.23,False
EI1,CHEMBL3414574,0.13,False
EIPA,CHEMBL517986,0.27,False
EIT-hydrobromide,CHEMBL321691,-0.05,False
ELN-441958,CHEMBL1254945,0.76,True
EMD-1214063,CHEMBL3402762,0.21,False
EMD-386088,CHEMBL364005,0.43,False
EMD-53998,CHEMBL314612,-0.18,False
EMD-66684,CHEMBL289507,0.07,False
EN460,CHEMBL4303182,0.18,False
EO-1428,CHEMBL347496,-0.14,False
EPPTB,CHEMBL1669669,0.08,False
EPZ-5676,CHEMBL3414626,0.12,False
EPZ004777,CHEMBL2169919,-0.16,False
EPZ005687,CHEMBL3360855,-0.13,False
EPZ011989,CHEMBL3672841,0.16,False
EPZ015666,CHEMBL4060831,-0.04,False
EPZ020411,CHEMBL3589039,-0.05,False
ER-27319,CHEMBL2170739,-0.14,False
ER-50891,CHEMBL20066,0.1,False
ERK5-IN-1,CHEMBL2381340,0.12,False
ESI-09,CHEMBL3260990,-0.05,False
ESTRADIOL VALERATE,CHEMBL1511,-0.01,False
ESZOPICLONE,CHEMBL1522,-0.05,False
ETC-159,CHEMBL3633802,0.38,False
ETHINYL ESTRADIOL,CHEMBL691,0.13,False
ETP-45658,CHEMBL4303351,-0.1,False
ETP-46464,CHEMBL3334621,0.22,False
EUK-134,CHEMBL4303172,-0.07,False
EVP-6124,CHEMBL2151572,0.35,False
EVP4593,CHEMBL522502,-0.17,False
EW-7197,CHEMBL3260567,0.3,False
EX-527,CHEMBL420311,0.09,False
EXO-1,CHEMBL250428,0.17,False
Ebselen,CHEMBL51085,0.24,False
Encorafenib (LGX818),CHEMBL3301612,0.05,False
Endoxifen HCl,CHEMBL1093458,0.82,True
Epacadostat (INCB024360),CHEMBL3545369,0.16,False
Epirubicin Hydrochloride,CHEMBL1200981,-0.02,False
Epirubicin Hydrochloride,CHEMBL1200981,-0.04,False
F-11440,CHEMBL2104230,-0.04,False
F351,CHEMBL4297288,-0.05,False
FCE-22250,CHEMBL4303726,0.05,False
FERb-033,CHEMBL509051,0.34,False
FG-2216,CHEMBL426560,0.17,False
FG-7142,CHEMBL1256141,0.24,False
FGIN-1-27,CHEMBL63154,-0.03,False
FGIN-1-43,CHEMBL98572,-0.01,False
FH-535,CHEMBL2363137,0.15,False
FH1,CHEMBL478306,0.24,False
FIPI,CHEMBL398567,-0.17,False
FK-33-824,CHEMBL4303387,0.11,False
FK-3311,CHEMBL4303327,0.11,False
FK-866,CHEMBL566757,-0.1,False
FK-888,CHEMBL1416993,0.18,False
FK-962,CHEMBL4303387,0.05,False
FLI-06,CHEMBL3604460,-0.1,False
FLUDROCORTISONE ACETATE,CHEMBL1201010,0.04,False
FOSFOMYCIN CALCIUM,CHEMBL3188549,0.0,False
FPA-124,CHEMBL3191466,-0.12,False
FPH1-(BRD-6125),CHEMBL4303583,0.03,False
FPL-55712,CHEMBL267976,0.2,False
FPL-62064,CHEMBL4070705,0.17,False
FPL-64176,CHEMBL93655,-0.25,False
FPS-ZM1,CHEMBL4075936,-0.0,False
FR-122047,CHEMBL275809,0.21,False
FR-139317,CHEMBL352396,0.26,False
FR-180204,CHEMBL259551,0.26,False
FRAX486,CHEMBL3609326,0.1,False
Famotidine,CHEMBL902,-0.01,False
Favipiravir,CHEMBL221722,-0.02,False
G-1,CHEMBL569766,0.15,False
G-15,CHEMBL4303158,0.1,False
G007-LK,CHEMBL2325503,0.08,False
GABA-linoleamide,CHEMBL1513232,0.1,False
GANT-58,CHEMBL472994,0.04,False
GANT-61,CHEMBL471728,0.58,True
GBR-12783,CHEMBL1612198,0.33,False
GBR-12935,CHEMBL26320,0.24,False
GBR-13069,CHEMBL112280,0.46,False
GDC-0068,CHEMBL2177390,0.1,False
GDC-0152,CHEMBL2063869,-0.09,False
GDC-0349,CHEMBL2331680,0.13,False
GDC-0623,CHEMBL3330650,-0.3,False
GDC-0810,CHEMBL3581693,0.08,False
GDC-0834,CHEMBL2057915,0.45,False
GDC-0879,CHEMBL525191,0.1,False
GDC-0941,CHEMBL521851,-0.32,False
GDC-0980,CHEMBL1922094,-0.06,False
GDC-0994,CHEMBL3544964,0.05,False
GDC-0994,CHEMBL3544964,-0.07,False
GF109203X,CHEMBL7463,-0.01,False
GGTI-298,CHEMBL282748,-0.44,False
GK921,CHEMBL1822336,0.1,False
GKA-50,CHEMBL205627,-0.16,False
GKT137831,CHEMBL4303187,0.17,False
GLPG0492-R-enantiomer,CHEMBL2178101,-0.02,False
GLPG0492-R-enantiomer,CHEMBL2178101,-0.0,False
GMX1778,CHEMBL17289,-0.09,False
GNF-2,CHEMBL483847,-0.11,False
GNF-5,CHEMBL1257423,-0.01,False
GNF-5837,CHEMBL2037226,0.57,True
GNF-7,CHEMBL1214141,0.47,False
GNTI,CHEMBL485832,-0.07,False
GP1a,CHEMBL216276,0.02,False
GP2a,CHEMBL216735,0.1,False
GPBAR-A,CHEMBL2181247,-0.19,False
GPI-1046,CHEMBL6367,-0.04,False
GPP-78,CHEMBL568305,-0.14,False
GPR120-modulator-1,CHEMBL4303269,-0.07,False
GPi-688,CHEMBL394527,-0.16,False
GR-103691,CHEMBL294747,-0.22,False
GR-113808,CHEMBL33884,0.23,False
GR-127935,CHEMBL15928,0.07,False
GR-135531,CHEMBL504585,0.07,False
GR-144053,CHEMBL36326,-0.08,False
GR-159897,CHEMBL2110370,-0.01,False
GR-235,CHEMBL1909379,0.05,False
GR-79236,CHEMBL2163568,0.23,False
GR125487,CHEMBL471233,0.04,False
GR46611,CHEMBL344127,0.16,False
GS-143,CHEMBL4303714,-0.08,False
GS-39783,CHEMBL392394,0.35,False
GS-6201,CHEMBL260933,0.16,False
GS-9620,CHEMBL2424780,-0.13,False
GS-9973,CHEMBL3265032,0.19,False
GSK-3-inhibitor-IX,CHEMBL2178734,-0.05,False
GSK-J1,CHEMBL3188597,0.19,False
GSK-J2,CHEMBL4303308,0.17,False
GSK-J4,CHEMBL3183531,-0.04,False
GSK-LSD-1,CHEMBL4301645,-0.09,False
GSK0660,CHEMBL592652,0.11,False
GSK1059615,CHEMBL3544966,0.15,False
GSK1070916,CHEMBL1090479,-0.19,False
GSK1292263,CHEMBL3187503,-0.1,False
GSK1562590,CHEMBL4303706,0.08,False
GSK163090,CHEMBL1631540,0.33,False
GSK1838705A,CHEMBL464552,-0.41,False
GSK2110183,CHEMBL2219422,0.2,False
GSK2126458,CHEMBL1236962,-0.09,False
GSK2190915,CHEMBL1922660,0.23,False
GSK2193874,CHEMBL4073922,-0.24,False
GSK2194069,CHEMBL3646801,0.27,False
GSK2256294A,CHEMBL3818875,-0.05,False
GSK2330672,CHEMBL2387408,0.09,False
GSK2334470,CHEMBL1765740,0.04,False
GSK256066,CHEMBL570015,0.34,False
GSK2578215A,CHEMBL2204495,-0.06,False
GSK2606414,CHEMBL2171124,0.03,False
GSK2636771,CHEMBL3188551,-0.13,False
GSK269962,CHEMBL220241,0.31,False
GSK2816126,CHEMBL3287735,-0.21,False
GSK2830371,CHEMBL3613749,0.07,False
GSK2837808A,CHEMBL3335794,-0.0,False
GSK2838232,CHEMBL4303141,0.2,False
GSK2879552,CHEMBL3786182,0.11,False
GSK37647,CHEMBL3311308,0.22,False
GSK3787,CHEMBL598608,0.18,False
GSK429286A,CHEMBL375312,0.43,False
GSK461364,CHEMBL1908394,0.06,False
GSK503,CHEMBL3909511,0.17,False
GSK650394,CHEMBL558642,0.31,False
GSK690693,CHEMBL494089,0.34,False
GSK9027,CHEMBL1086484,0.22,False
GTP-14564,CHEMBL406375,0.06,False
GTS21,CHEMBL134713,0.52,True
GW-0742,CHEMBL38508,0.14,False
GW-1100,CHEMBL4303679,0.18,False
GW-1929,CHEMBL434063,0.32,False
GW-2580,CHEMBL261849,-0.07,False
GW-311616,CHEMBL2367812,0.04,False
GW-3965,CHEMBL59030,0.27,False
GW-4064,CHEMBL318457,0.15,False
GW-441756,CHEMBL176544,-0.03,False
GW-501516,CHEMBL38943,0.1,False
GW-5074,CHEMBL72365,0.38,False
GW-542573X,CHEMBL4303385,0.07,False
GW-583340,CHEMBL1356199,-0.29,False
GW-627368,CHEMBL1628527,0.12,False
GW-6471,CHEMBL500272,-0.03,False
GW-7647,CHEMBL21241,0.13,False
GW-788388,CHEMBL202887,-0.04,False
GW-803430,CHEMBL214957,0.52,True
GW-842166,CHEMBL225411,0.33,False
GW-843682X,CHEMBL514499,-0.07,False
GW-9508,CHEMBL207881,-0.13,False
GW-9662,CHEMBL375270,0.1,False
GYKI-52466,CHEMBL275006,-0.1,False
GZD824,CHEMBL2316582,0.45,False
Geniposidic acid,CHEMBL460031,-0.16,False
Ginkgolide A,CHEMBL465161,-0.01,False
Golgicide A,CHEMBL1256685,0.28,False
Gue-1654,CHEMBL4303495,0.08,False
H-89,CHEMBL104264,0.34,False
H2L-5765834,CHEMBL604677,0.17,False
HA-130,CHEMBL1173670,0.06,False
HA-14-1,CHEMBL288542,0.09,False
HA-14-1,CHEMBL288542,0.04,False
HA-966-(S)-(-),CHEMBL1564377,-0.03,False
HA-966-(S)-(-),CHEMBL1564377,0.03,False
HC-030031,CHEMBL1086310,0.05,False
HEMADO,CHEMBL260563,0.14,False
HER2-Inhibitor-1,CHEMBL4303303,0.17,False
HJC-0350,CHEMBL2313646,0.07,False
HKI-357,CHEMBL178654,-0.2,False
HLCL-61,CHEMBL4303685,0.26,False
HMN-214,CHEMBL3991927,-0.11,False
HTH-01-015,CHEMBL4303250,0.14,False
HTMT,CHEMBL67601,-0.11,False
Homatropine Bromide,CHEMBL1319362,0.02,False
Hygromycin B,CHEMBL5308478,0.02,False
Hyodeoxycholic acid (HDCA),CHEMBL272621,0.11,False
I-BET-762,CHEMBL1232461,-0.07,False
I-BET151,CHEMBL2017291,-0.15,False
I-BRD9,CHEMBL3769507,-0.12,False
I-BZA,CHEMBL13564,-0.19,False
I-BZA2,CHEMBL230302,0.22,False
I-CBP-112,CHEMBL3774655,-0.08,False
IB-MECA,CHEMBL119709,0.16,False
IBC-293,CHEMBL381638,0.05,False
IC261,CHEMBL489156,-0.03,False
ICA-069673,CHEMBL2047521,0.04,False
ICA-110381,CHEMBL2046669,0.18,False
ICA-121431,CHEMBL3617053,-0.09,False
ICG-001,CHEMBL2312139,0.08,False
"ICI-118,551",CHEMBL513389,-0.02,False
ICI-162846,CHEMBL1593717,0.01,False
ICI-192605,CHEMBL4751326,-0.0,False
ICI-199441,CHEMBL38576,0.79,True
"ICI-215,001",CHEMBL308150,-0.0,False
ICI-63197,CHEMBL1485629,0.28,False
ICI-89406,CHEMBL11268,-0.03,False
ID-8,CHEMBL3185434,0.11,False
IDO5L,CHEMBL584991,0.04,False
IDRA-21,CHEMBL77862,0.13,False
IEM1460,CHEMBL1618199,-0.03,False
IEM1754,CHEMBL4303647,0.23,False
IKK-16,CHEMBL200027,0.63,True
IKK-2-inhibitor,CHEMBL193093,-0.04,False
IKK-2-inhibitor-V,CHEMBL536151,-0.2,False
IMREG-1,CHEMBL191422,-0.09,False
INC-280,CHEMBL3188267,0.04,False
INCA-6,CHEMBL1474701,0.01,False
INCB-003284,CHEMBL1951790,-0.02,False
INCB-003284,CHEMBL1951790,-0.08,False
INH1,CHEMBL471411,-0.29,False
INS316,CHEMBL336296,0.27,False
INS316,CHEMBL336296,0.08,False
INT-767,CHEMBL3306873,-0.07,False
IOWH032,CHEMBL4297392,0.05,False
IOX1,CHEMBL1230640,0.02,False
IOX2,CHEMBL3186774,-0.0,False
IPA-3,CHEMBL472940,-0.2,False
IPAG,CHEMBL1484738,0.04,False
IRL-2500,CHEMBL72410,0.03,False
ISO-1,CHEMBL210858,0.09,False
ISRIB,CHEMBL4303573,-0.18,False
ISX-9,CHEMBL1222381,0.02,False
IT1t,CHEMBL460491,0.71,True
ITD-1,CHEMBL2180273,0.02,False
ITE,CHEMBL1324296,0.02,False
ITI214,CHEMBL3770459,0.38,False
IU1,CHEMBL1410015,0.04,False
IWP-L6,CHEMBL2323231,0.11,False
"Isoquinoline,-6,7-dimethoxy-1-methyl-1,2,3,4-tetrahydro,",CHEMBL1196026,0.02,False
JAK3-inhibitor-V,CHEMBL154580,0.02,False
JDTic,CHEMBL415247,-0.03,False
JHW-007,CHEMBL3084652,0.05,False
JIB04,CHEMBL1982368,0.05,False
JK-184,CHEMBL514622,-0.0,False
JLK-6,CHEMBL149518,0.02,False
JNJ-10191584,CHEMBL185951,0.12,False
JNJ-10397049,CHEMBL359632,-0.14,False
JNJ-16259685,CHEMBL174588,0.07,False
JNJ-1661010,CHEMBL460273,-0.27,False
JNJ-17203212,CHEMBL254778,0.09,False
JNJ-26990990,CHEMBL466517,0.21,False
JNJ-27141491,CHEMBL5290248,-0.04,False
JNJ-37822681,CHEMBL3234237,-0.2,False
JNJ-38877605,CHEMBL2133806,0.39,False
JNJ-40411813,CHEMBL3337527,-0.26,False
JNJ-42041935,CHEMBL3115312,0.32,False
JNJ-42165279,CHEMBL4297294,0.09,False
JNJ-47965567,CHEMBL2338352,-0.05,False
JNJ-63533054,CHEMBL3633720,0.07,False
JNJ-7706621,CHEMBL191003,-0.11,False
JNJ-7777120,CHEMBL129198,-0.01,False
JQ1-(+),CHEMBL1957266,-0.1,False
JTC-801,CHEMBL531742,0.31,False
JTE-013,CHEMBL1368758,0.08,False
JTE-607,CHEMBL4303719,0.41,False
JTE-907,CHEMBL178372,0.28,False
JW-55,CHEMBL3753077,0.27,False
JW-642,CHEMBL3356976,-0.14,False
JW-67,CHEMBL1459534,0.18,False
JW-74,CHEMBL1552719,-0.01,False
JX-401,CHEMBL1450144,0.03,False
JZL-184,CHEMBL576786,0.01,False
JZL-195,CHEMBL606201,0.16,False
K-858,CHEMBL1413473,-0.02,False
K-MAP,CHEMBL4529495,0.03,False
K-Ras(G12C)-inhibitor-12,CHEMBL4293433,-0.14,False
K-Ras(G12C)-inhibitor-6,CHEMBL4303198,0.11,False
K-strophanthidin,CHEMBL111743,0.03,False
K02288,CHEMBL1230714,0.51,True
K145,CHEMBL3287036,0.17,False
KB-R7943,CHEMBL5624679,0.27,False
KB-SRC-4,CHEMBL2408776,-0.01,False
KD-023,CHEMBL1562779,0.21,False
KD025,CHEMBL2005186,-0.02,False
KF-38789,CHEMBL246957,0.01,False
KG-5,CHEMBL3932957,0.11,False
KH-CB19,CHEMBL1236620,-0.03,False
KHK-IN-1,CHEMBL2017214,0.17,False
KHS-101,CHEMBL3186037,-0.03,False
KI-20227,CHEMBL1908396,0.33,False
KI-8751,CHEMBL178455,0.12,False
KL-001,CHEMBL1498001,0.0,False
KML29,CHEMBL3901007,0.16,False
KN-62,CHEMBL28324,0.31,False
KP-1212,CHEMBL3086524,0.03,False
KPT-185,CHEMBL3898452,-0.36,False
KPT-276,CHEMBL4303237,-0.3,False
KRCA-0008,CHEMBL3941724,0.08,False
KRN-633,CHEMBL406381,-0.03,False
KS-176,CHEMBL4303487,-0.03,False
KU-0063794,CHEMBL1078983,0.12,False
KU-55933,CHEMBL222102,0.28,False
KU-60019,CHEMBL2140173,0.62,True
KU14R,CHEMBL4303281,0.23,False
KW-2449,CHEMBL1908397,0.96,True
KW-2478,CHEMBL4297298,-0.03,False
KW-3902,CHEMBL52333,0.13,False
KX2-391,CHEMBL571546,-0.5,False
KY02111,CHEMBL3186128,0.2,False
Ko143,CHEMBL488910,0.03,False
L-(+)-rhamnose-monohydrate,CHEMBL4303317,0.23,False
L-152804,CHEMBL1421016,0.28,False
L-161982,CHEMBL1179743,0.09,False
L-165041,CHEMBL153057,0.06,False
L-168049,CHEMBL351772,0.11,False
L-365260,CHEMBL9387,0.02,False
L-368899,CHEMBL1253853,0.05,False
"L-655,708",CHEMBL52030,0.29,False
L-655240,CHEMBL362223,-0.21,False
L-670596,CHEMBL4303193,0.14,False
L-689560,CHEMBL287327,-0.15,False
L-690330,CHEMBL34819,0.04,False
L-693403,CHEMBL292477,0.23,False
L-694247,CHEMBL39317,0.14,False
L-701252,CHEMBL115225,0.24,False
"L-732,138",CHEMBL22870,0.31,False
L-733060,CHEMBL27006,0.78,True
L-741742,CHEMBL444309,0.2,False
L-745870,CHEMBL267014,-0.02,False
L-755507,CHEMBL12998,-0.17,False
L-760735,CHEMBL4303434,0.43,False
L-778123,CHEMBL279433,0.28,False
L-798106,CHEMBL218071,0.19,False
L-838417,CHEMBL373250,0.17,False
L-NAME,CHEMBL7890,0.12,False
L-alanine,CHEMBL279597,-0.12,False
L-arginine,CHEMBL1485,0.05,False
L-ascorbyl-6-palmitate,CHEMBL3809846,-0.04,False
L-asparagine,CHEMBL58832,0.14,False
L-citrulline,CHEMBL444814,0.03,False
L-cysteine,CHEMBL863,0.03,False
L-cysteinesulfinic-acid,CHEMBL1160508,-0.05,False
L-ergothioneine,CHEMBL5209630,0.06,False
L-glutamine,CHEMBL930,0.28,False
L-hydroxyproline,CHEMBL352418,0.2,False
L-lysine,CHEMBL8085,0.01,False
L-mimosine,CHEMBL245416,0.09,False
L-monomethylarginine,CHEMBL256147,0.2,False
L-quisqualic-acid,CHEMBL168279,0.04,False
L-theanine,CHEMBL3039113,0.04,False
L-valine,CHEMBL43068,0.02,False
LB-100,CHEMBL4297300,0.06,False
LB42708,CHEMBL4210419,0.34,False
LCL-161,CHEMBL2431768,0.4,False
LCQ908,CHEMBL2364624,0.27,False
LDC1267,CHEMBL3808844,0.69,True
LDN-209929,CHEMBL4303455,0.05,False
LDN-212854,CHEMBL2385591,-0.15,False
LDN-27219,CHEMBL179945,-0.02,False
LDN-57444,CHEMBL3407553,0.39,False
LDN193189,CHEMBL513147,-0.09,False
LE-135,CHEMBL37708,-0.14,False
LFM-A13,CHEMBL228043,0.0,False
LGK-974,CHEMBL3188386,-0.08,False
LH846,CHEMBL4303305,0.41,False
LIMKi-3,CHEMBL2141887,-0.13,False
LM-22A4,CHEMBL4303415,0.04,False
LMI070,CHEMBL4290141,-0.37,False
LMK-235,CHEMBL2312168,-0.49,False
LPA2-antagonist-1,CHEMBL256470,0.14,False
LRRK2-IN-1,CHEMBL2012582,0.05,False
LSN-2463359,CHEMBL2431212,0.01,False
LTA,CHEMBL33240,0.1,False
LUF-5834,CHEMBL122622,-0.02,False
LX1031,CHEMBL4303338,0.1,False
LX7101,CHEMBL3356433,0.16,False
LXR-623,CHEMBL456237,0.29,False
LY2090314,CHEMBL362558,-0.44,False
LY2109761,CHEMBL260015,0.69,True
LY2140023,CHEMBL2110730,-0.17,False
LY2157299,CHEMBL2364611,0.13,False
LY2183240,CHEMBL509860,0.0,False
LY2228820,CHEMBL2364627,-0.21,False
LY223982,CHEMBL49302,0.08,False
LY225910,CHEMBL37312,0.15,False
LY231617,CHEMBL96606,0.19,False
LY2334737,CHEMBL577711,0.05,False
LY2365109,CHEMBL1628564,-0.07,False
LY255283,CHEMBL15766,0.07,False
LY2584702,CHEMBL3545076,0.12,False
LY2603618,CHEMBL3039517,0.05,False
LY2606368,CHEMBL3544911,-0.1,False
LY2608204,CHEMBL4297399,0.77,True
LY266097,CHEMBL95121,-0.03,False
LY2784544,CHEMBL2107823,-0.01,False
LY2801653,CHEMBL3545307,0.17,False
LY2811376,CHEMBL2333941,0.15,False
LY2857785,CHEMBL3940387,0.11,False
LY2874455,CHEMBL3828009,-0.01,False
LY288513,CHEMBL333081,-0.18,False
LY2886721,CHEMBL2396989,0.0,False
LY294002,CHEMBL98350,0.27,False
LY2979165,CHEMBL4303379,-0.04,False
LY3000328,CHEMBL3342553,0.12,False
LY3009120,CHEMBL3577124,0.18,False
LY3023414,CHEMBL4297181,-0.0,False
LY303511,CHEMBL1363184,0.18,False
LY310762,CHEMBL1256663,-0.16,False
LY320135,CHEMBL411481,0.11,False
LY344864,CHEMBL1628565,0.44,False
LY364947,CHEMBL261454,-0.06,False
LY393558,CHEMBL4303390,0.18,False
LY404187,CHEMBL435582,-0.22,False
LY411575,CHEMBL392068,0.16,False
