inchikey,chembl_id,drug_name,smiles,phase,n_protein_links,n_unique_genes,n_pathway_links,n_unique_pathways,n_moa_links,n_unique_moa,max_phase,n_unique_genes_log,n_unique_pathways_log,n_unique_moa_log,mechanistic_score,phase_bonus,CYP3A4_p0,CYP3A4_p1,CYP3A4_inhibition,AMES_p0,AMES_p1,AMES_mutagenic,BBB_p0,BBB_p1,BBB_penetration,hERG_p0,hERG_p1,hERG_inhibition,PAMPA_p0,PAMPA_p1,PAMPA_permeability,logS,logS_lower_bound,logS_upper_bound,Capped_logS_lower_bound,Capped_logS_upper_bound,logP,CYP2C19_p0,CYP2C19_p1,CYP2C19_inhibition,CYP2D6_p0,CYP2D6_p1,CYP2D6_inhibition,CYP1A2_p0,CYP1A2_p1,CYP1A2_inhibition,CYP2C9_p0,CYP2C9_p1,CYP2C9_inhibition,PGP_p0,PGP_p1,PGP_inhibition,admet_penalty,logS_norm,logP_norm,admet_reg_bonus,mechanistic_score_norm,overall_score,assay_top_uM,assay_series_uM
PBCZSGKMGDDXIJ-KRUBCLEUSA-N,CHEMBL574737,UCN-01,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,2.0,139,11,128,42,0,0,2.0,2.4849066497880004,3.7612001156935624,0.0,2.1930023576319138,0.5,0.697,0.049,0.0,0.164,0.211,1.0,0.228,0.186,0,0.467,0.111,0.0,0.861,0.015,0.0,-4.85,-5.6,-4.1,-5.6,-4.1,3.844900000000002,0.224,0.264,0.5,0.104,0.463,1.0,0.0826,0.389,1.0,0.739,0.0435,0.0,0.343,0.134,0.0,1.75,0.39375000000000004,0.5387749999999994,0.09325249999999996,0.7038411204477517,0.572877827380589,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
RAHBGWKEPAQNFF-UHFFFAOYSA-N,CHEMBL572881,MOTESANIB,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,,114,6,108,42,1,1,3.0,1.9459101490553132,3.7612001156935624,0.6931471805599453,2.155946624897175,0.75,0.022,0.74,1.0,0.381,0.0995,0.0,0.156,0.409,1,0.247,0.213,0.0,0.132,0.781,1.0,-4.28,-5.55,-3.01,-5.55,-3.01,4.044100000000002,0.0433,0.695,1.0,0.012,0.816,1.0,0.00414,0.943,1.0,0.0136,0.89,1.0,0.364,0.146,0.0,1.5,0.46499999999999997,0.4889749999999995,0.09539749999999995,0.6912728094576939,0.5681415130390398,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
RXRGZNYSEHTMHC-BQBZGAKWSA-N,CHEMBL359164,TROXACITABINE,Nc1ccn([C@@H]2CO[C@H](CO)O2)c(=O)n1,2.0,157,11,132,22,0,0,2.0,2.4849066497880004,3.1354942159291497,0.0,2.019368970447289,0.5,0.605,0.0709,0.0,0.233,0.174,0.0,0.154,0.353,1,0.242,0.213,0.0,0.763,0.0148,0.0,-0.98,-1.8,-0.156,-1.8,-0.156,-1.3107000000000002,0.591,0.0623,0.0,0.421,0.168,0.0,0.56,0.044,0.0,0.613,0.0787,0.0,0.593,0.0673,0.0,0.0,0.8775,0.17232499999999995,0.10498249999999998,0.6449493310446057,0.5639543063879149,30.0,"[30.0, 10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258]"
PVPJTBAEAQVTPN-HRAQMCAYSA-N,CHEMBL4297599,ASPACYTARABINE,N[C@@H](CC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1)C(=O)O,2.0,157,11,132,22,0,0,2.0,2.4849066497880004,3.1354942159291497,0.0,2.019368970447289,0.5,0.934,0.00743,0.0,0.479,0.0654,0.0,0.194,0.247,1,0.94,0.011,0.0,0.982,0.0039,0.0,-1.77,-2.36,-1.17,-2.36,-1.17,-3.404699999999998,0.614,0.0569,0.0,0.914,0.0151,0.0,0.964,0.00224,0.0,0.446,0.129,0.0,0.872,0.0292,0.0,0.0,0.77875,0.0,0.07787500000000001,0.6449493310446057,0.5598881813879149,30.0,"[30.0, 10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258]"
MPVGZUGXCQEXTM-UHFFFAOYSA-N,CHEMBL223360,LINIFANIB,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,,117,5,112,45,1,1,3.0,1.791759469228055,3.828641396489095,0.6931471805599453,2.101235280060017,0.75,0.105,0.478,1.0,0.792,0.0314,0.0,0.123,0.485,1,0.633,0.0767,0.0,0.62,0.067,0.0,-5.54,-6.54,-4.54,-6.54,-4.54,4.903620000000003,0.2,0.27,0.5,0.5,0.158,0.0,0.0885,0.369,1.0,0.0153,0.89,1.0,0.245,0.158,0.0,1.05,0.3075,0.2740949999999993,0.058159499999999933,0.6727161882320375,0.5569076849972319,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
CTNPALGJUAXMMC-PMFHANACSA-N,CHEMBL1721885,SU-014813,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,2.0,158,6,152,61,0,0,2.0,1.9459101490553132,4.127134385045092,0.0,2.045263235788095,0.5,0.338,0.167,0.0,0.09,0.363,1.0,0.0858,0.614,1,0.86,0.0226,0.0,0.396,0.263,0.5,-1.94,-2.5,-1.38,-2.5,-1.38,1.68624,0.0508,0.658,1.0,0.926,0.0118,0.0,0.391,0.0885,0.0,0.197,0.311,1.0,0.492,0.0923,0.0,1.6,0.7575000000000001,0.9215599999999999,0.167906,0.6537319715605018,0.5448580758264264,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
SPMVMDHWKHCIDT-UHFFFAOYSA-N,CHEMBL1289494,TIVOZANIB,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,,152,4,144,32,2,2,4.0,1.6094379124341003,3.4965075614664802,1.0986122886681096,2.0733936823906163,1.0,0.547,0.0852,0.0,0.165,0.24,1.0,0.0616,0.849,1,0.629,0.074,0.0,0.0978,0.835,1.0,-6.16,-6.8,-5.52,-6.8,-5.52,5.6381200000000025,0.558,0.0759,0.0,0.902,0.0169,0.0,0.0368,0.584,1.0,0.811,0.0212,0.0,0.46,0.111,0.0,1.3,0.22999999999999998,0.09046999999999938,0.03204699999999994,0.6632730648029586,0.5393391550825148,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
XXJWYDDUDKYVKI-UHFFFAOYSA-N,CHEMBL491473,CEDIRANIB,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,,103,5,98,38,1,1,3.0,1.791759469228055,3.6635616461296463,0.6931471805599453,2.053568502143726,0.75,0.459,0.124,0.0,0.506,0.0599,0.0,0.0962,0.688,1,0.0401,0.482,1.0,0.665,0.0591,0.0,-3.6,-4.31,-2.88,-4.31,-2.88,5.224220000000004,0.789,0.0264,0.0,0.0539,0.61,1.0,0.555,0.0476,0.0,0.249,0.27,0.5,0.2,0.175,0.5,1.5999999999999999,0.55,0.19394499999999892,0.0743944999999999,0.6565488952241101,0.5332257359404935,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
MMMVNAGRWOJNMW-FJBFXRHMSA-N,CHEMBL3039504,NINTEDANIB ESYLATE,CCS(=O)(=O)O.COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,,62,4,58,22,1,1,4.0,1.6094379124341003,3.1354942159291497,0.6931471805599453,1.883996657107784,1.0,0.46,0.131,0.0,0.474,0.075,0.0,0.151,0.357,1,0.711,0.0532,0.0,0.0226,0.936,1.0,-2.14,-2.69,-1.58,-2.69,-1.58,3.5100000000000025,0.576,0.0763,0.0,0.605,0.0768,0.0,0.785,0.014,0.0,0.473,0.113,0.0,0.852,0.0199,0.0,0.0,0.7324999999999999,0.6224999999999994,0.13549999999999993,0.5990346720180568,0.5295044712153483,30.0,"[30.0, 10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258]"
JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL4297216,FEDRATINIB HYDROCHLORIDE,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,,264,2,260,64,2,1,4.0,1.0986122886681096,4.174387269895637,0.6931471805599453,1.9402517614147348,1.0,0.159,0.322,1.0,0.739,0.0274,0.0,0.154,0.333,1,0.25,0.208,0.0,0.209,0.397,1.0,-3.65,-4.32,-2.99,-4.32,-2.99,4.823620000000004,0.917,0.00878,0.0,0.668,0.0921,0.0,0.517,0.0451,0.0,0.254,0.256,0.5,0.741,0.0395,0.0,0.44999999999999996,0.54375,0.2940949999999991,0.08378449999999991,0.6181148950639522,0.5278403358043593,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
DMQYDVBIPXAAJA-VHXPQNKSSA-N,CHEMBL5314391,XL-999,CCN1CCC(Nc2ccc3c(c2)/C(=C(\c2cccc(F)c2)c2nc(C)c[nH]2)C(=O)N3)CC1,2.0,158,6,152,61,0,0,2.0,1.9459101490553132,4.127134385045092,0.0,2.045263235788095,0.5,0.578,0.0834,0.0,0.133,0.303,1.0,0.155,0.389,1,0.709,0.0451,0.0,0.279,0.341,0.5,-5.07,-5.64,-4.5,-5.64,-4.5,4.664620000000004,0.0879,0.527,1.0,0.496,0.142,0.0,0.831,0.0122,0.0,0.107,0.491,1.0,0.047,0.287,1.0,1.9000000000000001,0.36624999999999996,0.33384499999999906,0.0700094999999999,0.6537319715605018,0.5234236008264265,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
CXQHYVUVSFXTMY-UHFFFAOYSA-N,CHEMBL1230609,FORETINIB,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,2.0,158,6,152,61,0,0,2.0,1.9459101490553132,4.127134385045092,0.0,2.045263235788095,0.5,0.757,0.0278,0.0,0.088,0.473,1.0,0.0223,0.975,1,0.0969,0.344,1.0,0.255,0.503,0.5,-5.35,-5.81,-4.89,-5.81,-4.89,5.772400000000005,0.827,0.0201,0.0,0.497,0.136,0.0,0.911,0.00401,0.0,0.8,0.0319,0.0,0.327,0.139,0.0,2.0,0.33125000000000004,0.05689999999999884,0.03881499999999989,0.6537319715605018,0.5164944258264265,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
KSMZEXLVHXZPEF-UHFFFAOYSA-N,CHEMBL4303201,CATEQUENTINIB,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(N)CC1,,76,4,72,32,1,1,3.0,1.6094379124341003,3.4965075614664802,0.6931471805599453,1.9175893859901463,0.75,0.16,0.337,1.0,0.619,0.0471,0.0,0.223,0.197,0,0.549,0.0984,0.0,0.179,0.566,1.0,-4.05,-4.69,-3.41,-4.69,-3.41,4.834620000000004,0.751,0.0307,0.0,0.149,0.401,1.0,0.541,0.0467,0.0,0.428,0.141,0.0,0.124,0.185,1.0,0.8999999999999999,0.49375,0.2913449999999991,0.07850949999999991,0.610428424952874,0.5103905862099428,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
LOLPPWBBNUVNQZ-UHFFFAOYSA-N,CHEMBL495727,AT-9283,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,2.0,159,3,156,75,0,0,2.0,1.3862943611198906,4.330733340286331,0.0,1.842939643947406,0.5,0.149,0.356,1.0,0.311,0.125,0.0,0.161,0.359,1,0.955,0.00761,0.0,0.975,0.00625,0.0,-0.99,-1.41,-0.566,-1.41,-0.566,2.0691,0.382,0.132,0.0,0.288,0.267,0.5,0.132,0.308,1.0,0.721,0.0381,0.0,0.976,0.0165,0.0,0.75,0.87625,0.982725,0.18589750000000002,0.5851092339916005,0.5083524738928604,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
YCOYDOIWSSHVCK-UHFFFAOYSA-N,CHEMBL101253,VATALANIB,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,,103,5,98,38,1,1,3.0,1.791759469228055,3.6635616461296463,0.6931471805599453,2.053568502143726,0.75,0.126,0.418,1.0,0.73,0.0327,0.0,0.209,0.192,0,0.003,0.909,1.0,0.276,0.422,0.5,-4.27,-4.98,-3.56,-4.98,-3.56,5.012600000000003,0.0032,0.956,1.0,0.0521,0.556,1.0,0.018,0.696,1.0,0.0175,0.848,1.0,0.124,0.212,1.0,2.8,0.46625000000000005,0.24684999999999935,0.07130999999999994,0.6565488952241101,0.5057630609404935,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
BAHHBHSHSRTKNK-BJILWQEISA-N,CHEMBL5095049,PACRITINIB CITRATE,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1.O=C(O)CC(O)(CC(=O)O)C(=O)O,,132,2,130,64,1,1,4.0,1.0986122886681096,4.174387269895637,0.6931471805599453,1.9402517614147348,1.0,1.0,0.002,0.0,0.694,0.0345,0.0,0.16,0.335,1,0.0332,0.544,1.0,0.993,0.00586,0.0,-4.05,-5.68,-2.41,-5.68,-2.41,3.7163,0.0973,0.447,1.0,0.975,0.00651,0.0,0.129,0.281,1.0,0.345,0.186,0.0,0.932,0.0155,0.0,1.6,0.49375,0.570925,0.1064675,0.6181148950639522,0.5053677858043594,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
HWXVIOGONBBTBY-ONEGZZNKSA-N,CHEMBL2035187,PACRITINIB,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,,132,2,130,64,1,1,4.0,1.0986122886681096,4.174387269895637,0.6931471805599453,1.9402517614147348,1.0,0.993,0.00201,0.0,0.644,0.0392,0.0,0.0981,0.543,1,0.0287,0.55,1.0,0.826,0.0202,0.0,-5.38,-6.74,-4.02,-6.74,-4.02,4.466800000000004,0.0645,0.635,1.0,0.282,0.257,0.5,0.35,0.104,0.0,0.22,0.324,0.5,0.491,0.11,0.0,1.5999999999999999,0.3275,0.3832999999999991,0.07107999999999991,0.6181148950639522,0.5000596608043594,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
UIARLYUEJFELEN-LROUJFHJSA-N,CHEMBL603469,LESTAURTINIB,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,,143,3,140,68,1,1,3.0,1.3862943611198906,4.23410650459726,0.6931471805599453,2.0231832467491953,0.75,0.411,0.145,0.0,0.0877,0.383,1.0,0.211,0.192,0,0.162,0.266,1.0,0.974,0.00245,0.0,-4.77,-5.44,-4.1,-5.44,-4.1,3.474400000000002,0.12,0.436,1.0,0.215,0.316,0.5,0.112,0.326,1.0,0.269,0.224,0.5,0.225,0.157,0.0,2.8999999999999995,0.40375000000000005,0.6313999999999995,0.10351499999999997,0.6462430312962655,0.4995838266018257,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
WJEOLQLKVOPQFV-UHFFFAOYSA-N,CHEMBL1908391,MASITINIB,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,,81,3,78,30,1,1,4.0,1.3862943611198906,3.4339872044851463,0.6931471805599453,1.8619727780174782,1.0,0.207,0.311,1.0,0.928,0.00863,0.0,0.031,0.909,1,0.846,0.027,0.0,0.148,0.628,1.0,-0.884,-1.79,0.0163,-1.79,0.0163,5.256820000000005,0.982,0.00259,0.0,0.0161,0.798,1.0,0.638,0.0347,0.0,0.215,0.31,0.5,0.166,0.221,1.0,1.05,0.8895,0.18579499999999882,0.10752949999999989,0.5915647627439407,0.49533447333234953,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
JGWRKYUXBBNENE-UHFFFAOYSA-N,CHEMBL3989973,PEXIDARTINIB HYDROCHLORIDE,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,,192,2,188,44,2,1,4.0,1.0986122886681096,3.8066624897703196,0.6931471805599453,1.8299343273771398,1.0,0.0817,0.515,1.0,0.778,0.031,0.0,0.145,0.457,1,0.875,0.0197,0.0,0.0688,0.869,1.0,-5.87,-6.48,-5.25,-6.48,-5.25,5.228000000000002,0.16,0.339,1.0,0.0608,0.598,1.0,0.112,0.322,1.0,0.918,0.00992,0.0,0.44,0.127,0.0,1.2,0.26625,0.1929999999999994,0.04592499999999994,0.5806981793148697,0.47348220241763916,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
WUWDLXZGHZSWQZ-WQLSENKSSA-N,CHEMBL276711,SEMAXANIB,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,,63,3,60,29,1,1,3.0,1.3862943611198906,3.4011973816621555,0.6931471805599453,1.782680737501684,0.75,0.0959,0.466,1.0,0.222,0.165,0.0,0.273,0.129,0,0.592,0.0781,0.0,0.16,0.619,1.0,-3.82,-4.73,-2.92,-4.73,-2.92,3.1242400000000004,0.00533,0.936,1.0,0.624,0.0986,0.0,0.0599,0.464,1.0,0.0713,0.582,1.0,0.259,0.159,0.0,1.2,0.5225,0.7189399999999999,0.12414399999999999,0.5646710286118258,0.47159197432005195,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
BLQYVHBZHAISJM-CMDGGOBGSA-N,CHEMBL482968,ENMD-2076,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,2.0,111,3,108,51,0,0,2.0,1.3862943611198906,3.9512437185814275,0.0,1.7376312739242954,0.5,0.223,0.272,0.5,0.799,0.024,0.0,0.0769,0.673,1,0.744,0.0482,0.0,0.226,0.436,1.0,-4.6,-5.18,-4.03,-5.18,-4.03,3.1739200000000016,0.149,0.369,1.0,0.728,0.0572,0.0,0.0797,0.404,1.0,0.638,0.0665,0.0,0.195,0.18,0.5,0.9,0.42500000000000004,0.7065199999999996,0.11315199999999997,0.5493914584511442,0.4637055396834726,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
OVSKGTONMLKNPZ-UHFFFAOYSA-N,CHEMBL52885,ENMD-981693,Cn1cc(C2=C(c3cn(C)c4cc([N+](=O)[O-])ccc34)C(=O)NC2=O)c2ccccc21,2.0,110,4,106,44,0,0,2.0,1.6094379124341003,3.8066624897703196,0.0,1.8007138754120349,0.5,0.158,0.343,1.0,0.0271,0.739,1.0,0.356,0.0488,0,0.866,0.0232,0.0,0.084,0.69,1.0,-3.81,-4.33,-3.28,-4.33,-3.28,3.1454000000000013,0.831,0.0194,0.0,0.501,0.117,0.0,0.0279,0.64,1.0,0.56,0.0788,0.0,0.087,0.209,1.0,1.9000000000000001,0.5237499999999999,0.7136499999999997,0.12373999999999996,0.5707873854790971,0.46098027765723254,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
QFCXANHHBCGMAS-UHFFFAOYSA-N,CHEMBL2079588,TELATINIB,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1,2.0,76,4,72,32,0,0,2.0,1.6094379124341003,3.4965075614664802,0.0,1.7146458828077196,0.5,0.955,0.00726,0.0,0.649,0.0397,0.0,0.224,0.203,0.5,0.416,0.133,0.0,0.285,0.407,0.5,-4.03,-4.6,-3.47,-4.6,-3.47,3.953400000000002,0.0875,0.529,1.0,0.569,0.109,0.0,0.024,0.64,1.0,0.877,0.0123,0.0,0.217,0.179,0.5,0.75,0.49624999999999997,0.5116499999999995,0.10078999999999994,0.5415954300781737,0.4585996155664476,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
NHFDRBXTEDBWCZ-ZROIWOOFSA-N,CHEMBL274654,ORANTINIB,Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O,,55,3,52,21,1,1,3.0,1.3862943611198906,3.091042453358316,0.6931471805599453,1.6931235019539503,0.75,0.546,0.0854,0.0,0.413,0.0843,0.0,0.214,0.202,0.5,0.805,0.0358,0.0,0.559,0.0819,0.0,-3.68,-4.59,-2.77,-4.59,-2.77,3.141440000000001,0.0547,0.662,1.0,0.887,0.0196,0.0,0.205,0.199,0.5,0.199,0.302,1.0,0.358,0.131,0.0,0.75,0.54,0.7146399999999997,0.125464,0.5342956155595133,0.4560958732255863,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
DWYRIWUZIJHQKQ-SANMLTNESA-N,CHEMBL4204794,AVAPRITINIB,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,,68,2,66,30,1,1,4.0,1.0986122886681096,3.4339872044851463,0.6931471805599453,1.7181317417915878,1.0,0.499,0.109,0.0,0.849,0.0149,0.0,0.0797,0.694,1,0.184,0.251,1.0,0.0276,0.905,1.0,-4.08,-4.71,-3.46,-4.71,-3.46,2.6077000000000004,0.906,0.00898,0.0,0.724,0.0653,0.0,0.508,0.0518,0.0,0.149,0.38,1.0,0.227,0.154,0.0,1.3,0.49,0.8480749999999999,0.1338075,0.5427777399812151,0.45218220398403286,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
XZXHXSATPCNXJR-ZIADKAODSA-N,CHEMBL502835,NINTEDANIB,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,3.0,62,4,58,22,0,0,3.0,1.6094379124341003,3.1354942159291497,0.0,1.6799159502084524,0.75,0.187,0.313,1.0,0.316,0.124,0.0,0.0486,0.866,1,0.583,0.0918,0.0,0.0174,0.918,1.0,-3.58,-4.24,-2.92,-4.24,-2.92,3.6159000000000026,0.219,0.251,0.5,0.308,0.213,0.5,0.534,0.0458,0.0,0.235,0.285,0.5,0.546,0.102,0.0,0.75,0.5525,0.5960249999999994,0.11485249999999994,0.5298159681337568,0.4506964479136932,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
NXQKSXLFSAEQCZ-SFHVURJKSA-N,CHEMBL4535757,SOTORASIB,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,4.0,69,1,68,68,0,0,4.0,0.6931471805599453,4.23410650459726,0.0,1.6168055416591505,1.0,0.417,0.154,0.0,0.696,0.0458,0.0,0.06,0.809,1,0.921,0.0162,0.0,0.546,0.102,0.0,-3.38,-3.92,-2.84,-3.92,-2.84,4.481420000000004,0.563,0.0651,0.0,0.462,0.178,0.0,0.758,0.0158,0.0,0.355,0.147,0.0,0.599,0.0447,0.0,0.0,0.5775,0.3796449999999989,0.0957144999999999,0.5084106096960962,0.4465061932416817,30.0,"[30.0, 10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258]"
CEFJVGZHQAGLHS-UHFFFAOYSA-N,CHEMBL4216467,RIPRETINIB,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,,68,2,66,30,1,1,4.0,1.0986122886681096,3.4339872044851463,0.6931471805599453,1.7181317417915878,1.0,0.0778,0.498,1.0,0.983,0.00165,0.0,0.102,0.611,1,0.241,0.207,0.0,0.141,0.607,1.0,-6.62,-7.57,-5.67,-7.57,-5.67,5.670700000000004,0.91,0.00969,0.0,0.82,0.0446,0.0,0.025,0.702,1.0,0.103,0.479,1.0,0.473,0.123,0.0,0.8999999999999999,0.1725,0.0823249999999991,0.025482499999999908,0.5427777399812151,0.44493345398403283,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
