chembl_id,drug_name,smiles,inchikey,molecular_weight,clinical_phase,status_any,targets,target_evidence_count,pathway_ids,pathway_names,pathway_link_count,moa_links,moa_link_count,provenance_sources
CHEMBL4297507,DELGOCITINIB,C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,LOWWYYZBZNSPDT-ZBEGNZNMSA-N,310.36100000000005,3.0,Recruiting,JAK2,1.0,R-HSA-5673001|R-HSA-69231|R-HSA-983231|R-HSA-877300|R-HSA-6785807|R-HSA-9674555|R-HSA-9705462|R-HSA-512988|R-HSA-912526|R-HSA-1059683|R-HSA-110056|R-HSA-112411|R-HSA-1170546|R-HSA-1433557|R-HSA-2586552|R-HSA-3214858|R-HSA-5673000|R-HSA-6788467|R-HSA-6802946|R-HSA-6802952|R-HSA-6802955|R-HSA-877312|R-HSA-8854691|R-HSA-8984722|R-HSA-9006335|R-HSA-9020591|R-HSA-9020933|R-HSA-9020956|R-HSA-9027276|R-HSA-9027277|R-HSA-9027283|R-HSA-9027284|R-HSA-9649948|R-HSA-9656223|R-HSA-9670439|R-HSA-9679191|R-HSA-9732724|R-HSA-982772,"RAF/MAP kinase cascade|Cyclin D associated events in G1|Factors involved in megakaryocyte development and platelet production|Interferon gamma signaling|Interleukin-4 and Interleukin-13 signaling|Signaling by CSF3 (G-CSF)|Inactivation of CSF3 (G-CSF) signaling|Interleukin-3, Interleukin-5 and GM-CSF signaling|Interleukin receptor SHC signaling|Interleukin-6 signaling|MAPK3 (ERK1) activation|MAPK1 (ERK2) activation|Prolactin receptor signaling|Signaling by SCF-KIT|Signaling by Leptin|RMTs methylate histone arginines|RAF activation|IL-6-type cytokine receptor ligand interactions|Signaling by moderate kinase activity BRAF mutants|Signaling by BRAF and RAF1 fusions|Paradoxical activation of RAF signaling by kinase inactive BRAF|Regulation of IFNG signaling|Interleukin-20 family signaling|Interleukin-35 Signalling|Signaling by Erythropoietin|Interleukin-12 signaling|Interleukin-23 signaling|Interleukin-27 signaling|Erythropoietin activates Phosphoinositide-3-kinase (PI3K)|Erythropoietin activates Phospholipase C gamma (PLCG)|Erythropoietin activates STAT5|Erythropoietin activates RAS|Signaling downstream of RAS mutants|Signaling by RAF1 mutants|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants|Potential therapeutics for SARS|IFNG signaling activates MAPKs|Growth hormone receptor signaling|RMTs methylate histone arginine|Interleukin-4 and Interleukin-13 signalin|RAF/MAP kinase cascad|Interleukin-3, Interleukin-5 and GM-CSF signalin|Interleukin receptor SHC signalin|RAF activatio|Signaling by moderate kinase activity BRAF mutant|Signaling by BRAF and RAF1 fusion|Paradoxical activation of RAF signaling by kinase inactive BRA|Signaling downstream of RAS mutant|Signaling by RAF1 mutant|IFNG signaling activates MAPK|Interferon gamma signalin|Interleukin-6 signalin|Signaling by CSF3 (G-CSF|Inactivation of CSF3 (G-CSF) signalin|Cyclin D associated events in G|Factors involved in megakaryocyte development and platelet productio|Signaling by SCF-KI|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant|Prolactin receptor signalin|Signaling by Lepti|Interleukin-20 family signalin|Erythropoietin activates STAT|Growth hormone receptor signalin|Erythropoietin activates RA|MAPK3 (ERK1) activatio|MAPK1 (ERK2) activatio|Regulation of IFNG signalin|IL-6-type cytokine receptor ligand interaction|Interleukin-35 Signallin|Signaling by Erythropoieti|Interleukin-12 signalin|Interleukin-23 signalin|Interleukin-27 signalin|Erythropoietin activates Phosphoinositide-3-kinase (PI3K|Erythropoietin activates Phospholipase C gamma (PLCG|Potential therapeutics for SAR",38.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL1152,PREDNISOLONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,LRJOMUJRLNCICJ-JZYPGELDSA-N,402.48700000000014,,,,,,,,Glucocorticoid receptor agonist,1.0,mechanism_drug_candidate
CHEMBL270995,BRIVANIB ALANINATE,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1,LTEJRLHKIYCEOX-OCCSQVGLSA-N,441.46300000000025,3.0,Completed,KDR|FLT4,2.0,R-HSA-5218921|R-HSA-4420097|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768,VEGFR2 mediated cell proliferation|VEGFA-VEGFR2 Pathway|VEGF binds to VEGFR leading to receptor dimerization|NOTCH4 Intracellular Domain Regulates Transcription|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells|Neurophilin interactions with VEGF and VEGFR|Integrin cell surface interactions|Signaling by membrane-tethered fusions of PDGFRA or PDGFRB|VEGF binds to VEGFR leading to receptor dimerizatio|NOTCH4 Intracellular Domain Regulates Transcriptio|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell|VEGFR2 mediated cell proliferatio|VEGFA-VEGFR2 Pathwa|Neurophilin interactions with VEGF and VEGF|Integrin cell surface interaction|Signaling by membrane-tethered fusions of PDGFRA or PDGFR,8.0,Vascular endothelial growth factor receptor inhibitor,1.0,protein_drug_candidates|pathway_drug_candidates|mechanism_drug_candidate
CHEMBL2040682,CICLESONIDE,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,LUKZNWIVRBCLON-GXOBDPJESA-N,540.6970000000002,,,,,,,,Glucocorticoid receptor agonist,1.0,mechanism_drug_candidate
CHEMBL2110732,DACOMITINIB ANHYDROUS,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,LVXJQMNHJWSHET-AATRIKPKSA-N,469.9480000000004,,,,,,,,Epidermal growth factor receptor erbB1 inhibitor,1.0,mechanism_drug_candidate
CHEMBL1265,ADAPALENE,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,LZCDAPDGXCYOEH-UHFFFAOYSA-N,412.5290000000003,4.0,"Active, not recruiting",RARG|RARA|RARB,3.0,R-HSA-383280|R-HSA-5362517|R-HSA-5617472|R-HSA-9616222|R-HSA-4090294|R-HSA-9839394,Nuclear Receptor transcription pathway|Signaling by Retinoic Acid|Activation of anterior HOX genes in hindbrain development during early embryogenesis|Transcriptional regulation of granulopoiesis|SUMOylation of intracellular receptors|TGFBR3 expression|Transcriptional regulation of granulopoiesi|Nuclear Receptor transcription pathwa|SUMOylation of intracellular receptor|Signaling by Retinoic Aci|Activation of anterior HOX genes in hindbrain development during early embryogenesi|TGFBR3 expressio,6.0,Retinoic acid receptor agonist,1.0,protein_drug_candidates|pathway_drug_candidates|mechanism_drug_candidate
CHEMBL5314406,4SC-203,COc1ccc(C)cc1NC(=O)Nc1nc2ccc(Nc3ncnc4cc(OCCCN5CCN(C)CC5)c(OC)cc34)cc2s1,MAFACRSJGNJHCF-UHFFFAOYSA-N,642.7860000000003,1.0,Completed,FLT3|KDR|FLT4,3.0,R-HSA-1257604|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-109704|R-HSA-9607240|R-HSA-9645135|R-HSA-9702509|R-HSA-9702518|R-HSA-9702569|R-HSA-9702577|R-HSA-9702581|R-HSA-9702590|R-HSA-9702596|R-HSA-9702600|R-HSA-9702605|R-HSA-9702614|R-HSA-9702620|R-HSA-9702624|R-HSA-9702632|R-HSA-9702636|R-HSA-9702998|R-HSA-9703009|R-HSA-9703648|R-HSA-9706369|R-HSA-9706374|R-HSA-9706377|R-HSA-5218921|R-HSA-4420097|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768,"PIP3 activates AKT signaling|Constitutive Signaling by Aberrant PI3K in Cancer|RAF/MAP kinase cascade|PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling|PI3K Cascade|FLT3 Signaling|STAT5 Activation|FLT3 mutants bind TKIs|STAT5 activation downstream of FLT3 ITD mutants|KW2449-resistant FLT3 mutants|semaxanib-resistant FLT3 mutants|crenolanib-resistant FLT3 mutants|gilteritinib-resistant FLT3 mutants|lestaurtinib-resistant FLT3 mutants|midostaurin-resistant FLT3 mutants|pexidartinib-resistant FLT3 mutants|ponatinib-resistant FLT3 mutants|quizartinib-resistant FLT3 mutants|sorafenib-resistant FLT3 mutants|sunitinib-resistant FLT3 mutants|tandutinib-resistant FLT3 mutants|linifanib-resistant FLT3 mutants|tamatinib-resistant FLT3 mutants|Signaling by FLT3 ITD and TKD mutants|Negative regulation of FLT3|FLT3 signaling through SRC family kinases|FLT3 signaling by CBL mutants|VEGFR2 mediated cell proliferation|VEGFA-VEGFR2 Pathway|VEGF binds to VEGFR leading to receptor dimerization|NOTCH4 Intracellular Domain Regulates Transcription|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells|Neurophilin interactions with VEGF and VEGFR|Integrin cell surface interactions|Signaling by membrane-tethered fusions of PDGFRA or PDGFRB|PI3K Cascad|PIP3 activates AKT signalin|Constitutive Signaling by Aberrant PI3K in Cance|RAF/MAP kinase cascad|PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin|FLT3 Signalin|STAT5 Activatio|FLT3 mutants bind TKI|STAT5 activation downstream of FLT3 ITD mutant|KW2449-resistant FLT3 mutant|semaxanib-resistant FLT3 mutant|crenolanib-resistant FLT3 mutant|gilteritinib-resistant FLT3 mutant|lestaurtinib-resistant FLT3 mutant|midostaurin-resistant FLT3 mutant|pexidartinib-resistant FLT3 mutant|ponatinib-resistant FLT3 mutant|quizartinib-resistant FLT3 mutant|sorafenib-resistant FLT3 mutant|sunitinib-resistant FLT3 mutant|tandutinib-resistant FLT3 mutant|linifanib-resistant FLT3 mutant|tamatinib-resistant FLT3 mutant|Signaling by FLT3 ITD and TKD mutant|Negative regulation of FLT|FLT3 signaling through SRC family kinase|FLT3 signaling by CBL mutant|VEGF binds to VEGFR leading to receptor dimerizatio|NOTCH4 Intracellular Domain Regulates Transcriptio|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell|VEGFR2 mediated cell proliferatio|VEGFA-VEGFR2 Pathwa|Neurophilin interactions with VEGF and VEGF|Integrin cell surface interaction|Signaling by membrane-tethered fusions of PDGFRA or PDGFR",35.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL1277072,HENATINIB,Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(C[C@H](O)CN1CCOCC1)CCC2,MCTXSDCWFQAGFS-UEXNTNOUSA-N,468.52900000000045,1.0,Terminated,KDR,1.0,R-HSA-5218921|R-HSA-4420097|R-HSA-195399|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768,VEGFR2 mediated cell proliferation|VEGFA-VEGFR2 Pathway|VEGF binds to VEGFR leading to receptor dimerization|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells|Neurophilin interactions with VEGF and VEGFR|Integrin cell surface interactions|Signaling by membrane-tethered fusions of PDGFRA or PDGFRB|VEGF binds to VEGFR leading to receptor dimerizatio|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell|VEGFR2 mediated cell proliferatio|VEGFA-VEGFR2 Pathwa|Neurophilin interactions with VEGF and VEGF|Integrin cell surface interaction|Signaling by membrane-tethered fusions of PDGFRA or PDGFR,7.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL3707313,TRIFAROTENE,CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1,MFBCDACCJCDGBA-UHFFFAOYSA-N,459.58600000000035,4.0,,RARG,1.0,R-HSA-383280|R-HSA-5362517|R-HSA-5617472,Nuclear Receptor transcription pathway|Signaling by Retinoic Acid|Activation of anterior HOX genes in hindbrain development during early embryogenesis|Nuclear Receptor transcription pathwa|Signaling by Retinoic Aci|Activation of anterior HOX genes in hindbrain development during early embryogenesi,3.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL2105758,AVATROMBOPAG MALEATE,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1.O=C(O)/C=C\C(=O)O,MISPBGHDNZYFNM-BTJKTKAUSA-N,765.7420000000004,4.0,,MPL,1.0,R-HSA-76009,Platelet Aggregation (Plug Formation,1.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL4650281,CLN-081,C=CC(=O)N[C@H]1C=C(C)c2c(-c3cnc4ccccc4c3)c3c(N)ncnc3n2C1,MKCYPWYURWOKST-INIZCTEOSA-N,396.4540000000002,,,,,,,,Epidermal growth factor receptor erbB1 inhibitor,1.0,mechanism_drug_candidate
CHEMBL3039504,NINTEDANIB ESYLATE,CCS(=O)(=O)O.COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,MMMVNAGRWOJNMW-FJBFXRHMSA-N,649.7700000000002,4.0,,PDGFRB|KDR|FLT4|PDGFRA,4.0,R-HSA-1257604|R-HSA-186763|R-HSA-186797|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-5218921|R-HSA-9673767|R-HSA-9673770|R-HSA-9674396|R-HSA-9674401|R-HSA-9674403|R-HSA-9674404|R-HSA-9674428|R-HSA-4420097|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768|R-HSA-2028269,"PIP3 activates AKT signaling|Downstream signal transduction|Signaling by PDGF|Constitutive Signaling by Aberrant PI3K in Cancer|RAF/MAP kinase cascade|PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling|VEGFR2 mediated cell proliferation|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants|Signaling by PDGFRA extracellular domain mutants|Imatinib-resistant PDGFR mutants|Sunitinib-resistant PDGFR mutants|Regorafenib-resistant PDGFR mutants|Sorafenib-resistant PDGFR mutants|PDGFR mutants bind TKIs|VEGFA-VEGFR2 Pathway|VEGF binds to VEGFR leading to receptor dimerization|NOTCH4 Intracellular Domain Regulates Transcription|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells|Neurophilin interactions with VEGF and VEGFR|Integrin cell surface interactions|Signaling by membrane-tethered fusions of PDGFRA or PDGFRB|PIP3 activates AKT signalin|Constitutive Signaling by Aberrant PI3K in Cance|RAF/MAP kinase cascad|PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin|VEGF binds to VEGFR leading to receptor dimerizatio|NOTCH4 Intracellular Domain Regulates Transcriptio|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell|VEGFR2 mediated cell proliferatio|VEGFA-VEGFR2 Pathwa|Downstream signal transductio|Signaling by PDG|Neurophilin interactions with VEGF and VEGF|Integrin cell surface interaction|Signaling by membrane-tethered fusions of PDGFRA or PDGFR|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutant|Signaling by PDGFRA extracellular domain mutant|Imatinib-resistant PDGFR mutant|Sunitinib-resistant PDGFR mutant|Regorafenib-resistant PDGFR mutant|Sorafenib-resistant PDGFR mutant|PDGFR mutants bind TKI",22.0,Platelet-derived growth factor receptor inhibitor | Vascular endothelial growth factor receptor inhibitor,1.0,protein_drug_candidates|pathway_drug_candidates|mechanism_drug_candidate
CHEMBL3545027,XL-281,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cc(Cl)ccc3C)ccc2[nH]1,MMNNTJYFHUDSKL-UHFFFAOYSA-N,462.8930000000002,1.0,Completed,RAF1|BRAF,2.0,R-HSA-5673000|R-HSA-6802946|R-HSA-6802952|R-HSA-6802955|R-HSA-9649948|R-HSA-9656223|R-HSA-9732724|R-HSA-2672351|R-HSA-392517|R-HSA-430116|R-HSA-5621575|R-HSA-5674135|R-HSA-5674499|R-HSA-5675221|R-HSA-6802948|R-HSA-9726840|R-HSA-9726842|R-HSA-1295596|R-HSA-170968|R-HSA-170984|R-HSA-187706,RAF activation|Signaling by moderate kinase activity BRAF mutants|Signaling by BRAF and RAF1 fusions|Paradoxical activation of RAF signaling by kinase inactive BRAF|Signaling downstream of RAS mutants|Signaling by RAF1 mutants|IFNG signaling activates MAPKs|Stimuli-sensing channels|Rap1 signalling|GP1b-IX-V activation signalling|CD209 (DC-SIGN) signaling|MAP2K and MAPK activation|Negative feedback regulation of MAPK pathway|Negative regulation of MAPK pathway|Signaling by high-kinase activity BRAF mutants|SHOC2 M1731 mutant abolishes MRAS complex function|Gain-of-function MRAS complexes activate RAF signaling|Spry regulation of FGF signaling|Frs2-mediated activation|ARMS-mediated activation|Signalling to p38 via RIT and RIN|Stimuli-sensing channel|Rap1 signallin|GP1b-IX-V activation signallin|CD209 (DC-SIGN) signalin|RAF activatio|MAP2K and MAPK activatio|Negative feedback regulation of MAPK pathwa|Negative regulation of MAPK pathwa|Signaling by moderate kinase activity BRAF mutant|Signaling by high-kinase activity BRAF mutant|Signaling by BRAF and RAF1 fusion|Paradoxical activation of RAF signaling by kinase inactive BRA|Signaling downstream of RAS mutant|Signaling by RAF1 mutant|SHOC2 M1731 mutant abolishes MRAS complex functio|Gain-of-function MRAS complexes activate RAF signalin|IFNG signaling activates MAPK|Spry regulation of FGF signalin|Frs2-mediated activatio|ARMS-mediated activatio|Signalling to p38 via RIT and RI,21.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL223360,LINIFANIB,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,MPVGZUGXCQEXTM-UHFFFAOYSA-N,375.40700000000015,3.0,Terminated,FLT3|PDGFRB|KDR|FLT4|PDGFRA,5.0,R-HSA-1257604|R-HSA-186763|R-HSA-186797|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-109704|R-HSA-9607240|R-HSA-9645135|R-HSA-9702509|R-HSA-9702518|R-HSA-9702569|R-HSA-9702577|R-HSA-9702581|R-HSA-9702590|R-HSA-9702596|R-HSA-9702600|R-HSA-9702605|R-HSA-9702614|R-HSA-9702620|R-HSA-9702624|R-HSA-9702632|R-HSA-9702636|R-HSA-9702998|R-HSA-9703009|R-HSA-9703648|R-HSA-9706369|R-HSA-9706374|R-HSA-9706377|R-HSA-5218921|R-HSA-9673767|R-HSA-9673770|R-HSA-9674396|R-HSA-9674401|R-HSA-9674403|R-HSA-9674404|R-HSA-9674428|R-HSA-4420097|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768|R-HSA-2028269,"PIP3 activates AKT signaling|Downstream signal transduction|Signaling by PDGF|Constitutive Signaling by Aberrant PI3K in Cancer|RAF/MAP kinase cascade|PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling|PI3K Cascade|FLT3 Signaling|STAT5 Activation|FLT3 mutants bind TKIs|STAT5 activation downstream of FLT3 ITD mutants|KW2449-resistant FLT3 mutants|semaxanib-resistant FLT3 mutants|crenolanib-resistant FLT3 mutants|gilteritinib-resistant FLT3 mutants|lestaurtinib-resistant FLT3 mutants|midostaurin-resistant FLT3 mutants|pexidartinib-resistant FLT3 mutants|ponatinib-resistant FLT3 mutants|quizartinib-resistant FLT3 mutants|sorafenib-resistant FLT3 mutants|sunitinib-resistant FLT3 mutants|tandutinib-resistant FLT3 mutants|linifanib-resistant FLT3 mutants|tamatinib-resistant FLT3 mutants|Signaling by FLT3 ITD and TKD mutants|Negative regulation of FLT3|FLT3 signaling through SRC family kinases|FLT3 signaling by CBL mutants|VEGFR2 mediated cell proliferation|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants|Signaling by PDGFRA extracellular domain mutants|Imatinib-resistant PDGFR mutants|Sunitinib-resistant PDGFR mutants|Regorafenib-resistant PDGFR mutants|Sorafenib-resistant PDGFR mutants|PDGFR mutants bind TKIs|VEGFA-VEGFR2 Pathway|VEGF binds to VEGFR leading to receptor dimerization|NOTCH4 Intracellular Domain Regulates Transcription|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells|Neurophilin interactions with VEGF and VEGFR|Integrin cell surface interactions|Signaling by membrane-tethered fusions of PDGFRA or PDGFRB|PI3K Cascad|PIP3 activates AKT signalin|Constitutive Signaling by Aberrant PI3K in Cance|RAF/MAP kinase cascad|PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin|FLT3 Signalin|STAT5 Activatio|FLT3 mutants bind TKI|STAT5 activation downstream of FLT3 ITD mutant|KW2449-resistant FLT3 mutant|semaxanib-resistant FLT3 mutant|crenolanib-resistant FLT3 mutant|gilteritinib-resistant FLT3 mutant|lestaurtinib-resistant FLT3 mutant|midostaurin-resistant FLT3 mutant|pexidartinib-resistant FLT3 mutant|ponatinib-resistant FLT3 mutant|quizartinib-resistant FLT3 mutant|sorafenib-resistant FLT3 mutant|sunitinib-resistant FLT3 mutant|tandutinib-resistant FLT3 mutant|linifanib-resistant FLT3 mutant|tamatinib-resistant FLT3 mutant|Signaling by FLT3 ITD and TKD mutant|Negative regulation of FLT|FLT3 signaling through SRC family kinase|FLT3 signaling by CBL mutant|VEGF binds to VEGFR leading to receptor dimerizatio|NOTCH4 Intracellular Domain Regulates Transcriptio|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell|VEGFR2 mediated cell proliferatio|VEGFA-VEGFR2 Pathwa|Downstream signal transductio|Signaling by PDG|Neurophilin interactions with VEGF and VEGF|Integrin cell surface interaction|Signaling by membrane-tethered fusions of PDGFRA or PDGFR|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutant|Signaling by PDGFRA extracellular domain mutant|Imatinib-resistant PDGFR mutant|Sunitinib-resistant PDGFR mutant|Regorafenib-resistant PDGFR mutant|Sorafenib-resistant PDGFR mutant|PDGFR mutants bind TKI",45.0,Macrophage colony stimulating factor receptor inhibitor | Platelet-derived growth factor receptor inhibitor | Tyrosine-protein kinase receptor FLT3 inhibitor | Vascular endothelial growth factor receptor inhibitor,1.0,protein_drug_candidates|pathway_drug_candidates|mechanism_drug_candidate
CHEMBL1201733,PAZOPANIB HYDROCHLORIDE,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl,MQHIQUBXFFAOMK-UHFFFAOYSA-N,473.9900000000002,4.0,,KIT|PDGFRB|KDR|FLT4|PDGFRA,5.0,R-HSA-1257604|R-HSA-186763|R-HSA-186797|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-5218921|R-HSA-9673767|R-HSA-9673770|R-HSA-9674396|R-HSA-9674401|R-HSA-9674403|R-HSA-9674404|R-HSA-9674428|R-HSA-1433557|R-HSA-9670439|R-HSA-4420097|R-HSA-1433559|R-HSA-8866910|R-HSA-9669914|R-HSA-9669917|R-HSA-9669921|R-HSA-9669924|R-HSA-9669926|R-HSA-9669929|R-HSA-9669933|R-HSA-9669934|R-HSA-9669935|R-HSA-9669936|R-HSA-9680187|R-HSA-9856649|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768|R-HSA-2028269,"PIP3 activates AKT signaling|Downstream signal transduction|Signaling by PDGF|Constitutive Signaling by Aberrant PI3K in Cancer|RAF/MAP kinase cascade|PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling|VEGFR2 mediated cell proliferation|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants|Signaling by PDGFRA extracellular domain mutants|Imatinib-resistant PDGFR mutants|Sunitinib-resistant PDGFR mutants|Regorafenib-resistant PDGFR mutants|Sorafenib-resistant PDGFR mutants|PDGFR mutants bind TKIs|Signaling by SCF-KIT|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants|VEGFA-VEGFR2 Pathway|Regulation of KIT signaling|TFAP2 (AP-2) family regulates transcription of growth factors and their receptors|Dasatinib-resistant KIT mutants|Imatinib-resistant KIT mutants|KIT mutants bind TKIs|Masitinib-resistant KIT mutants|Nilotinib-resistant KIT mutants|Regorafenib-resistant KIT mutants|Signaling by kinase domain mutants of KIT|Sunitinib-resistant KIT mutants|Signaling by juxtamembrane domain KIT mutants|Sorafenib-resistant KIT mutants|Signaling by extracellular domain mutants of KIT|Transcriptional and post-translational regulation of MITF-M expression and activity|VEGF binds to VEGFR leading to receptor dimerization|NOTCH4 Intracellular Domain Regulates Transcription|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells|Neurophilin interactions with VEGF and VEGFR|Integrin cell surface interactions|Signaling by membrane-tethered fusions of PDGFRA or PDGFRB|PIP3 activates AKT signalin|Constitutive Signaling by Aberrant PI3K in Cance|RAF/MAP kinase cascad|PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin|VEGF binds to VEGFR leading to receptor dimerizatio|NOTCH4 Intracellular Domain Regulates Transcriptio|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell|VEGFR2 mediated cell proliferatio|VEGFA-VEGFR2 Pathwa|Regulation of KIT signalin|Downstream signal transductio|Signaling by PDG|Signaling by SCF-KI|TFAP2 (AP-2) family regulates transcription of growth factors and their receptor|Dasatinib-resistant KIT mutant|Imatinib-resistant KIT mutant|KIT mutants bind TKI|Masitinib-resistant KIT mutant|Nilotinib-resistant KIT mutant|Regorafenib-resistant KIT mutant|Signaling by kinase domain mutants of KI|Sunitinib-resistant KIT mutant|Signaling by juxtamembrane domain KIT mutant|Sorafenib-resistant KIT mutant|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant|Signaling by extracellular domain mutants of KI|Transcriptional and post-translational regulation of MITF-M expression and activit|Neurophilin interactions with VEGF and VEGF|Integrin cell surface interaction|Signaling by membrane-tethered fusions of PDGFRA or PDGFR|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutant|Signaling by PDGFRA extracellular domain mutant|Imatinib-resistant PDGFR mutant|Sunitinib-resistant PDGFR mutant|Regorafenib-resistant PDGFR mutant|Sorafenib-resistant PDGFR mutant|PDGFR mutants bind TKI",38.0,Macrophage colony stimulating factor receptor inhibitor | Platelet-derived growth factor receptor inhibitor | Stem cell growth factor receptor inhibitor | Vascular endothelial growth factor receptor inhibitor,1.0,protein_drug_candidates|pathway_drug_candidates|mechanism_drug_candidate
