pair_key,name_1,name_2,target_1,moa_1,target_2,moa_2,mech_comp,external_novelty,priority_score
Lomitapide||TRIFLUPROMAZINE HYDROCHLORIDE,TRIFLUPROMAZINE HYDROCHLORIDE,Lomitapide,ADRA1A;ADRA2A;CHRM1;CHRM2;CHRNA7;CYP1A2;CYP2D6;DRD1;DRD2;DRD3;HTR1A;HTR2B;SLC6A2;SLC6A4,dopamine receptor antagonist,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,1.0,1,-0.01280151995251938
PD-102807||droloxifene,PD-102807,droloxifene,ADRA2A;ADRA2C;CHRM2;CHRM3;CHRM4;HTR2B;SLC6A3,acetylcholine receptor antagonist,,,1.0,1,-0.012816262573305946
BS-181||IT1t,IT1t,BS-181,CXCR4,CC chemokine receptor antagonist,CDK2;CDK7,CDK inhibitor,1.0,1,-0.012861013984491299
Propiverine Hydrochloride||SB-772077B,Propiverine Hydrochloride,SB-772077B,CACNA1C;CHRM1;CHRM2;CHRM3;CHRM4;OPRM1,acetylcholine receptor antagonist,AKT1;ROCK1;ROCK2;RPS6KA1;RPS6KA5,rho associated kinase inhibitor,1.0,1,-0.013097618528158689
Lomitapide||thiethylperazine,Lomitapide,thiethylperazine,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,ADRA2A;DRD1;DRD2;DRD3;DRD4;HRH1;HTR1A,dopamine receptor antagonist,1.0,1,-0.013587719516254038
10-DEBC||pyrrolidine-dithiocarbamate,pyrrolidine-dithiocarbamate,10-DEBC,HSD11B1;RELA,NFkB pathway inhibitor,PIM1,AKT inhibitor,1.0,1,-0.013681604828831781
Lomitapide||prenylamine,Lomitapide,prenylamine,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,ADRA1A;HTR1A;KCNH2;OPRK1,calcium channel blocker,0.9,1,-0.014273507624264381
PENFLURIDOL||Revaprazan Hydrochloride,PENFLURIDOL,Revaprazan Hydrochloride,ADRA1D;ADRA2B;ADRA2C;ADRB3;CACNA1G;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;OPRK1;OPRM1,T-type calcium channel blocker,ATP4A,potassium-competitive acid antagonist,1.0,1,-0.01427523191007933
Imatinib Mesylate (STI571)||SR-33805 oxalate,SR-33805 oxalate,Imatinib Mesylate (STI571),,calcium channel blocker,ABCB1;ABCG2;ABL1;ABL2;BCR;BLK;CA1;CA12;CA14;CA2;CA3;CA6;CA7;CA9;CSF1R;CYP2C19;CYP2C8;CYP3A5;DDR1;DDR2;DDX3X;EGFR;ERBB2;FLT3;FRK;GAK;HIPK4;HTR2A;KIT;LCK;LYN;MAPK10;NQO2;NTRK1;PDGFRA;PDGFRB;PIP4K2C;RET;SLC47A1;SLC47A2;SLC6A4;TBXAS1,Bcr-Abl kinase inhibitor | KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor,1.0,1,-0.014397344983615105
CYM-5442||Lomitapide,CYM-5442,Lomitapide,S1PR1;S1PR5,sphingosine 1-phosphate receptor agonist,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,1.0,1,-0.01457485655951063
Lomitapide||QUINACRINE HYDROCHLORIDE,QUINACRINE HYDROCHLORIDE,Lomitapide,ACHE;ADRA2A;ADRA2B;ADRA2C;AKT1;CHRM1;CHRM2;CHRM3;CHRM4;DRD3;HRH3;HTR2A;KCNH2;MTOR;NFKB1;PLA2G1B;PLA2G2A;PLA2G2D;PRNP;TP53,cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,0.9615384615384616,1,-0.014628161352138985
C-021||PHA-665752,PHA-665752,C-021,AAK1;ABL1;AURKC;AXL;BMP2K;CAMKK1;CAMKK2;CDK15;CDK17;CDK4;CDK7;CILK1;CLK1;CLK2;CSF1R;CSNK1E;DCLK2;DDR1;FLT3;GRK4;GRK7;HIPK1;HIPK2;HIPK3;HIPK4;IKBKE;IRAK3;JAK2;JAK3;KDR;KIT;LCK;MAK;MAP2K2;MAP3K12;MAP3K19;MAP4K1;MAP4K3;MAP4K4;MAP4K5;MET;MINK1;MST1R;MYLK2;NEK2;NTRK1;NTRK2;NTRK3;NUAK1;NUAK2;PIP5K1A;PLK4;PRKAA1;PRKAA2;PTK2B;RET;RIOK1;RIOK3;SLK;SRPK1;SRPK2;STK10;STK33;TAOK1;TAOK3;TBK1;TNIK,c-Met inhibitor,CCR4,CC chemokine receptor antagonist,1.0,1,-0.014745661754227611
Imatinib Mesylate (STI571)||Lasofoxifene (Tartrate),Lasofoxifene (Tartrate),Imatinib Mesylate (STI571),ESR1;ESR2;HRH3;HTR2B;KCNH2;OPRK1;SLC6A3,selective estrogen receptor modulator (SERM),ABCB1;ABCG2;ABL1;ABL2;BCR;BLK;CA1;CA12;CA14;CA2;CA3;CA6;CA7;CA9;CSF1R;CYP2C19;CYP2C8;CYP3A5;DDR1;DDR2;DDX3X;EGFR;ERBB2;FLT3;FRK;GAK;HIPK4;HTR2A;KIT;LCK;LYN;MAPK10;NQO2;NTRK1;PDGFRA;PDGFRB;PIP4K2C;RET;SLC47A1;SLC47A2;SLC6A4;TBXAS1,Bcr-Abl kinase inhibitor | KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor,1.0,1,-0.01479531704280286
CLEMASTINE FUMARATE||PERHEXILINE MALEATE,CLEMASTINE FUMARATE,PERHEXILINE MALEATE,ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2C19;CYP2D6;DRD1;DRD2;DRD3;HRH1;HRH2;HTR2A;HTR2B;HTR2C;HTR6;KCNH2;OPRK1;SIGMAR1;SLC6A3;SLC6A4;TMEM97,histamine receptor antagonist,CHRM1;CHRM3;CHRM4;CHRM5;CPT1A;CPT2;CYP2D6,carnitine palmitoyltransferase inhibitor,0.8275862068965517,1,-0.015261107853825943
Crizotinib (PF-02341066)||FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,Crizotinib (PF-02341066),ACHE;ADRA2A;ADRA2B;ANO1;CHRM1;CHRM3;CHRM5;CYP2C19;CYP2D6;HTR2A;HTR2B;HTR2C;HTR6;KCNH2;SIGMAR1;SLC6A2;SLC6A4,selective serotonin reuptake inhibitor (SSRI),ABL1;ABL2;ACVR1;ACVR1B;ADRA1A;ALK;ANKK1;AURKA;AURKB;AXL;BLK;BMP2K;BMPR1B;CASK;CDK11A;CDK11B;CDK7;CSF1R;CYP2B6;CYP3A5;DCLK1;DCLK2;DDR1;DLK1;DSTYK;EGFR;EPHA1;EPHA2;EPHA3;EPHA4;EPHA5;EPHA6;EPHA7;EPHA8;EPHB1;EPHB4;FER;FES;FGR;FLT3;HTR2B;IGF1R;IKBKE;INSR;INSRR;IRAK1;IRAK3;JAK1;JAK2;JAK3;KIT;LCK;LIMK1;LIMK2;LTK;LYN;MAP3K12;MAP3K13;MAP3K19;MAP3K2;MAP3K3;MAP4K1;MAP4K2;MAP4K3;MAP4K5;MAPK7;MERTK;MET;MLKL;MST1R;MUSK;NEK9;NTRK1;NTRK2;NTRK3;NUAK2;PLK4;PRKD1;PRKD3;PTK2;PTK2B;RIPK2;ROS1;RPS6KB1;SBK3;SIK2;SLK;SRC;STK10;STK3;STK35;STK4;TAOK2;TAOK3;TBK1;TEK;TESK1;TGFBR1;TIE1;TNK1;TNK2;TNNI3K;TXK;TYK2;TYRO3;ULK1;YES1,ALK tyrosine kinase receptor inhibitor,0.991869918699187,1,-0.015396881990067703
DCC-2036 (Rebastinib)||Propiverine Hydrochloride,Propiverine Hydrochloride,DCC-2036 (Rebastinib),CACNA1C;CHRM1;CHRM2;CHRM3;CHRM4;OPRM1,acetylcholine receptor antagonist,ABL1;ABL2;BCR;CDK16;CDK17;CDK2;CSK;DDR1;DDR2;EIF2AK1;FES;FGR;FLT3;HCK;KDR;LCK;LIMK1;LRRK2;LYN;MAP3K20;MAP4K1;MAPK10;MAPK15;MAPK9;MET;MST1R;NTRK1;SRC;TEK;TESK2;TNK1;YES1,Bcr-Abl kinase inhibitor | TIE tyrosine kinase inhibitor | VEGFR inhibitor,1.0,1,-0.015601875775279356
Lomitapide||SB-268262,SB-268262,Lomitapide,CALCA;CALCRL,calcitonin antagonist,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,1.0,1,-0.015746037693072035
HTH-01-015||Lomitapide,HTH-01-015,Lomitapide,NUAK1,protein kinase inhibitor,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,1.0,1,-0.01590821422955685
NVP-BSK805 2HCl||Propiverine Hydrochloride,Propiverine Hydrochloride,NVP-BSK805 2HCl,CACNA1C;CHRM1;CHRM2;CHRM3;CHRM4;OPRM1,acetylcholine receptor antagonist,ABL1;JAK1;JAK2;JAK3;TYK2,JAK inhibitor,1.0,1,-0.01660684472937632
Dronedarone HCl (Multaq)||Lomitapide,Lomitapide,Dronedarone HCl (Multaq),CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;ADRB1;CACNA1C;CACNA1D;CACNA1F;CACNA1S;CACNB1;CACNB2;CACNB3;CACNB4;DRD3;KCNA5;KCNH2;KCNK2;PGR;SCN1A;SLC22A2;SLC22A8;SLCO1B3,adrenergic receptor antagonist,0.9666666666666667,1,-0.016850462107823372
CY208-243||NTNCB,CY208-243,NTNCB,CALY;CYP1A2;DRD1,dopamine receptor agonist,ADRA2C;DRD2;NPY5R,neuropeptide receptor antagonist,1.0,1,-0.017139679103349872
BINA||Lomitapide,BINA,Lomitapide,GRM2,glutamate receptor positive allosteric modulator,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,1.0,1,-0.017427586885316593
Lomitapide||UNC0646,UNC0646,Lomitapide,EHMT2,histone lysine methyltransferase inhibitor,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,1.0,1,-0.017438755292632446
CK-636||Propiverine Hydrochloride,Propiverine Hydrochloride,CK-636,CACNA1C;CHRM1;CHRM2;CHRM3;CHRM4;OPRM1,acetylcholine receptor antagonist,ACTR2;ACTR3;ARPC1B;ARPC2;ARPC3;ARPC4;ARPC5,actin related protein inhibitor,1.0,1,-0.017540298335787213
PENFLURIDOL||Propiverine Hydrochloride,PENFLURIDOL,Propiverine Hydrochloride,ADRA1D;ADRA2B;ADRA2C;ADRB3;CACNA1G;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;OPRK1;OPRM1,T-type calcium channel blocker,CACNA1C;CHRM1;CHRM2;CHRM3;CHRM4;OPRM1,acetylcholine receptor antagonist,0.96,1,-0.01755629488742841
Lasofoxifene (Tartrate)||Y-26763,Y-26763,Lasofoxifene (Tartrate),KCNJ8,potassium channel activator,ESR1;ESR2;HRH3;HTR2B;KCNH2;OPRK1;SLC6A3,selective estrogen receptor modulator (SERM),1.0,1,-0.017738427000920723
Lomitapide||SB-772077B,SB-772077B,Lomitapide,AKT1;ROCK1;ROCK2;RPS6KA1;RPS6KA5,rho associated kinase inhibitor,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,1.0,1,-0.01812641008593352
Ebastine||tecalcet,tecalcet,Ebastine,CASR,calcium-sensing receptor agonist,ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2J2;CYP3A4;DRD1;DRD2;DRD3;DRD4;EGFR;FYN;HRH1;HTR1A;HTR2A;HTR2B;HTR2C;KCNH2;MLNR;SLC6A2;SLC6A3;SLC6A4;TACR2,histamine receptor antagonist,1.0,1,-0.018239125788648773
HTH-01-015||Propiverine Hydrochloride,Propiverine Hydrochloride,HTH-01-015,CACNA1C;CHRM1;CHRM2;CHRM3;CHRM4;OPRM1,acetylcholine receptor antagonist,NUAK1,protein kinase inhibitor,1.0,1,-0.018482010932482112
AG-1478 (Tyrphostin AG-1478)||UNC1999,AG-1478 (Tyrphostin AG-1478),UNC1999,EGFR;MAPK14;MKNK1,EGFR inhibitor,EZH1;EZH2;HRH3;TMEM97,histone lysine methyltransferase inhibitor,1.0,1,-0.018563007846798624
Endoxifen HCl||Lomitapide,Lomitapide,Endoxifen HCl,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,ESR1,,1.0,1,-0.018629551528118238
Propiverine Hydrochloride||SGI-1027,Propiverine Hydrochloride,SGI-1027,CACNA1C;CHRM1;CHRM2;CHRM3;CHRM4;OPRM1,acetylcholine receptor antagonist,DNMT1;DNMT3A;DNMT3B,DNA methyltransferase inhibitor,1.0,1,-0.01877276493134203
ML-298||Propiverine Hydrochloride,Propiverine Hydrochloride,ML-298,CACNA1C;CHRM1;CHRM2;CHRM3;CHRM4;OPRM1,acetylcholine receptor antagonist,PLD2,phospholipase inhibitor,1.0,1,-0.0189196435653691
Lomitapide||asenapine maleate,asenapine maleate,Lomitapide,DRD1;DRD2;HRH1;HTR1A;HTR1B;HTR1D;HTR1E;HTR2A,dopamine receptor antagonist | serotonin receptor antagonist,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,1.0,1,-0.018919930118328876
PD-102807||SGI-1776 free base,PD-102807,SGI-1776 free base,ADRA2A;ADRA2C;CHRM2;CHRM3;CHRM4;HTR2B;SLC6A3,acetylcholine receptor antagonist,ACVR1;FLT3;HASPIN;IRAK3;KCNH2;PIM1;PIM2;PIM3;PRKAG2;YES1,Pim kinase inhibitor,1.0,1,-0.018919937949631503
AM-1241||Lomitapide,Lomitapide,AM-1241,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,CNR1;CNR2,cannabinoid receptor agonist,1.0,1,-0.019009934341991497
PD-102807||THIORIDAZINE HYDROCHLORIDE,THIORIDAZINE HYDROCHLORIDE,PD-102807,ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CHRNA7;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR6;HTR7;KCNH2;MALT1;OPRK1;SIGMAR1;SLC6A4,dopamine receptor antagonist,ADRA2A;ADRA2C;CHRM2;CHRM3;CHRM4;HTR2B;SLC6A3,acetylcholine receptor antagonist,0.8,1,-0.019035584529518
JHW-007||norfluoxetine,norfluoxetine,JHW-007,HTR2B,selective serotonin reuptake inhibitor (SSRI),SLC6A3,dopamine reuptake inhibitor,1.0,1,-0.019372322859657252
Crizotinib (PF-02341066)||norfluoxetine,norfluoxetine,Crizotinib (PF-02341066),HTR2B,selective serotonin reuptake inhibitor (SSRI),ABL1;ABL2;ACVR1;ACVR1B;ADRA1A;ALK;ANKK1;AURKA;AURKB;AXL;BLK;BMP2K;BMPR1B;CASK;CDK11A;CDK11B;CDK7;CSF1R;CYP2B6;CYP3A5;DCLK1;DCLK2;DDR1;DLK1;DSTYK;EGFR;EPHA1;EPHA2;EPHA3;EPHA4;EPHA5;EPHA6;EPHA7;EPHA8;EPHB1;EPHB4;FER;FES;FGR;FLT3;HTR2B;IGF1R;IKBKE;INSR;INSRR;IRAK1;IRAK3;JAK1;JAK2;JAK3;KIT;LCK;LIMK1;LIMK2;LTK;LYN;MAP3K12;MAP3K13;MAP3K19;MAP3K2;MAP3K3;MAP4K1;MAP4K2;MAP4K3;MAP4K5;MAPK7;MERTK;MET;MLKL;MST1R;MUSK;NEK9;NTRK1;NTRK2;NTRK3;NUAK2;PLK4;PRKD1;PRKD3;PTK2;PTK2B;RIPK2;ROS1;RPS6KB1;SBK3;SIK2;SLK;SRC;STK10;STK3;STK35;STK4;TAOK2;TAOK3;TBK1;TEK;TESK1;TGFBR1;TIE1;TNK1;TNK2;TNNI3K;TXK;TYK2;TYRO3;ULK1;YES1,ALK tyrosine kinase receptor inhibitor,0.9906542056074766,1,-0.020048080462852336
Propiverine Hydrochloride||SIMVASTATIN,SIMVASTATIN,Propiverine Hydrochloride,CYP2C8;CYP3A4;CYP3A5;HMGCR;ITGB2;NR1H4;NR1I3,HMGCR inhibitor,CACNA1C;CHRM1;CHRM2;CHRM3;CHRM4;OPRM1,acetylcholine receptor antagonist,1.0,1,-0.020186460052332184
NNC-05-2090||Tie2 kinase inhibitor,NNC-05-2090,Tie2 kinase inhibitor,SLC6A11;SLC6A12;SLC6A13,GABA uptake inhibitor | GAT inhibitor,KDR;MAPK14;TEK,TIE tyrosine kinase inhibitor,1.0,1,-0.020200953930298415
Propiverine Hydrochloride||Siramesine (hydrochloride),Propiverine Hydrochloride,Siramesine (hydrochloride),CACNA1C;CHRM1;CHRM2;CHRM3;CHRM4;OPRM1,acetylcholine receptor antagonist,ADRA1A;ADRA1B;ADRA1D;PGRMC1;SIGMAR1;TMEM97,sigma receptor antagonist,1.0,1,-0.020407294190265463
Lomitapide||gallium-triquinolin-8-olate,Lomitapide,gallium-triquinolin-8-olate,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,,,1.0,1,-0.02073259078133116
Imatinib Mesylate (STI571)||TOREMIFENE CITRATE,TOREMIFENE CITRATE,Imatinib Mesylate (STI571),CYP3A5;ESR1,estrogen receptor antagonist | selective estrogen receptor modulator (SERM),ABCB1;ABCG2;ABL1;ABL2;BCR;BLK;CA1;CA12;CA14;CA2;CA3;CA6;CA7;CA9;CSF1R;CYP2C19;CYP2C8;CYP3A5;DDR1;DDR2;DDX3X;EGFR;ERBB2;FLT3;FRK;GAK;HIPK4;HTR2A;KIT;LCK;LYN;MAPK10;NQO2;NTRK1;PDGFRA;PDGFRB;PIP4K2C;RET;SLC47A1;SLC47A2;SLC6A4;TBXAS1,Bcr-Abl kinase inhibitor | KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor,0.9767441860465116,1,-0.020833260787211816
Ebastine||Lomitapide,Lomitapide,Ebastine,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2J2;CYP3A4;DRD1;DRD2;DRD3;DRD4;EGFR;FYN;HRH1;HTR1A;HTR2A;HTR2B;HTR2C;KCNH2;MLNR;SLC6A2;SLC6A3;SLC6A4;TACR2,histamine receptor antagonist,0.9393939393939394,1,-0.020846357255628584
AMLODIPINE BESYLATE||Crizotinib (PF-02341066),AMLODIPINE BESYLATE,Crizotinib (PF-02341066),ABCG2;ADRA2A;ADRA2C;CACNA1C;CACNA1D;CACNA1F;CACNA1S;CACNA2D1;KCNK2,calcium channel blocker,ABL1;ABL2;ACVR1;ACVR1B;ADRA1A;ALK;ANKK1;AURKA;AURKB;AXL;BLK;BMP2K;BMPR1B;CASK;CDK11A;CDK11B;CDK7;CSF1R;CYP2B6;CYP3A5;DCLK1;DCLK2;DDR1;DLK1;DSTYK;EGFR;EPHA1;EPHA2;EPHA3;EPHA4;EPHA5;EPHA6;EPHA7;EPHA8;EPHB1;EPHB4;FER;FES;FGR;FLT3;HTR2B;IGF1R;IKBKE;INSR;INSRR;IRAK1;IRAK3;JAK1;JAK2;JAK3;KIT;LCK;LIMK1;LIMK2;LTK;LYN;MAP3K12;MAP3K13;MAP3K19;MAP3K2;MAP3K3;MAP4K1;MAP4K2;MAP4K3;MAP4K5;MAPK7;MERTK;MET;MLKL;MST1R;MUSK;NEK9;NTRK1;NTRK2;NTRK3;NUAK2;PLK4;PRKD1;PRKD3;PTK2;PTK2B;RIPK2;ROS1;RPS6KB1;SBK3;SIK2;SLK;SRC;STK10;STK3;STK35;STK4;TAOK2;TAOK3;TBK1;TEK;TESK1;TGFBR1;TIE1;TNK1;TNK2;TNNI3K;TXK;TYK2;TYRO3;ULK1;YES1,ALK tyrosine kinase receptor inhibitor,1.0,1,-0.020995417480789792
FASUDIL HYDROCHLORIDE||Lomitapide,FASUDIL HYDROCHLORIDE,Lomitapide,CLK1;CLK4;CYP2D6;PKIA;PKN1;PKN2;PKN3;PRKACA;PRKCQ;PRKD3;PRKX;ROCK1;ROCK2;RPS6KA3;RPS6KB1,rho associated kinase inhibitor,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,1.0,1,-0.02144492869332182
METITEPINE MESYLATE||Propiverine Hydrochloride,METITEPINE MESYLATE,Propiverine Hydrochloride,HTR1A;HTR1B;HTR1D;HTR1E;HTR1F;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;HTR7,anti-HCVE2 | serotonin receptor antagonist,CACNA1C;CHRM1;CHRM2;CHRM3;CHRM4;OPRM1,acetylcholine receptor antagonist,1.0,1,-0.021505646045868437
Propiverine Hydrochloride||kenpaullone,kenpaullone,Propiverine Hydrochloride,ABL1;CCNB1;CDC7;CDK1;CDK2;CDK5;CHEK2;CSNK2A1;CYP1A2;CYP2D6;FLT1;FLT4;FYN;GSK3A;GSK3B;LCK;LYN;MARK2;MARK3;PLK4;SRC;STK3,CDK inhibitor | glycogen synthase kinase inhibitor,CACNA1C;CHRM1;CHRM2;CHRM3;CHRM4;OPRM1,acetylcholine receptor antagonist,1.0,1,-0.022268288716861345
Golvatinib (E7050)||norfluoxetine,norfluoxetine,Golvatinib (E7050),HTR2B,selective serotonin reuptake inhibitor (SSRI),ABL1;ABL2;BCR;DDR1;DDR2;EPHA2;EPHA5;EPHA7;EPHB2;EPHB4;ERN2;FLT3;KDR;LCK;MAP3K20;MET;MST1R;NTRK1;PDGFRB;PTK2B;PTK6;RET;RIPK2;RIPK3;STK24;TESK1,VEGFR inhibitor,1.0,1,-0.02238312304752718
CLOMIPHENE CITRATE||Propiverine Hydrochloride,CLOMIPHENE CITRATE,Propiverine Hydrochloride,AR;EBP;ESR1;KCNH2;SIGMAR1,estrogen receptor antagonist,CACNA1C;CHRM1;CHRM2;CHRM3;CHRM4;OPRM1,acetylcholine receptor antagonist,1.0,1,-0.022863686834604185
Lasofoxifene (Tartrate)||Propiverine Hydrochloride,Propiverine Hydrochloride,Lasofoxifene (Tartrate),CACNA1C;CHRM1;CHRM2;CHRM3;CHRM4;OPRM1,acetylcholine receptor antagonist,ESR1;ESR2;HRH3;HTR2B;KCNH2;OPRK1;SLC6A3,selective estrogen receptor modulator (SERM),1.0,1,-0.02292300140118894
UNC0646||Y-134,Y-134,UNC0646,ESR1;ESR2,estrogen receptor antagonist,EHMT2,histone lysine methyltransferase inhibitor,1.0,1,-0.02329417596598122
Propiverine Hydrochloride||Ro 48-8071 (fumarate),Propiverine Hydrochloride,Ro 48-8071 (fumarate),CACNA1C;CHRM1;CHRM2;CHRM3;CHRM4;OPRM1,acetylcholine receptor antagonist,LSS,oxidosqualene cyclase inhibitor,1.0,1,-0.023352656600278993
NTNCB||UNC1999,NTNCB,UNC1999,ADRA2C;DRD2;NPY5R,neuropeptide receptor antagonist,EZH1;EZH2;HRH3;TMEM97,histone lysine methyltransferase inhibitor,1.0,1,-0.023369646339894884
PHA-665752||THIORIDAZINE HYDROCHLORIDE,THIORIDAZINE HYDROCHLORIDE,PHA-665752,ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CHRNA7;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR6;HTR7;KCNH2;MALT1;OPRK1;SIGMAR1;SLC6A4,dopamine receptor antagonist,AAK1;ABL1;AURKC;AXL;BMP2K;CAMKK1;CAMKK2;CDK15;CDK17;CDK4;CDK7;CILK1;CLK1;CLK2;CSF1R;CSNK1E;DCLK2;DDR1;FLT3;GRK4;GRK7;HIPK1;HIPK2;HIPK3;HIPK4;IKBKE;IRAK3;JAK2;JAK3;KDR;KIT;LCK;MAK;MAP2K2;MAP3K12;MAP3K19;MAP4K1;MAP4K3;MAP4K4;MAP4K5;MET;MINK1;MST1R;MYLK2;NEK2;NTRK1;NTRK2;NTRK3;NUAK1;NUAK2;PIP5K1A;PLK4;PRKAA1;PRKAA2;PTK2B;RET;RIOK1;RIOK3;SLK;SRPK1;SRPK2;STK10;STK33;TAOK1;TAOK3;TBK1;TNIK,c-Met inhibitor,1.0,1,-0.023442190818901774
Ebastine||PD-102807,PD-102807,Ebastine,ADRA2A;ADRA2C;CHRM2;CHRM3;CHRM4;HTR2B;SLC6A3,acetylcholine receptor antagonist,ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2J2;CYP3A4;DRD1;DRD2;DRD3;DRD4;EGFR;FYN;HRH1;HTR1A;HTR2A;HTR2B;HTR2C;KCNH2;MLNR;SLC6A2;SLC6A3;SLC6A4;TACR2,histamine receptor antagonist,0.75,1,-0.02371801486476468
Ozanimod||Propiverine Hydrochloride,Propiverine Hydrochloride,Ozanimod,CACNA1C;CHRM1;CHRM2;CHRM3;CHRM4;OPRM1,acetylcholine receptor antagonist,S1PR1;S1PR5,sphingosine 1-phosphate receptor agonist,1.0,1,-0.02417020278622764
JNJ 26854165 (Serdemetan)||Lomitapide,Lomitapide,JNJ 26854165 (Serdemetan),CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,MDM2,MDM inhibitor,1.0,1,-0.0244161004479726
Ebastine||URMC-099,URMC-099,Ebastine,ABL1;AURKA;AURKB;AURKC;CDKL2;CHUK;DAPK3;DLK1;FLT1;FLT3;IGF1R;IKBKB;INSR;LCK;LRRK2;MAP3K10;MAP3K11;MAP3K2;MAP3K9;MET;NTRK1;NTRK2;ROCK2;SGK1;SRPK2;SYK;TNIK,mixed lineage kinase inhibitor,ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2J2;CYP3A4;DRD1;DRD2;DRD3;DRD4;EGFR;FYN;HRH1;HTR1A;HTR2A;HTR2B;HTR2C;KCNH2;MLNR;SLC6A2;SLC6A3;SLC6A4;TACR2,histamine receptor antagonist,1.0,1,-0.02456814020669889
Lomitapide||pyrrolidine-dithiocarbamate,pyrrolidine-dithiocarbamate,Lomitapide,HSD11B1;RELA,NFkB pathway inhibitor,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,1.0,1,-0.02471351795035709
